usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_2509	Which monarchs were married to a German spouse?	Which monarchs were married to someone from Germany?	Which monarchs were married to a German man?	Which monarchs were married to a German who was female or non-binary?		['Queen Victoria of the United Kingdom', 'King George V of the United Kingdom', 'Queen Elizabeth The Queen Mother', 'Queen Victoria of the United Kingdom']	['Queen Victoria of the United Kingdom and Prince Albert of Saxe-Coburg and Gotha', 'Queen Victoria of the United Kingdom and Prince Albert of Saxe-Coburg and Gotha', 'King George V of the United Kingdom and Queen Mary of Teck', 'King Edward VII of the United Kingdom and Queen Alexandra of Denmark', 'King William II of the Netherlands and Queen Wilhelmina of the Netherlands']		['Queen Victoria of the United Kingdom', 'Queen Elizabeth The Queen Mother of the United Kingdom']	['Queen Victoria of the United Kingdom', 'Queen Victoria of the United Kingdom', 'Queen Victoria of the United Kingdom']
no_usparql_2510	Which international organizations were founded in 1950?	What international organizations came into existence in 1950?	Which international organizations were founded in 1950 in the United States?	Which international organizations were founded in 1950 outside the United States?		['European Free Trade Association', 'Organisation for Economic Co-operation and Development']	['European Coal and Steel Community']		['European Coal and Steel Community']	
no_usparql_2512	Give me the Apollo 14 astronauts.	Who were the astronauts on Apollo 14?	Give me the Apollo 14 astronauts who walked on the Moon.	Give me the Apollo 14 astronauts who did not walk on the Moon.		['Alan Shepard', 'Edgar Mitchell', 'Stuart Roosa']	['Alan Shepard', 'Edgar Mitchell', 'Stuart Roosa']		['Alan Shepard']	['Alan Shepard', 'Edgar Mitchell']
no_usparql_2515	Which spaceflights were launched from Baikonur?	For which spaceflights did the launch occur at Baikonur?	Which spaceflights were launched from Baikonur excluding the 21st century?	Which spaceflights were launched from Baikonur in the 21st century?		['Vostok 1', 'Soyuz missions', 'Progress resupply missions', 'Buran space shuttle flights']	['Soyuz TMA-1', 'Soyuz TMA-2', 'Soyuz TMA-3', 'Soyuz TMA-4', 'Soyuz TMA-5', 'Soyuz TMA-6', 'Soyuz TMA-7', 'Soyuz TMA-8', 'Soyuz TMA-9', 'Soyuz TMA-10', 'Soyuz TMA-11', 'Soyuz TMA-12', 'Soyuz TMA-13', 'Soyuz TMA-14', 'Soyuz TMA-15', 'Soyuz TMA-16', 'Soyuz TMA-17', 'Soyuz TMA-18', 'Soyuz TMA-19', 'Soyuz TMA-20', 'Soyuz TMA-21', 'Soyuz TMA-22', 'Soyuz TMA-23', 'Soyuz TMA-24', 'Soyuz TMA-25', 'Soyuz TMA-26', 'Soyuz TMA-27', 'Soyuz TMA-28', 'Soyuz TMA-29', 'Soyuz TMA-30', 'Soyuz TMA-31', 'Soyuz TMA-32', 'Soyuz TMA-33', 'Soyuz TMA-34', 'Soyuz TMA-35', 'Soyuz TMA-36', 'Soyuz TMA-37', 'Soyuz TMA-38', 'Soyuz TMA-39', 'Soyuz TMA-40', 'Soyuz TMA-41', 'Soyuz TMA-42', 'Soyuz TMA-43', 'Soyuz TMA-44', 'Soyuz TMA-45', 'Soyuz TMA-46', 'Soyuz TMA-47', 'Soyuz TMA-48', 'Soyuz TMA-49', 'Soyuz TMA-50']		['Soyuz TMA-1', 'Soyuz TMA-2', 'Soyuz TMA-3', 'Soyuz TMA-4', 'Soyuz TMA-5', 'Soyuz TMA-6', 'Soyuz TMA-7', 'Soyuz TMA-8', 'Soyuz TMA-9', 'Soyuz TMA-10', 'Soyuz TMA-11', 'Soyuz TMA-12', 'Soyuz TMA-13', 'Soyuz TMA-14', 'Soyuz TMA-15', 'Soyuz TMA-16', 'Soyuz TMA-17', 'Soyuz TMA-18', 'Soyuz TMA-19', 'Soyuz TMA-20', 'Soyuz TMA-21', 'Soyuz TMA-22', 'Soyuz TMA-23', 'Soyuz TMA-24', 'Soyuz TMA-25', 'Soyuz TMA-26', 'Soyuz TMA-27', 'Soyuz TMA-28', 'Soyuz TMA-29', 'Soyuz TMA-30', 'Soyuz MS-01', 'Soyuz MS-02', 'Soyuz MS-03', 'Soyuz MS-04', 'Soyuz MS-05', 'Soyuz MS-06', 'Soyuz MS-07', 'Soyuz MS-08', 'Soyuz MS-09', 'Soyuz MS-10', 'Soyuz MS-11', 'Soyuz MS-12', 'Soyuz MS-13', 'Soyuz MS-14', 'Soyuz MS-15', 'Soyuz MS-16', 'Soyuz MS-17', 'Soyuz MS-18', 'Soyuz MS-19', 'Soyuz MS-20', 'Soyuz MS-21', 'Soyuz MS-22', 'Soyuz MS-23']	['Vostok 1', 'Vostok 2', 'Vostok 3', 'Vostok 4', 'Vostok 5', 'Vostok 6', 'Voskhod 1', 'Voskhod 2', 'Soyuz 1', 'Soyuz 2', 'Soyuz 3', 'Soyuz 4', 'Soyuz 5', 'Soyuz 6', 'Soyuz 7K-L1', 'Soyuz 7K-OK', 'Soyuz 7K-OKA', 'Soyuz T-1', 'Soyuz T-2', 'Soyuz T-3', 'Soyuz T-4', 'Soyuz T-5', 'Soyuz T-6', 'Soyuz T-7', 'Soyuz T-8', 'Soyuz T-9', 'Soyuz T-10', 'Soyuz T-11', 'Soyuz T-12', 'Soyuz T-13', 'Soyuz T-14', 'Soyuz T-15', 'Soyuz T-16', 'Soyuz T-17', 'Soyuz T-18', 'Soyuz T-19', 'Soyuz T-20', 'Soyuz T-21', 'Soyuz T-22', 'Soyuz T-23', 'Soyuz T-24', 'Soyuz T-25', 'Soyuz T-26', 'Soyuz T-27', 'Soyuz T-28', 'Soyuz T-29', 'Soyuz T-30', 'Soyuz T-31', 'Soyuz T-32', 'Soyuz T-33', 'Soyuz T-34', 'Soyuz T-35', 'Soyuz T-36', 'Soyuz T-37', 'Soyuz T-38', 'Soyuz T-39', 'Soyuz T-40', 'Soyuz T-41', 'Soyuz T-42', 'Soyuz T-43', 'Soyuz T-44', 'Soyuz T-45', 'Soyuz T-46', 'Soyuz T-47', 'Soyuz T-48', 'Soyuz T-49', 'Soyuz T-50', 'Soyuz T-51', 'Soyuz T-52', 'Soyuz T-53', 'Soyuz T-54', 'Soyuz T-55', 'Soyuz T-56', 'Soyuz T-57', 'Soyuz T-58', 'Soyuz T-59', 'Soyuz T-60', 'Soyuz T-61', 'Soyuz T-62', 'Soyuz T-63', 'Soyuz T-64', 'Soyuz T-65', 'Soyuz T-66', 'Soyuz T-67', 'Soyuz T-68', 'Soyuz T-69', 'Soyuz T-70', 'Soyuz T-71', 'Soyuz T-72', 'Soyuz T-73', 'Soyuz T-74', 'Soyuz T-75', 'Soyuz T-76', 'Soyuz T-77', 'Soyuz T-78', 'Soyuz T-79', 'Soyuz T-80', 'Soyuz T-81', 'Soyuz T-82', 'Soyuz T-83', 'Soyuz T-84', 'Soyuz T-85', 'Soyuz T-86', 'Soyuz T-87', 'Soyuz T-88', 'Soyuz T-89', 'Soyuz T-90', 'Soyuz T-91', 'Soyuz T-92', 'Soyuz T-93', 'Soyuz T-94', 'Soyuz T-95', 'Soyuz T-96', 'Soyuz T-97', 'Soyuz T-98', 'Soyuz T-99', 'Soyuz T-100', 'Soyuz T-101', 'Soyuz T-102', 'Soyuz T-103', 'Soyuz T-104', 'Soyuz T-105', 'Soyuz T-106', 'Soyuz T-107', 'Soyuz T-108', 'Soyuz T-109', 'Soyuz T-110', 'Soyuz T-111', 'Soyuz T-112', 'Soyuz T-113', 'Soyuz T-114', 'Soyuz T-115', 'Soyuz T-116', 'Soyuz T-117', 'Soyuz T-118', 'Soyuz T-119', 'Soyuz T-120', 'Soyuz T-121', 'Soyuz T-122', 'Soyuz T-123', 'Soyuz T-124', 'Soyuz T-125', 'Soyuz T-126', 'Soyuz T-127', 'Soyuz T-128', 'Soyuz T-129', 'Soyuz T-130', 'Soyuz T-131', 'Soyuz T-132', 'Soyuz T-133', 'Soyuz T-134', 'Soyuz T-135', 'Soyuz T-136', 'Soyuz T-137', 'Soyuz T-138', 'Soyuz T-139', 'Soyuz T-140', 'Soyuz T-141', 'Soyuz T-142', 'Soyuz T-143', 'Soyuz T-144', 'Soyuz T-145', 'Soyuz T-146', 'Soyuz T-147', 'Soyuz T-148', 'Soyuz T-149', 'Soyuz T-150', 'Soyuz T-151', 'Soyuz T-152', 'Soyuz T-153', 'Soyuz T-154', 'Soyuz T-155', 'Soyuz T-156', 'Soyuz T-157', 'Soyuz T-158', 'Soyuz T-159', 'Soyuz T-160', 'Soyuz T-161', 'Soyuz T-162', 'Soyuz T-163', 'Soyuz T-164', 'Soyuz T-165', 'Soyuz T-166', 'Soyuz T-167', 'Soyuz T-168', 'Soyuz T-169', 'Soyuz T-170', 'Soyuz T-171', 'Soyuz T-172', 'Soyuz T-173', 'Soyuz T-174', 'Soyuz T-175', 'Soyuz T-176', 'Soyuz T-177', 'Soyuz T-178', 'Soyuz T-179', 'Soyuz T-180', 'Soyuz T-181', 'Soyuz T-182', 'Soyuz T-183', 'Soyuz T-184', 'Soyuz T-185', 'Soyuz T-186', 'Soyuz T-187', 'Soyuz T-188', 'Soyuz T-189', 'Soyuz T-190', 'Soyuz T-191', 'Soyuz T-192', 'Soyuz T-193', 'Soyuz T-194', 'Soyuz T-195', 'Soyuz T-196', 'Soyuz T-197', 'Soyuz T-198', 'Soyuz T-199', 'Soyuz T-200', 'Soyuz T-201', 'Soyuz T-202', 'Soyuz T-203', 'Soyuz T-204', 'Soyuz T-205', 'Soyuz T-206', 'Soyuz T-207', 'Soyuz T-208', 'Soyuz T-209', 'Soyuz T-210', 'Soyuz T-211', 'Soyuz T-212', 'Soyuz T-213', 'Soyuz T-214', 'Soyuz T-215', 'Soyuz T-216', 'Soyuz T-217', 'Soyuz T-218', 'Soyuz T-219', 'Soyuz T-220', 'Soyuz T-221', 'Soyuz T-222', 'Soyuz T-223', 'Soyuz T-224', 'Soyuz T-225', 'Soyuz T-226', 'Soyuz T-227', 'Soyuz T-228', 'Soyuz T-229', 'Soyuz T-230', 'Soyuz T-231', 'Soyuz T-232', 'Soyuz T-233', 'Soyuz T-234', 'Soyuz T-235', 'Soyuz T-236', 'Soyuz T-237', 'Soyuz T-238', 'Soyuz T-239', 'Soyuz T-240', 'Soyuz T-241', 'Soyuz T-242', 'Soyuz T-243', 'Soyuz T-244', 'Soyuz T-245', 'Soyuz T-246', 'Soyuz T-247', 'Soyuz T-248', 'Soyuz T-249', 'Soyuz T-250', 'Soyuz T-251', 'Soyuz T-252', 'Soyuz T-253', 'Soyuz T-254', 'Soyuz T-255', 'Soyuz T-256', 'Soyuz T-257', 'Soyuz T-258', 'Soyuz T-259', 'Soyuz T-260', 'Soyuz T-261', 'Soyuz T-262', 'Soyuz T-263', 'Soyuz T-264', 'Soyuz T-265', 'Soyuz T-266', 'Soyuz T-267', 'Soyuz T-268', 'Soyuz T-269', 'Soyuz T-270', 'Soyuz T-271', 'Soyuz T-272', 'Soyuz T-273', 'Soyuz T-274', 'Soyuz T-275', 'Soyuz T-276', 'Soyuz T-277', 'Soyuz T-278', 'Soyuz T-279', 'Soyuz T-280', 'Soyuz T-281', 'Soyuz T-282', 'Soyuz T-283', 'Soyuz T-284', 'Soyuz T-285', 'Soyuz T-286', 'Soyuz T-287', 'Soyuz T-288', 'Soyuz T-289', 'Soyuz T-290', 'Soyuz T-291', 'Soyuz T-292', 'Soyuz T-293', 'Soyuz T-294', 'Soyuz T-295', 'Soyuz T-296', 'Soyuz T-297', 'Soyuz T-298', 'Soyuz T-299', 'Soyuz T-300', 'Soyuz T-301', 'Soyuz T-302', 'Soyuz T-303', 'Soyuz T-304', 'Soyuz T-305', 'Soyuz T-306', 'Soyuz T-307', 'Soyuz T-308', 'Soyuz T-309', 'Soyuz T-310', 'Soyuz T-311', 'Soyuz T-312', 'Soyuz T-313', 'Soyuz T-314', 'Soyuz T-315', 'Soyuz T-316', 'Soyuz T-317', 'Soyuz T-318', 'Soyuz T-319', 'Soyuz T-320', 'Soyuz T-321', 'Soyuz T-322', 'Soyuz T-323', 'Soyuz T-324', 'Soyuz T-325', 'Soyuz T-326', 'Soyuz T-327', 'Soyuz T-328', 'Soyuz T-329', 'Soyuz T-330', 'Soyuz T-331', 'Soyuz T-332', 'Soyuz T-333', 'Soyuz T-334', 'Soyuz T-335', 'Soyuz T-336', 'Soyuz T-337', 'Soyuz T-338', 'Soyuz T-339', 'Soyuz T-340', 'Soyuz T-341', 'Soyuz T-342', 'Soyuz T-343', 'Soyuz T-344', 'Soyuz T-345', 'Soyuz T-346', 'Soyuz T-347', 'Soyuz T-348', 'Soyuz T-349', 'Soyuz T-350', 'Soyuz T-351', 'Soyuz T-352', 'Soyuz T-353', 'Soyuz T-354', 'Soyuz T-355', 'Soyuz T-356', 'Soyuz T-357', 'Soyuz T-358', 'Soyuz T-359', 'Soyuz T-360', 'Soyuz T-361', 'Soyuz T-362', 'Soyuz T-363', 'Soyuz T-364', 'Soyuz T-365', 'Soyuz T-366', 'Soyuz T-367', 'Soyuz T-368', 'Soyuz T-369', 'Soyuz T-370', 'Soyuz T-371', 'Soyuz T-372', 'Soyuz T-373', 'Soyuz T-374', 'Soyuz T-375', 'Soyuz T-376', 'Soyuz T-377', 'Soyuz T-378', 'Soyuz T-379', 'Soyuz T-380', 'Soyuz T-381', 'Soyuz T-382', 'Soyuz T-383', 'Soyuz T-384', 'Soyuz T-385', 'Soyuz T-386', 'Soyuz T-387', 'Soyuz T-388', 'Soyuz T-389', 'Soyuz T-390', 'Soyuz T-391', 'Soyuz T-392', 'Soyuz T-393', 'Soyuz T-394', 'Soyuz T-395', 'Soyuz T-396', 'Soyuz T-397', 'Soyuz T-398', 'Soyuz T-399', 'Soyuz T-400', 'Soyuz T-401', 'Soyuz T-402', 'Soyuz T-403', 'Soyuz T-404', 'Soyuz T-405', 'Soyuz T-406', 'Soyuz T-407', 'Soyuz T-408', 'Soyuz T-409', 'Soyuz T-410', 'Soyuz T-411', 'Soyuz T-412', 'Soyuz T-413', 'Soyuz T-414', 'Soyuz T-415', 'Soyuz T-416', 'Soyuz T-417', 'Soyuz T-418', 'Soyuz T-419', 'Soyuz T-420', 'Soyuz T-421', 'Soyuz T-422', 'Soyuz T-423', 'Soyuz T-424', 'Soyuz T-425', 'Soyuz T-426', 'Soyuz T-427', 'Soyuz T-428', 'Soyuz T-429', 'Soyuz T-430', 'Soyuz T-431', 'Soyuz T-432', 'Soyuz T-433', 'Soyuz T-434', 'Soyuz T-435', 'Soyuz T-436', 'Soyuz T-437', 'Soyuz T-438', 'Soyuz T-439', 'Soyuz T-440', 'Soyuz T-441', 'Soyuz T-442', 'Soyuz T-443', 'Soyuz T-444', 'Soyuz T-445', 'Soyuz T-446', 'Soyuz T-447', 'Soyuz T-448', 'Soyuz T-449', 'Soyuz T-450', 'Soyuz T-451', 'Soyuz T-452', 'Soyuz T-453', 'Soyuz T-454', 'Soyuz T-455', 'Soyuz T-456', 'Soyuz T-457', 'Soyuz T-458', 'Soyuz T-459', 'Soyuz T-460', 'Soyuz T-461', 'Soyuz T-462', 'Soyuz T-463', 'Soyuz T-464', 'Soyuz T-465', 'Soyuz T-466', 'Soyuz T-467', 'Soyuz T-468', 'Soyuz T-469', 'Soyuz T-470', 'Soyuz T-471', 'Soyuz T-472', 'Soyuz T-473', 'Soyuz T-474', 'Soyuz T-475', 'Soyuz T-476', 'Soyuz T-477', 'Soyuz T-478', 'Soyuz T-479', 'Soyuz T-480', 'Soyuz T-481', 'Soyuz T-482', 'Soyuz T-483', 'Soyuz T-484', 'Soyuz T-485', 'Soyuz T-486', 'Soyuz T-487', 'Soyuz T-488', 'Soyuz T-489', 'Soyuz T-490', 'Soyuz T-491', 'Soyuz T-492', 'Soyuz T-493', 'Soyuz T-494', 'Soyuz T-495', 'Soyuz T-496', 'Soyuz T-497', 'Soyuz T-498', 'Soyuz T-499', 'Soyuz T-500']
no_usparql_2517	Which U.S. states are in the same timezone as Utah?	Which U.S. states share the same timezone as Utah?	Which U.S. states are in the same timezone as Utah and share a border with Utah?	Which U.S. states are in the same timezone as Utah but do not share a border with Utah?		['Arizona', 'Colorado', 'Idaho', 'Montana', 'Nevada', 'New Mexico', 'Oregon', 'South Dakota', 'Texas', 'Wyoming']	['Arizona', 'Colorado', 'Idaho', 'Montana', 'Nevada', 'New Mexico', 'Oregon', 'South Dakota', 'Texas', 'Washington', 'Wyoming']		['Idaho', 'Colorado']	['Idaho', 'Nevada', 'Arizona', 'Colorado']
no_usparql_2524	Which states border Illinois?	What states share a border with Illinois?	Which states in the Great Lakes region border Illinois?	Which states not in the Great Lakes region border Illinois?		['Iowa', 'Wisconsin', 'Indiana', 'Kentucky', 'Missouri', 'Iowa', 'Wisconsin']	['Iowa', 'Wisconsin', 'Michigan', 'Indiana', 'Kentucky', 'Tennessee', 'Missouri', 'Arkansas']		['Missouri', 'Kentucky', 'Tennessee']	['Indiana', 'Wisconsin', 'Iowa', 'Missouri']
no_usparql_2528	Give all Olympic swimmers that were born in Moscow.	List all Olympic swimmers whose place of birth is Moscow.	Give all swimmers that were born in Moscow and have won at least one medal in Olympic.	Give all swimmers that were born in Moscow and attened Olympic but have never won a medal.		['Yevgeny Sadovyi', 'Alexander Popov', 'Dmitry Komornikov']	['Yevgeny Sadovyi', 'Alexander Popov', 'Dmitry Komornikov']			
no_usparql_2531	Which US presidents were born in 1945?	Who are the US presidents born in the year 1945?	Which US presidents were born in 1945 and were elected before the year 2000?	Which US presidents were born in 1945 and were elected president or after the year 2000?		['Bill Clinton']	['George W. Bush']			
no_usparql_2534	Show a list of soccer clubs that play in the Bundesliga.	Provide a list of soccer teams that compete in the Bundesliga.	Show a list of soccer clubs that play in the Bundesliga and have won it in the past.	Show a list of soccer clubs that play in the Bundesliga and have never won it.		['Bayern Munich', 'Borussia Dortmund', 'RB Leipzig', 'Bayer Leverkusen', 'VfL Wolfsburg', 'Eintracht Frankfurt', 'VfB Stuttgart', 'Union Berlin', 'FC Freiburg', 'FC Augsburg', 'Verein für Bewegungsspiele 1899 Hoffenheim', '1. FC Köln', 'Mainz 05', 'Verein für Leibesübungen 1899 Hansa Rostock', 'Arminia Bielefeld']	['Bayern Munich', 'Borussia Dortmund', 'RB Leipzig', 'Bayer Leverkusen', 'VfL Wolfsburg', 'Eintracht Frankfurt', 'VfB Stuttgart', 'Union Berlin', 'FC Freiburg', 'FC Augsburg', 'Mainz 05', 'FC Schalke 04', 'Borussia Mönchengladbach', 'Hoffenheim', 'Verein für Bewegungsspiele 1899 Hoffenheim', 'Arminia Bielefeld', 'SpVgg Greuther Fürth', 'Verein für Leibesübungen 1899 Hoffenheim', 'Darmstadt 98', 'FC St. Pauli']		['Union Berlin', 'VfL Bochum', 'FC Augsburg', 'VfB Stuttgart', 'Mainz 05', 'FC Koln', 'Hertha BSC', 'FC Schalke 04', 'Bayer Leverkusen', 'Borussia Mönchengladbach', 'RB Leipzig', 'VfL Wolfsburg', 'FC St. Pauli']	['Bayern Munich', 'Borussia Dortmund']
no_usparql_2543	Which rivers flow into lakes located in Germany?	Which rivers flow into German lakes?	Which rivers flow into natural lakes located in Germany?	Which rivers flow into artificial lakes located in Germany?		['Elbe', 'Danube', 'Main']	['River Elbe', 'River Weser', 'River Rhine']		['Elbe River', 'Rhine River']	['Elbe', 'Oder']
no_usparql_2545	Give me all inhabited islands that belong to Japan.	List all the inhabited islands that are part of Japan.	Give me all inhabited islands with more than 100000 population that belong to Japan.	Give me all inhabited islands with no more than 1000000 population that belong to Japan.		['Honshu', 'Hokkaido', 'Kyushu', 'Shikoku', 'Okinawa Islands']	['Honshu', 'Hokkaido', 'Kyushu', 'Shikoku', 'Okinawa Island', 'Amami Island', 'Sado Island', 'Tsushima Island', 'Ishigaki Island', 'Miyako Island', 'Okinoerabu Island', 'Yoron Island', 'Tanegashima', 'Yakushima', 'Kagoshima Island', 'Nagasaki Island', 'Sakata Island', 'Hachijo Island', 'Ogasawara Islands', 'Aogashima', 'Hachijojima', 'Miyako Islands', 'Yaeyama Islands', 'Daito Islands', 'Oki Islands', 'Sakishima Islands', 'Kume Island', 'Iriomote Island', 'Yonaguni Island', 'Tokunoshima', 'Kikai Island', 'Amami Oshima', 'Tanegashima', 'Yaku Island', 'Koshikijima Islands', 'Nakanoshima', 'Mikurajima', 'Tashirojima', 'Ainoshima', 'Hateruma Island', 'Iriomote Island', 'Kume Island', 'Yonaguni Island', 'Okinawa Island']		['Honshu', 'Hokkaido', 'Kyushu', 'Shikoku', 'Okinawa Island', 'Sado Island', 'Amami Island', 'Tanegashima', 'Yakushima', 'Tsushima Island']	['Honshu', 'Kyushu']
no_usparql_2550	Give me all soccer clubs in the Premier League.	List every soccer club that plays in the Premier League.	Give me all soccer clubs in the Premier League with their stadium in London.	Give me all soccer clubs in the Premier League with their stadium outside London.		['Arsenal Football Club', 'Aston Villa Football Club', 'Bournemouth Football Club', 'Brentford Football Club', 'Brighton & Hove Albion Football Club', 'Chelsea Football Club', 'Crystal Palace Football Club', 'Everton Football Club', 'Fulham Football Club', 'Leeds United Football Club', 'Leicester City Football Club', 'Liverpool Football Club', 'Manchester City Football Club', 'Manchester United Football Club', 'Newcastle United Football Club', 'Nottingham Forest Football Club', 'Southampton Football Club', 'Tottenham Hotspur Football Club', 'West Ham United Football Club', 'Wolverhampton Wanderers Football Club']	['Arsenal Football Club', 'Aston Villa Football Club', 'Bournemouth Football Club', 'Brentford Football Club', 'Brighton and Hove Albion Football Club', 'Chelsea Football Club', 'Crystal Palace Football Club', 'Everton Football Club', 'Fulham Football Club', 'Leeds United Football Club', 'Leicester City Football Club', 'Liverpool Football Club', 'Manchester City Football Club', 'Manchester United Football Club', 'Newcastle United Football Club', 'Nottingham Forest Football Club', 'Southampton Football Club', 'Tottenham Hotspur Football Club', 'West Ham United Football Club', 'Wolverhampton Wanderers Football Club']		['Manchester United Football Club', 'Manchester City Football Club', 'Newcastle United Football Club', 'Aston Villa Football Club', 'Bournemouth Football Club', 'Brighton & Hove Albion Football Club', 'Southampton Football Club', 'West Ham United Football Club']	['Arsenal Football Club - Emirates Stadium', 'Chelsea Football Club - Stamford Bridge', 'Tottenham Hotspur Football Club - Tottenham Hotspur Stadium']
no_usparql_2556	Which movies star both Liz Taylor and Richard Burton?	In which films do both Liz Taylor and Richard Burton appear?	Which movies star both Liz Taylor and Richard Burton and were released before 1970?	Which movies star both Liz Taylor and Richard Burton and were released on or after 1970?		['Cleopatra', 'Who’s Afraid of Virginia Woolf?']	"['Cleopatra', ""Who's Afraid of Virginia Woolf?"", 'The Taming of the Shrew', 'The V.I.P.s', 'The Sandpiper']"		['The Taming of the Shrew']	['Cleopatra']
no_usparql_2571	Which music albums contain the song Last Christmas?	On which music albums can the song Last Christmas be found?	Which music albums contain the song Last Christmas as an original track?	Which music albums contain the song Last Christmas as a cover track?	1	"['Music from the Edge of Heaven', ""Now That's What I Call Christmas!""]"	['Make Christmas Special', 'Music for Christmas', 'Now Winter Wonderland', 'The Best of Wham!']		['Last Christmas by Wham! (original song, covered by various artists)', 'Last Christmas by Ariana Grande', 'Last Christmas by Carly Rae Jepsen', 'Last Christmas by Jimmy Eat World', 'Last Christmas by Taylor Swift', 'Last Christmas by Cascada', 'Last Christmas by Glee Cast', 'Last Christmas by Hilary Duff', 'Last Christmas by The Killers', 'Last Christmas by The Darkness']	"['Nothing Like the Sun by Sting', ""Now That's What I Call Christmas! by Various Artists""]"
no_usparql_2577	Give me all Swedish holidays (including public, regional, and unofficial holidays).	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden?	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden in March?	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden in months other than March?		"[""New Year's Day"", 'Epiphany', 'Good Friday', 'Easter Sunday', 'Easter Monday', 'Walpurgis Night', ""International Workers' Day"", 'Ascension Day', 'Whit Monday', 'National Day of Sweden', 'Midsummer Day', ""All Saints' Day"", 'Christmas Day', 'Boxing Day', 'Maundy Thursday', 'Swedish Flag Day', ""Saint Lucy's Day""]"	"[""New Year's Day"", 'Epiphany', 'Good Friday', 'Easter Sunday', 'Easter Monday', ""International Workers' Day"", 'Ascension Day', 'Whit Monday', 'National Day of Sweden', 'Midsummer Day', ""All Saints' Day"", 'Christmas Day', 'Boxing Day']"		"[""New Year's Day"", 'Epiphany', 'Good Friday', 'Easter Sunday', 'Easter Monday', 'Walpurgis Night', 'Labour Day', 'Ascension Day', 'Pentecost', 'Midsummer Day', ""All Saints' Day"", 'Christmas Day', 'Boxing Day']"	"[""International Women's Day"", ""Mother's Day"", ""Saint Patrick's Day""]"
no_usparql_2579	List all the musicals with music by Leonard Bernstein.	Which musicals feature music composed by Leonard Bernstein?	List all the musicals with music by Leonard Bernstein that premiered before 1970.	List all the musicals with music by Leonard Bernstein that premiered on or after 1970.		['West Side Story', 'Candide', 'On the Town', 'Wonderful Town', 'Peter Pan']	['West Side Story', 'Candide', 'On the Town', 'Wonderful Town']		['1600 Pennsylvania Avenue', 'Mass']	['On the Town', 'Wonderful Town', 'Candide']
no_usparql_2582	Which writers studied in Istanbul?	Which writers were educated in Istanbul?	Which writers studied at Istanbul University?	Which writers studied in Istanbul but never in Istanbul University?		['Orhan Pamuk', 'Elif Shafak']	['Orhan Pamuk', 'Elif Shafak']		['Orhan Pamuk', 'Elif Shafak']	['Orhan Pamuk', 'Elif Shafak']
no_usparql_2583	Give me all Australian metalcore bands.	Can you provide a list of all metalcore bands from Australia?	Give me all Australian metalcore bands formed before 2010.	Give me all Australian metalcore bands formed on or after 2010.		['Parkway Drive', 'Northlane', 'Architects', 'In Hearts Wake', 'Make Them Suffer', 'The Amity Affliction', 'Thy Art Is Murder', 'Caliban', 'Buried in Verona']	['Parkway Drive', 'Northlane', 'Make Them Suffer', 'In Hearts Wake', 'The Amity Affliction', 'Caliban', 'Thy Art Is Murder', 'Buried in Verona', 'Deez Nuts', 'Saviour']		['Make Them Suffer', 'Northlane', 'In Hearts Wake', 'Ocean Grove', 'Thornhill']	['Parkway Drive', 'Northlane', 'The Amity Affliction']
no_usparql_2585	List all recognized types of eating disorders.	List all standard types of eating disorders.	List all recognized types of eating disorders that involve binge eating.	List all recognized types of eating disorders that do not involve binge eating.		['Anorexia Nervosa', 'Bulimia Nervosa', 'Binge-Eating Disorder', 'Avoidant/Restrictive Food Intake Disorder', 'Pica', 'Rumination Disorder', 'Other Specified Feeding or Eating Disorder', 'Unspecified Feeding or Eating Disorder']	['Anorexia Nervosa', 'Bulimia Nervosa', 'Binge-Eating Disorder', 'Avoidant/Restrictive Food Intake Disorder']		['Anorexia Nervosa', 'Avoidant/Restrictive Food Intake Disorder']	['Binge Eating Disorder']
no_usparql_2590	Which U.S. states are entirely or partially in the Mountain Time Zone?	Which U.S. states are in the Mountain Time Zone either in whole or in part?	Which U.S. states are entirely in the Mountain Time Zone?	Which U.S. states are only partially in the Mountain Time Zone?		['Arizona', 'Colorado', 'Idaho', 'Montana', 'Nevada', 'New Mexico', 'Utah', 'Wyoming']	['Arizona', 'Colorado', 'Idaho', 'Montana', 'Nevada', 'New Mexico', 'Utah', 'Wyoming']		['Arizona', 'Idaho', 'Kansas', 'Nebraska', 'North Dakota', 'South Dakota', 'Texas', 'Oregon']	['Arizona', 'Colorado', 'Idaho', 'Montana', 'New Mexico', 'Utah', 'Wyoming']
no_usparql_2591	Give me all children's books written by Danielle Steel.	Can you provide a list of every children's book authored by Danielle Steel?	Give me all children's books written by Danielle Steel that were published before the year 1995.	Give me all children's books written by Danielle Steel that were published on or after the year 1995.						
no_usparql_2595	Which programming languages have been influenced by Perl?	What programming languages were influenced by Perl?	Which programming languages influenced by Perl are primarily scripting languages?	Which programming languages influenced by Perl are not primarily script languages?		['Python', 'Ruby', 'PHP', 'JavaScript', 'Perl 6']	['Python', 'Ruby', 'PHP', 'JavaScript']			['Python', 'Ruby', 'Perl 6']
