usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_1188	In what colleges did Albert Einstein teach professionally?	At which colleges did Albert Einstein work as a teacher?	At which colleges did Albert Einstein hold a permanent teaching position?	At which colleges did Albert Einstein teach as a temporary teaching position?		['Swiss Federal Polytechnic School', 'University of Zurich', 'Charles-Ferdinand University in Prague', 'Swiss Federal Institute of Technology in Zurich', 'University of Berlin', 'Institute for Advanced Study in Princeton']	['Swiss Federal Polytechnic School', 'University of Zurich', 'Charles-Ferdinand University in Prague', 'Swiss Federal Institute of Technology in Zurich', 'University of Berlin', 'California Institute of Technology', 'Institute for Advanced Study in Princeton']		['University of Bern', 'Charles-Ferdinand University in Prague', 'University of Zurich', 'University of Leiden']	['Swiss Federal Polytechnic School', 'Charles-Ferdinand University', 'German University in Prague', 'University of Zurich', 'University of Bern', 'University of Leiden', 'Humboldt University of Berlin', 'Institute for Advanced Study']
no_usparql_1206	What TV shows did Shawnee Smith appear in?	In which TV shows did Shawnee Smith appear?	In what TV shows did Shawnee Smith appear in only one episode?	In what TV shows did Shawnee Smith appear in multiple episodes?		['Becker', 'Anger Management', 'The Stand', 'The Tom Show', 'Murder, She Wrote', 'Cagney and Lacey', 'The X-Files', 'Law and Order Special Victims Unit', 'The Secret Life of the American Teenager', 'Grace Under Fire', 'The Bernie Mac Show', 'Fairly Legal', 'Criminal Minds', 'Hawaii Five-0', 'Scream Queens']	['Becker', 'Anger Management', 'The Stand', 'The Tom Show', 'Murder, She Wrote', 'Cagney and Lacey', 'The X-Files', 'Law and Order Special Victims Unit', 'The Secret Life of the American Teenager', 'Grace Under Fire', 'The Blob', 'The Shining Miniseries', 'The Grudge', 'Saw The Series']		['Becker', 'Anger Management', 'The Stand', 'The Secret Life of the American Teenager', 'Saw: The Series']	['Murder, She Wrote', 'The X-Files', 'Cagney and Lacey', 'Becker', 'The Stand', 'The Tom Show', 'Players', 'The Ray Bradbury Theater', 'The Secret Life of the American Teenager', 'Law and Order Special Victims Unit', 'Anger Management', 'The Bernie Mac Show', 'The Almost Perfect Bank Robbery', 'The Torkelsons', 'The Shining', 'The Trouble with Normal', 'The Stand', 'The Tom Show', 'Players', 'The Ray Bradbury Theater', 'The Secret Life of the American Teenager', 'Law and Order Special Victims Unit', 'Anger Management', 'The Bernie Mac Show', 'The Almost Perfect Bank Robbery', 'The Torkelsons', 'The Shining', 'The Trouble with Normal']
no_usparql_1252	What countries share a land or maritime border with Spain?	Which countries share a land or maritime border with Spain?	What countries share a land or martiime border with Spain, but not both?	What countries share both a land and maritime border with Spain?		['France', 'Portugal', 'Andorra', 'Morocco', 'United Kingdom']	['France', 'Portugal', 'Andorra', 'Morocco', 'United Kingdom']		['France', 'Portugal', 'Morocco']	['Portugal', 'Morocco', 'Andorra']
no_usparql_1275	Which television shows are shot in New York?	Which TV shows are filmed in New York?	What TV shows are shot in New York and are comedies?	What TV shows are shot in New York and are not comedies?		['Friends', 'Seinfeld', 'Law and Order', 'Gossip Girl', 'Sex and the City', '30 Rock', 'The Marvelous Mrs. Maisel', 'Blue Bloods', 'The Good Wife', 'Saturday Night Live', 'Madam Secretary', 'Power', 'Billions', 'Elementary', 'Unbreakable Kimmy Schmidt', 'Broad City', 'The Tonight Show Starring Jimmy Fallon']	['Friends', 'Seinfeld', 'Law and Order', 'Gossip Girl', 'Sex and the City', '30 Rock', 'The Marvelous Mrs. Maisel', 'Blue Bloods', 'The Good Wife', 'Broad City', 'Power', 'Younger', 'Unbreakable Kimmy Schmidt', 'Madam Secretary', 'Elementary']		['Law and Order', 'Law and Order Special Victims Unit', 'Law and Order Criminal Intent', 'Blue Bloods', 'The Blacklist', 'Person of Interest', 'Gossip Girl', 'Madam Secretary', 'The Good Wife', 'Elementary', 'Power', 'Billions', 'Manifest', 'The Sinner']	['30 Rock', 'Unbreakable Kimmy Schmidt', 'Broad City', 'The Marvelous Mrs. Maisel', 'Friends', 'Seinfeld', 'How I Met Your Mother', 'Difficult People', 'The Jim Gaffigan Show', 'Girls']
no_usparql_1294	What movies did Tupac star in?	In which movies did Tupac act?	In what movies did Tupac give a musical performance?	In what movies did Tupac star but did not give a musical performance?		"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related', 'Nothing but Trouble']"	"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related', 'Nothing but Trouble']"		"['Juice', 'Poetic Justice', 'Above the Rim', 'Bullet', ""Gridlock'd"", 'Gang Related']"	"['Juice', 'Poetic Justice', 'Above the Rim', ""Gridlock'd"", 'Gang Related']"
no_usparql_1309	Who has played Lex Luthor?	Which actors have portrayed Lex Luthor?	Who has played Lex Luthor in live-action adaptations?	Who has played Lex Luthor but never in live-action adaptations?		['Gene Hackman', 'Kevin Spacey', 'Michael Rosenbaum', 'Jesse Eisenberg', 'John Shea', 'Clancy Brown', 'Lyle Talbot', 'Scott James Wells', 'Sherman Howard', 'Titus Welliver', 'Giancarlo Esposito']	['Gene Hackman', 'Kevin Spacey', 'Michael Rosenbaum', 'Jesse Eisenberg', 'John Shea', 'Clancy Brown', 'Lyle Talbot', 'Sherman Howard', 'Scott James Wells', 'Michael Cudlitz', 'Titus Welliver', 'Giancarlo Esposito']		['Clancy Brown', 'John Shea', 'James Marsters', 'Anthony LaPaglia', 'Kevin Spacey', 'Giancarlo Esposito', 'Rainn Wilson', 'Mark Rolston', 'Fred Tatasciore', 'Jason Isaacs', 'Chris Noth', 'Powers Boothe', 'Dwight Schultz']	['Lyle Talbot', 'Gene Hackman', 'Scott James Wells', 'Sherman Howard', 'John Shea', 'Michael Rosenbaum', 'Kevin Spacey', 'Jesse Eisenberg', 'Jon Cryer', 'Titus Welliver']
no_usparql_1429	What were the names of Henry VIII's confirmed children?	Can you list the names of the confirmed children of Henry VIII?	What were the names of Henry VIII's confirmed legitimate children?	What were the names of Henry VIII's confirmed illegitimate children?		['Mary Tudor', 'Elizabeth Tudor', 'Edward Tudor']	['Mary Tudor', 'Elizabeth Tudor', 'Edward Tudor']		['Henry FitzRoy']	['Mary Tudor', 'Elizabeth Tudor', 'Edward Tudor']
no_usparql_1501	Which countries have territories in Oceania?	Which countries are located in Oceania in whole or in part?	Which countries are entirely contained in Oceania?	Which countries are only partially (not fully) contained in Oceania?		['Australia', 'New Zealand', 'France', 'United States of America', 'United Kingdom', 'Chile']	['Australia', 'Fiji', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Zealand', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Tuvalu', 'Vanuatu', 'East Timor', 'Indonesia', 'United States of America', 'France', 'United Kingdom']		['Indonesia', 'Papua New Guinea', 'Australia', 'United States of America', 'Chile', 'France', 'United Kingdom']	['Australia', 'Fiji', 'Kiribati', 'Marshall Islands', 'Micronesia', 'Nauru', 'New Zealand', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Tuvalu', 'Vanuatu']
no_usparql_1511	What states does the Sierra Nevada run through in the United States?	Which states does the Sierra Nevada run through in the United States?	Which states with a Democratic governor does the Sierra Nevada run through in the United States?	Which states without a Democratic governor does the Sierra Nevada run through in the United States?		['California', 'Nevada']	['California', 'Nevada']		['Nevada']	['California', 'Nevada']
no_usparql_1540	Who has Stephen Ireland played for?	For which teams has Stephen Ireland played?	Which teams has Stephen Ireland played for in the English Premier League?	Which teams has Stephen Ireland played for outside the English Premier League?		['Manchester City Football Club', 'Aston Villa Football Club', 'Newcastle United Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club', 'Shamrock Rovers Football Club']	['Manchester City Football Club', 'Aston Villa Football Club', 'Newcastle United Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club']		['Stoke City', 'Bolton Wanderers']	['Manchester City Football Club', 'Aston Villa Football Club', 'Stoke City Football Club']
no_usparql_1542	Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?	Who are the celebrities Brody Jenner has dated, either confirmed or rumored?	Which celebrities has Brody Jenner confirmed to have dated?	Which celebrities has Brody Jenner been rumored but not confirmed to have dated?		['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter', 'Josie Canseco', 'Bryana Holly', 'Nicole Richie', 'Cora Skinner', 'Haylie Duff']	['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter', 'Josie Canseco', 'Bryana Holly', 'Nicole Richie', 'Cora Skinner', 'Lindsay Lohan', 'Paris Hilton']		['Avril Lavigne', 'Lauren Conrad', 'Haylie Duff', 'Nicole Richie', 'Paris Hilton', 'Kristin Cavallari', 'Lindsay Lohan', 'Ashley Benson']	['Lauren Conrad', 'Kristin Cavallari', 'Avril Lavigne', 'Jayde Nicole', 'Kaitlynn Carter']
no_usparql_1554	What countries are members of NAFTA?	Which countries are in NAFTA?	What countries are members of NAFTA and in Latin America?	What countries are members of NAFTA but not in Latin America?		['United States of America', 'Canada', 'Mexico']	['United States of America', 'Canada', 'Mexico']		['Canada', 'United States of America']	['Mexico']
no_usparql_1562	What books did Louis Sachar write?	Which books has Louis Sachar write?	Which books did Louis Sachar write that were adapted into movies?	Which books did Louis Sachar write that were not adapted into movies?		"['Holes', 'Small Steps', 'Sideways Stories from Wayside School', 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Magic Crystal?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: A Flying Birthday Cake?', ""There's a Boy in the Girls' Bathroom"", ""Dogs Don't Tell Jokes"", 'Someday Angeline', 'The Boy Who Lost His Face', ""Johnny's in the Basement"", 'Sixth Grade Secrets', 'The Cardturner', 'Fuzzy Mud']"	"['Holes', 'Small Steps', 'Sideways Stories from Wayside School', 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Flying Birthday Cake?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: A Magic Crystal?', ""There's a Boy in the Girls' Bathroom"", ""Dogs Don't Tell Jokes"", 'Someday Angeline', 'The Boy Who Lost His Face', ""Johnny's in the Basement"", 'The Cardturner', 'Fuzzy Mud']"		"['Sideways Stories from Wayside School', 'Wayside School is Falling Down', 'Wayside School Gets a Little Stranger', 'Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Why Pick on Me?', 'Marvin Redpost: Is He a Girl?', ""Marvin Redpost: Alone in His Teacher's House"", 'Marvin Redpost: Class President', 'Marvin Redpost: A Magic Crystal?', 'Marvin Redpost: Super Fast, Out of Control!', 'Marvin Redpost: Flying Birthday Cake?', ""Dogs Don't Tell Jokes"", 'Someday Angeline', ""There's a Boy in the Girls' Bathroom"", 'The Cardturner', 'Fuzzy Mud']"	"['Holes', ""There's a Boy in the Girls' Bathroom""]"
no_usparql_1566	What states share a border with Tennessee?	Which states does Tennessee border?	What states share a border with Tennessee but not with Illinois?	What states share a border with Tennessee and Illinois?		['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']	['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']		['Kentucky', 'Missouri']	['Mississippi', 'Alabama', 'Georgia', 'North Carolina', 'Virginia']
no_usparql_1649	What educational institutions did Sir Isaac Newton attend?	Which educational institutions did Sir Isaac Newton attend?	What tertiary-level educational institutions did Sir Isaac Newton attend?	What primary and secondary-level educational institutions did Sir Isaac Newton attend?		"[""The King's School, Grantham"", 'Trinity College, University of Cambridge']"	"[""The King's School, Grantham"", 'Trinity College, University of Cambridge']"		"[""The King's School, Grantham"", 'Trinity College, University of Cambridge']"	['Trinity College, University of Cambridge']
no_usparql_1651	What books are written by Suzanne Collins?	Which books has Suzanne Collins authored?	"What books are written by Suzanne Collins that belong to the ""Hunger Games"" series?"	"What books are written by Suzanne Collins are not part of the ""Hunger Games"" series?"		['The Hunger Games', 'Catching Fire', 'Mockingjay', 'The Ballad of Songbirds and Snakes', 'Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle: Memories from the Home Front', 'When Charlie McButton Lost Power']	['The Hunger Games', 'Catching Fire', 'Mockingjay', 'The Ballad of Songbirds and Snakes', 'Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle']		['Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw', 'Year of the Jungle', 'When Charlie McButton Lost Power']	['The Hunger Games', 'Catching Fire', 'Mockingjay', 'The Ballad of Songbirds and Snakes']
no_usparql_1744	Who were King Henry VII's children?	Who were the children of King Henry VII?	Which children of King Henry VII survived to adulthood?	Which children of King Henry VII died in childhood?		['Arthur Tudor', 'Margaret Tudor', 'Henry Tudor', 'Mary Tudor', 'Edmund Tudor', 'Elizabeth Tudor', 'Katherine Tudor']	['Arthur Tudor', 'Margaret Tudor', 'Henry Tudor', 'Mary Tudor', 'Elizabeth Tudor', 'Edmund Tudor', 'Katherine Tudor']		['Elizabeth Tudor', 'Edmund Tudor']	['Margaret Tudor', 'Henry VIII', 'Mary Tudor']
no_usparql_1923	Who were Demeter's siblings?	Who were the brothers and sisters of Demeter?	Who were the brothers of Demeter?	Who were the sisters of Demeter?		['Hestia', 'Hera', 'Zeus', 'Poseidon', 'Hades']	['Hestia', 'Hera', 'Zeus', 'Poseidon', 'Hades']		['Hestia', 'Hera']	['Zeus', 'Poseidon', 'Hades']
no_usparql_1947	Who are the U.S. senators of Pennsylvania?	Which individuals serve as U.S. senators representing Pennsylvania?	Who are the Democratic U.S. senators of Pennsylvania?	Who are the Republican U.S. senators of Pennsylvania?		['John Fetterman', 'Bob Casey Jr.']	['John Fetterman', 'Robert Casey Junior']			['John Fetterman', 'Bob Casey Jr.']
no_usparql_1979	Who has been a coach for the Carolina Panthers?	Who has coached the Carolina Panthers?	Who has been the head coach of the Carolina Panthers?	Who has been an assistant coach but never head coach of the Carolina Panthers?		['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Perry Fewell', 'Matt Rhule', 'Steve Wilks', 'Frank Reich', 'Chris Tabor']	['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Perry Fewell', 'Matt Rhule', 'Steve Wilks', 'Frank Reich', 'Chris Tabor']		['Steve Wilks', 'Al Holcomb', 'Jim Skipper', 'Richard Rodgers', 'Curtis Fuller', 'Sam Mills', 'Ricky Proehl', 'Pete Hoener', 'John Matsko', 'Ray Brown', 'Eric Washington', 'Jeff Imamura', 'Ken Dorsey', 'Scott Turner', 'Thomas McGaughey', 'Chase Blackburn', 'Evan Marcus', 'Joe Kenn']	['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Perry Fewell', 'Matt Rhule', 'Steve Wilks', 'Frank Reich', 'Chris Tabor']
no_usparql_2105	Which countries constitute the European Union?	Which countries make up the European Union?	Which countries are original members of the European Union and are still members?	Which countries are members of the European Union but are not original members?		['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Republic of Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Republic of Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']		['Austria', 'Sweden', 'Finland', 'Cyprus', 'Czech Republic', 'Estonia', 'Hungary', 'Latvia', 'Lithuania', 'Malta', 'Poland', 'Slovakia', 'Slovenia', 'Bulgaria', 'Romania', 'Croatia']	['Belgium', 'France', 'Germany', 'Italy', 'Luxembourg', 'Netherlands']
no_usparql_2164	What are the Catholic holy days of obligation and other holy days?	Which days are considered holy in the Catholic Church?	What are the Catholic holy days of obligation?	What are the Catholic holy days that are not days of obligation?		"['Solemnity of Mary, Mother of God', 'Epiphany of the Lord', 'Ascension of the Lord', 'Solemnity of the Body and Blood of Christ', 'Solemnity of Saints Peter and Paul', 'Assumption of the Blessed Virgin Mary', ""All Saints' Day"", 'Immaculate Conception of the Blessed Virgin Mary', 'Christmas Day, the Nativity of the Lord']"	"['Sunday', 'Christmas Day', 'Solemnity of Mary, Mother of God', 'Epiphany', 'Ascension', 'Assumption of the Blessed Virgin Mary', ""All Saints' Day"", 'Immaculate Conception', 'Easter Sunday', 'Pentecost', 'Corpus Christi']"		['Ash Wednesday', 'Holy Thursday', 'Good Friday', 'Holy Saturday']	['Solemnity of Mary, Mother of God', 'Solemnity of the Ascension', 'Solemnity of the Assumption of the Blessed Virgin Mary', 'Solemnity of All Saints', 'Solemnity of the Immaculate Conception', 'Solemnity of the Nativity of Our Lord Jesus Christ', 'Solemnity of the Epiphany', 'Solemnity of the Body and Blood of Christ']
no_usparql_2247	Through which countries of the Sahel does the Niger River flow?	Which Sahel countries does the Niger River pass through?	Though which country of the Sahel does the Niger River flow and have its mouth?	Though which country of the Sahel does the Niger River flow but does not have its mouth?		['Guinea', 'Mali', 'Niger', 'Nigeria']	['Guinea', 'Mali', 'Niger', 'Nigeria']		['Mali', 'Niger']	['Mali', 'Niger', 'Nigeria']
no_usparql_2258	Who has been a coach of the St. Louis Cardinals?	Can you name the coaches, past and present, of the St. Louis Cardinals?	Who are the current St. Louis Cardinals coaches?	Who are the former St. Louis Cardinals coaches?		['Red Schoendienst', 'Tony La Russa', 'Whitey Herzog', 'Joe Torre', 'Mike Matheny', 'Oliver Marmol', 'Ken Boyer', 'Johnny Keane', 'Eddie Dyer', 'Billy Southworth', 'Branch Rickey', 'Gabby Street', 'Rogers Hornsby', 'Jack Hendricks', 'Charlie Comiskey']	['Charles Comiskey', 'Roger Bresnahan', 'Branch Rickey', 'Billy Southworth', 'Eddie Dyer', 'Marty Marion', 'Eddie Stanky', 'Solly Hemus', 'Johnny Keane', 'Red Schoendienst', 'Whitey Herzog', 'Joe Torre', 'Tony La Russa', 'Mike Matheny', 'Mike Shildt', 'Oliver Marmol']		['Red Schoendienst', 'Tony La Russa', 'Joe Torre', 'Whitey Herzog', 'Ken Boyer', 'Hal Lanier', 'Vern Rapp', 'Jack Krol', 'George Kissell', 'Dave Duncan', 'Jose Oquendo', 'Mike Shildt', 'Mark McGwire', 'Derrick May', 'Chris Maloney', 'Blaise Ilsley', 'John Mabry', 'Bill Mueller', 'David Bell', 'Ron Warner', 'Willie McGee', 'Mike Maddux', 'Jeff Albert', 'Oliver Marmol']	['Oliver Marmol', 'Joe McEwing', 'Turner Ward', 'Stubby Clapp', 'Willie McGee', 'Dusty Blake', 'Julio Rangel', 'Packy Elkins', 'Daniel Descalso']
no_usparql_2304	Which educational institutions has Anders Celsius attend?	What educational institutions did Anders Celsius attend?	Which universities did Anders Celsius attend?	Which educational institutions did Anders Celsius attend before university?		['Uppsala University']	['Uppsala University']			['Uppsala University']
no_usparql_2351	Who are Ariel's sisters?	Can you list Ariel's sisters?	"Which of Ariel's sisters appear in ""The Little Mermaid II: Return to the Sea""?"	"Which of Ariel's sisters no not appear in ""The Little Mermaid II: Return to the Sea""?"		['Aquata', 'Andrina', 'Arista', 'Attina', 'Adella', 'Alana']	['Attina', 'Alana', 'Adella', 'Aquata', 'Arista', 'Andrina']		['Aquata', 'Andrina', 'Attina', 'Adella', 'Alana', 'Arista']	['Aquata', 'Andrina', 'Arista', 'Attina', 'Adella', 'Alana']
no_usparql_2352	Which characters does Seth MacFarlane voice on Family Guy?	Which characters are voiced by Seth MacFarlane on Family Guy?	Which human characters does Seth MacFarlane voice on Family Guy?	Which non-human characters does Seth MacFarlane voice on Family Guy?		['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman', 'Seamus Levine']	['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman', 'Seamus Levine']		"['Brian Griffin', 'Stewie Griffin', ""Glenn Quagmire's cat James"", 'Various animals and creatures in cutaway gags']"	['Peter Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman']
no_usparql_2422	What are the names of Michael Jackson's kids?	Who are the children of Michael Jackson?	Which children did Michael Jackson have with Debbie Rowe?	Which children did Michael Jackson have with someone other than Debbie Rowe?		['Michael Joseph Jackson Junior', 'Paris-Michael Katherine Jackson', 'Prince Michael Jackson the Second']	['Michael Joseph Jackson Junior', 'Paris-Michael Katherine Jackson', 'Prince Michael Jackson the Second']		['Prince Michael Jackson the Second']	['Michael Joseph Jackson Junior', 'Paris-Michael Katherine Jackson']
no_usparql_2429	What degrees does Romney have?	Which degrees has Romney earned?	What undergraduate degrees does Romney have?	What graduate degrees does Romney have?		['Bachelor of Arts in English', 'Juris Doctor', 'Master of Business Administration']	['Bachelor of Arts', 'Juris Doctor', 'Master of Business Administration']		['Juris Doctor', 'Master of Business Administration']	['Bachelor of Arts in English']
no_usparql_2455	Give me all cities in New Jersey with more than 100000 inhabitants.	Which cities in New Jersey have a population exceeding 100,000?	Give me all cities in New Jersey with more than 100000 inhabitants and an international airport.	Give me all cities in New Jersey with more than 100000 inhabitants without an international airport.	1	['Newark', 'Jersey City', 'Paterson', 'Elizabeth']	['Newark', 'Jersey City', 'Paterson', 'Elizabeth']		['Jersey City', 'Paterson', 'Elizabeth', 'Lakewood']	['Newark', 'Jersey City']
no_usparql_2488	Which actors born in France have won an Oscar?	Who are the actors that have France as their birthplace and have won an Oscar?	Which actors were born in France before 1970 have won an Oscar?	Which actors were born in France on or after 1970 and have won an Oscar?		['Claudette Colbert', 'Juliette Binoche', 'Marion Cotillard', 'Simone Signoret']	['Juliette Binoche', 'Marion Cotillard', 'Claudette Colbert', 'Simone Signoret']		['Marion Cotillard', 'Jean Dujardin']	['Simone Signoret', 'Juliette Binoche']
no_usparql_2494	Which historical wargames are published by GMT Games?	Provide a list of all historical wargames published by GMT Games.	Which historical wargames published by GMT Games focus on World War II?	Which historical wargames published by GMT Games do not focus on World War II?		"['Twilight Struggle', 'Paths of Glory', 'Here I Stand', 'Empire of the Sun', ""Washington's War"", 'Hannibal and Hamilcar', 'The U.S. Civil War', 'For the People', 'Combat Commander: Europe', 'Combat Commander: Pacific', 'Unconditional Surrender! World War Two in Europe', 'The Napoleonic Wars', 'SPQR', 'The Dark Valley', 'Fire in the Lake', 'Liberty or Death: The American Insurrection', 'Pendragon: The Fall of Roman Britain', 'Pericles: The Peloponnesian Wars', 'Colonial Twilight: The French-Algerian War', 'Red Winter: The Soviet Attack at Tolvajärvi, Finland 1939']"	"['Twilight Struggle', 'Paths of Glory', 'Here I Stand', 'Empire of the Sun', 'The U.S. Civil War', ""Washington's War"", 'For the People', 'Hannibal: Rome versus Carthage', 'Unconditional Surrender! World War Two in Europe', 'The Napoleonic Wars', 'Combat Commander: Europe', 'Combat Commander: Mediterranean', 'Combat Commander: Pacific', 'SPQR', 'The Dark Valley', 'The Dark Sands', 'The Last Hundred Yards', 'Next War: Poland', 'Next War: Korea', 'Next War: India-Pakistan', 'Next War: Vietnam', 'Fire in the Lake', 'Liberty or Death: The American Insurrection', 'Pendragon: The Fall of Roman Britain', 'Colonial Twilight: The French-Algerian War', 'Andean Abyss', 'Cuba Libre', 'A Distant Plain', 'Red Winter', 'No Retreat! The Russian Front', 'No Retreat! The North African Front', 'No Retreat! The French and Polish Fronts', 'No Retreat! The Italian Front', 'The Battle for Normandy', 'The US Civil War', 'Cataclysm: A Second World War', 'Illusions of Glory', 'Triumph and Tragedy', 'Barbarossa: Army Group Center', 'Barbarossa: Army Group South', 'Barbarossa: Army Group North', 'Pursuit of Glory', 'The Hunters: German U-Boats at War', 'Silent Victory: U.S. Submarines in the Pacific', 'Fields of Fire', 'Fields of Fire: Volume Two', 'The Greatest Day: Sword, Juno, and Gold Beaches', 'Atlantic Chase', 'Red Storm: The Air War Over Central Germany, 1987', 'Space Empires: 4X', 'Space Empires: Close Encounters', 'Space Empires: Replicators', 'Space Empires: All Good Things', 'Conquest of Paradise', 'FAB: The Bulge', 'FAB: Sicily', 'FAB: Golan']"		"['Twilight Struggle', 'Paths of Glory', 'Here I Stand', ""Washington's War"", 'Empire of the Sun', 'The Napoleonic Wars', 'Hannibal: Rome versus Carthage', 'For the People', 'Liberty or Death: The American Insurrection', 'Pericles: The Peloponnesian Wars', 'Pendragon: The Fall of Roman Britain', 'Cuba Libre', 'Fire in the Lake', 'Colonial Twilight', 'Andean Abyss', 'Comancheria', 'Nevsky: Teutons and Rus in Collision', 'Red Flag Over Paris', 'People Power: Insurgency in the Philippines', 'The U.S. Civil War']"	"['Paths of Glory', 'Combat Commander: Europe', 'Combat Commander: Mediterranean', 'Combat Commander: Pacific', 'Unconditional Surrender', 'No Retreat: The Russian Front', 'No Retreat: The North African Front', 'No Retreat: The French and Polish Fronts', 'The Dark Valley', 'The Dark Sands', ""Holland '44"", ""Normandy '44"", ""Ardennes '44"", ""Stalingrad '42"", ""Ukraine '43"", 'Triumph and Tragedy', 'Cataclysm: A Second World War', 'Empire of the Sun', 'Pacific War', 'FAB: The Bulge', 'FAB: Sicily', 'PQ-17 Arctic Naval Operations', 'Silent Victory', 'Nightfighter', 'Fields of Fire (Volume 2: The Second World War)']"
