Q_ID,dataset,llm,R(1-2),R(1-3),R(1-4),R(3-4),R(1-34)
65,synthetic,gpt-5-nano,Equivalence,Disjoint,Contains,Disjoint,Equivalence
66,synthetic,gpt-5-nano,Equivalence,Unknown,Contains,Unknown,ContainedBy
67,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
68,synthetic,gpt-5-nano,Contains,Contains,Contains,Disjoint,Contains
69,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
70,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Equivalence,ContainedBy
71,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
72,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
73,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
74,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
75,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
76,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
77,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
78,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
79,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
80,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
81,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
82,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
83,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
84,synthetic,gpt-5-nano,Contains,Contains,Contains,Disjoint,Equivalence
85,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
86,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
87,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
88,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
89,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
90,synthetic,gpt-5-nano,Equivalence,Contains,Unknown,Disjoint,Equivalence
91,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
92,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
93,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
94,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Overlap
95,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
96,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
97,synthetic,gpt-5-nano,Equivalence,Disjoint,Contains,Disjoint,Equivalence
98,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
99,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
100,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
101,synthetic,gpt-5-nano,Equivalence,Contains,Overlap,Disjoint,Equivalence
102,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
103,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,ContainedBy,Equivalence
104,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,ContainedBy,ContainedBy
106,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
107,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
108,synthetic,gpt-5-nano,Equivalence,Equivalence,Equivalence,Equivalence,Equivalence
109,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
110,synthetic,gpt-5-nano,Equivalence,Unknown,Unknown,Unknown,Unknown
111,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Contains
112,synthetic,gpt-5-nano,Equivalence,Unknown,Contains,Disjoint,Equivalence
113,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
114,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
115,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
116,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
117,synthetic,gpt-5-nano,Contains,Contains,Contains,Disjoint,Equivalence
118,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
119,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
120,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,ContainedBy
121,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
122,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Equivalence
123,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
124,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
125,synthetic,gpt-5-nano,Equivalence,Unknown,Equivalence,Disjoint,Equivalence
126,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
127,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
128,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Contains,Equivalence
129,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
130,synthetic,gpt-5-nano,Disjoint,Contains,Contains,Disjoint,Equivalence
131,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
132,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
133,synthetic,gpt-5-nano,Equivalence,Equivalence,Contains,Disjoint,Contains
134,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
135,synthetic,gpt-5-nano,Equivalence,Contains,Equivalence,Disjoint,Equivalence
136,synthetic,gpt-5-nano,Equivalence,Equivalence,"Equivalence
Contains
Contains",Disjoint,Contains
137,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
138,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
139,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
140,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
141,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
142,synthetic,gpt-5-nano,Equivalence,Disjoint,Contains,Unknown,Equivalence
143,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
144,synthetic,gpt-5-nano,ContainedBy,ContainedBy,Disjoint,Disjoint,ContainedBy
145,synthetic,gpt-5-nano,Equivalence,Contains,Unknown,Unknown,ContainedBy
146,synthetic,gpt-5-nano,ContainedBy,Contains,Contains,Disjoint,Equivalence
147,synthetic,gpt-5-nano,Equivalence,Equivalence,"Equivalence
Contains
Contains",Unknown,Equivalence
148,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Contains,Equivalence
149,synthetic,gpt-5-nano,Equivalence,Disjoint,Contains,Disjoint,Equivalence
105,synthetic,gpt-5-nano,Equivalence,Contains,Contains,Disjoint,Equivalence
0,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
1,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
2,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
3,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
4,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
5,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
6,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
7,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Equivalence
8,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
9,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
10,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
11,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
12,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
13,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
14,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
15,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Equivalence,Equivalence,Unknown
16,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
17,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
18,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
19,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
20,synthetic,gemini-2.0-flash,Disjoint,Equivalence,Disjoint,Disjoint,Unknown
21,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
22,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
23,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
24,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
25,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
26,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
27,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
28,synthetic,gemini-2.0-flash,Disjoint,Disjoint,Disjoint,Disjoint,Unknown
29,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
30,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
31,synthetic,gemini-2.0-flash,Disjoint,Contains,Overlap,Disjoint,Equivalence
32,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
33,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
34,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
35,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
36,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
37,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
38,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
39,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
40,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Overlap
41,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
42,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
43,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
44,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
45,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
46,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
47,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
48,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
49,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
50,synthetic,gemini-2.0-flash,Overlap,Contains,Overlap,Disjoint,Equivalence
51,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
52,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
53,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
54,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
55,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
56,synthetic,gemini-2.0-flash,Disjoint,Contains,Overlap,Overlap,Equivalence
57,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
58,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
59,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
60,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
61,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
62,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
63,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
64,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
65,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
66,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
67,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
68,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Overlap,Equivalence
69,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
70,synthetic,gemini-2.0-flash,Equivalence,Overlap,Contains,Equivalence,Equivalence
71,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
72,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
73,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
74,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
75,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
76,synthetic,gemini-2.0-flash,Disjoint,ContainedBy,Overlap,Disjoint,Equivalence
77,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
78,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
79,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
80,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
81,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Disjoint
82,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
83,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
84,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
85,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
86,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
87,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
88,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
89,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
90,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
91,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
92,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
93,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
94,synthetic,gemini-2.0-flash,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
95,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
96,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
97,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
98,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
99,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Disjoint,Disjoint,Disjoint
100,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
101,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
102,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
103,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Overlap,Overlap
104,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Overlap,Overlap
105,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Overlap
106,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
107,synthetic,gemini-2.0-flash,ContainedBy,Overlap,Disjoint,Disjoint,Equivalence
108,synthetic,gemini-2.0-flash,Equivalence,Equivalence,Contains,Disjoint,Disjoint
109,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
110,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
111,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
112,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
113,synthetic,gemini-2.0-flash,Equivalence,Contains,ContainedBy,Overlap,Disjoint
114,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
115,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
116,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
117,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
118,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
119,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
120,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
121,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
122,synthetic,gemini-2.0-flash,Equivalence,Contains,Disjoint,Disjoint,Equivalence
123,synthetic,gemini-2.0-flash,Equivalence,Equivalence,Contains,Disjoint,Disjoint
124,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
125,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
126,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
127,synthetic,gemini-2.0-flash,Equivalence,Contains,ContainedBy,Disjoint,Disjoint
128,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
129,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
130,synthetic,gemini-2.0-flash,Disjoint,Contains,Equivalence,Disjoint,Equivalence
131,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
132,synthetic,gemini-2.0-flash,Contains,Contains,Overlap,Disjoint,Equivalence
133,synthetic,gemini-2.0-flash,Overlap,ContainedBy,Overlap,Disjoint,Overlap
134,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
135,synthetic,gemini-2.0-flash,Equivalence,Disjoint,Equivalence,Disjoint,Equivalence
136,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
137,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
138,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
139,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
140,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
141,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
142,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
143,synthetic,gemini-2.0-flash,Equivalence,ContainedBy,Overlap,Disjoint,Overlap
144,synthetic,gemini-2.0-flash,Contains,Equivalence,Disjoint,Disjoint,Disjoint
145,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Overlap,Overlap
146,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
147,synthetic,gemini-2.0-flash,Equivalence,Contains,Contains,Disjoint,Disjoint
148,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
149,synthetic,gemini-2.0-flash,Equivalence,Contains,Overlap,Disjoint,Equivalence
0,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
1,synthetic,gemini-2.5-flash,ContainedBy,Contains,Contains,Disjoint,Equivalence
2,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
3,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
4,synthetic,gemini-2.5-flash,Equivalence,Contains,,Disjoint,
5,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
6,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
7,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
8,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
9,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
10,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
11,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
12,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
13,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
14,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
15,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
16,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
17,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
18,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
19,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
20,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
21,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
22,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
23,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
24,synthetic,gemini-2.5-flash,Overlap,Contains,Contains,Disjoint,Equivalence
25,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
26,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
27,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
28,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
29,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
30,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
31,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
32,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
33,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
34,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
35,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
36,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
37,synthetic,gemini-2.5-flash,Equivalence,Equivalence,Contains,Disjoint,Equivalence
38,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
39,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
40,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
41,synthetic,gemini-2.5-flash,Unknown,Unknown,Contains,Disjoint,Equivalence
42,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
43,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
44,synthetic,gemini-2.5-flash,Contains,Contains,Contains,Disjoint,Equivalence
45,synthetic,gemini-2.5-flash,Equivalence,Contains,Equivalence,Disjoint,Equivalence
46,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
47,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Contains
48,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
49,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
50,synthetic,gemini-2.5-flash,ContainedBy,Contains,Contains,Disjoint,Equivalence
51,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
52,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
53,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
54,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
55,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
56,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
57,synthetic,gemini-2.5-flash,ContainedBy,Overlap,Contains,Disjoint,Equivalence
58,synthetic,gemini-2.5-flash,Equivalence,Equivalence,Contains,Disjoint,Equivalence
59,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
60,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
61,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
62,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
63,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
64,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
65,synthetic,gemini-2.5-flash,Contains,Contains,Contains,Disjoint,Equivalence
66,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Overlap,Equivalence
67,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
68,synthetic,gemini-2.5-flash,Contains,Contains,Contains,Disjoint,Equivalence
69,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
70,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Equivalence,Disjoint
71,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
72,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
73,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
74,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
75,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
76,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
77,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
78,synthetic,gemini-2.5-flash,Equivalence,Contains,Contains,Disjoint,Equivalence
