action,dataset,predicate,llm,deepseek-chat,deepseek-r1:1.5b,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,gpt-oss:20b,grok-3-mini,llama3.1:8b,o3,llama3.3:70b
classification,spinach,?A1>A3,gpt-oss:20b,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,grok-3-mini,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,llama3.1:8b,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
classification,spinach,?A1>A3,o3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945,0.8544,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1>A4,deepseek-chat,1.0,0.0,0.0,0.9165,0.9941,0.9755,0.1431,0.9713,0.3318,0.0,0.9991,0.9968,0.0001,0.0007,0.0,0.1148,0.0,0.1431,
classification,spinach,?A1>A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1>A4,deepseek-r1:70b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994,1.0,
classification,spinach,?A1>A4,deepseek-reasoner,0.1796,0.0,0.0,1.0,0.8062,0.8555,0.0133,0.7095,0.0577,0.0,0.9805,0.9102,0.0,0.0,0.0,0.0113,0.0,0.0133,
classification,spinach,?A1>A4,gemini-2.0-flash,0.0327,0.0,0.0,0.3872,1.0,0.623,0.0022,0.5,0.0154,0.0,0.9375,0.8125,0.0,0.0,0.0,0.0022,0.0,0.0036,
classification,spinach,?A1>A4,gemini-2.5-flash,0.0717,0.0,0.0,0.3633,0.623,1.0,0.0036,0.5,0.0207,0.0,0.9375,0.7461,0.0,0.0,0.0,0.0033,0.0,0.0022,
classification,spinach,?A1>A4,gemini-2.5-pro,0.9331,0.0,0.0,0.9964,0.9996,0.9993,1.0,0.9987,0.7878,0.0,1.0,1.0,0.0057,0.0138,0.0,0.5,0.0,0.5806,
classification,spinach,?A1>A4,gpt-4.1-2025-04-14,0.0898,0.0,0.0,0.5,0.7461,0.7461,0.0059,1.0,0.0318,0.0,0.9648,0.8555,0.0,0.0,0.0,0.0036,0.0,0.0059,
classification,spinach,?A1>A4,gpt-4.1-mini-2025-04-14,0.8083,0.0,0.0,0.9793,0.9962,0.9941,0.345,0.9904,1.0,0.0,0.9999,0.9999,0.001,0.0025,0.0,0.2786,0.0,0.3388,
classification,spinach,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9999,0.9778,1.0,0.0,1.0,
classification,spinach,?A1>A4,gpt-4o,0.0065,0.0,0.0,0.0898,0.2266,0.2266,0.0002,0.1445,0.0012,0.0,1.0,0.3438,0.0,0.0,0.0,0.0001,0.0,0.0002,
classification,spinach,?A1>A4,gpt-5,0.0193,0.0,0.0,0.2539,0.5,0.5,0.0001,0.3633,0.0017,0.0,0.8906,1.0,0.0,0.0,0.0,0.0001,0.0,0.0003,
classification,spinach,?A1>A4,gpt-5-mini,1.0,0.0,0.0,1.0,1.0,1.0,0.9977,1.0,0.9997,0.0018,1.0,1.0,1.0,0.705,0.1528,0.9945,0.0,0.9972,
classification,spinach,?A1>A4,gpt-5-nano,0.9998,0.0,0.0,1.0,1.0,1.0,0.9942,1.0,0.9992,0.0002,1.0,1.0,0.3939,1.0,0.0557,0.9931,0.0,0.9931,
classification,spinach,?A1>A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0382,1.0,1.0,0.9,0.9703,1.0,1.0,0.0,1.0,
classification,spinach,?A1>A4,grok-3-mini,0.9461,0.0,0.0,0.9967,0.9996,0.9992,0.6682,0.9993,0.8365,0.0,1.0,1.0,0.012,0.0168,0.0,1.0,0.0,0.6445,
classification,spinach,?A1>A4,llama3.1:8b,1.0,0.0,0.0124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A1>A4,o3,0.9331,0.0,0.0,0.9964,0.9993,0.9996,0.5806,0.9987,0.7976,0.0,1.0,1.0,0.0066,0.0158,0.0001,0.5,0.0,1.0,
classification,spinach,?A3∅A4,deepseek-chat,1.0,1.0,0.4503,0.0002,0.0877,1.0,1.0,1.0,0.8569,0.0,0.0,0.345,0.0607,0.0,0.9995,1.0,0.3974,1.0,
classification,spinach,?A3∅A4,deepseek-r1:1.5b,0.0,1.0,0.0,0.0,0.0,0.4159,0.6762,0.0261,0.0001,0.0,0.0,0.0,0.0,0.0,0.0551,0.2122,0.0,0.8684,
classification,spinach,?A3∅A4,deepseek-r1:70b,0.646,1.0,1.0,0.0252,0.2319,1.0,1.0,0.9987,0.8091,0.0,0.0,0.5,0.2048,0.0,0.9991,1.0,0.5,1.0,
classification,spinach,?A3∅A4,deepseek-reasoner,1.0,1.0,0.9857,1.0,0.954,1.0,1.0,1.0,1.0,0.0003,0.0001,0.9991,0.9635,0.0,1.0,1.0,0.9928,1.0,
classification,spinach,?A3∅A4,gemini-2.0-flash,0.9552,1.0,0.8358,0.0804,1.0,1.0,1.0,1.0,0.9862,0.0,0.0,0.849,0.5,0.0,1.0,1.0,0.8091,1.0,
classification,spinach,?A3∅A4,gemini-2.5-flash,0.0,0.7383,0.0,0.0,0.0,1.0,0.8867,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.2905,0.0,0.9616,
classification,spinach,?A3∅A4,gemini-2.5-pro,0.0,0.5,0.0,0.0,0.0,0.2744,1.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.073,0.0,0.8867,
classification,spinach,?A3∅A4,gpt-4.1-2025-04-14,0.0001,0.9904,0.0033,0.0,0.0,0.9963,0.9987,1.0,0.0033,0.0,0.0,0.0001,0.0,0.0,0.6494,0.9423,0.0027,0.9998,
classification,spinach,?A3∅A4,gpt-4.1-mini-2025-04-14,0.2617,1.0,0.2662,0.0001,0.0298,1.0,1.0,0.9992,1.0,0.0,0.0,0.1405,0.0168,0.0,0.997,1.0,0.2135,1.0,
classification,spinach,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.8728,1.0,1.0,0.0011,1.0,1.0,1.0,1.0,
classification,spinach,?A3∅A4,gpt-4o,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.181,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
classification,spinach,?A3∅A4,gpt-5,0.7878,1.0,0.5978,0.003,0.2307,1.0,1.0,1.0,0.9252,0.0,0.0,1.0,0.1148,0.0,0.9999,1.0,0.5497,1.0,
classification,spinach,?A3∅A4,gpt-5-mini,0.9712,1.0,0.8556,0.0717,0.6146,1.0,1.0,1.0,0.9931,0.0,0.0,0.9461,1.0,0.0,1.0,1.0,0.8395,1.0,
classification,spinach,?A3∅A4,gpt-5-nano,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A3∅A4,gpt-oss:20b,0.0017,0.9749,0.0023,0.0,0.0,0.968,0.9904,0.5,0.0083,0.0,0.0,0.0005,0.0,0.0,1.0,0.8675,0.0019,0.9996,
classification,spinach,?A3∅A4,grok-3-mini,0.0,0.8852,0.0001,0.0,0.0,0.8666,0.9807,0.1316,0.0001,0.0,0.0,0.0,0.0,0.0,0.2291,1.0,0.0001,0.9904,
classification,spinach,?A3∅A4,llama3.1:8b,0.6985,1.0,0.6043,0.015,0.2662,1.0,1.0,0.9989,0.8554,0.0,0.0,0.5497,0.2285,0.0,0.9993,1.0,1.0,1.0,
classification,spinach,?A3∅A4,o3,0.0,0.2517,0.0,0.0,0.0,0.1051,0.2744,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0318,0.0,1.0,
classification,spinach,?A4=A1|3,deepseek-chat,1.0,0.0,0.0,0.0144,0.1802,1.0,0.9997,0.9994,0.4357,0.0,0.0,0.7017,0.0,0.0,0.0026,0.9862,0.0,1.0,
classification,spinach,?A4=A1|3,deepseek-r1:1.5b,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9995,1.0,1.0,0.9961,1.0,
classification,spinach,?A4=A1|3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,spinach,?A4=A1|3,deepseek-reasoner,0.9943,0.0,0.0,1.0,0.8688,1.0,1.0,1.0,0.973,0.0,0.0001,0.9968,0.0033,0.0,0.1528,1.0,0.0,1.0,
classification,spinach,?A4=A1|3,gemini-2.0-flash,0.889,0.0,0.0,0.2005,1.0,1.0,1.0,0.9999,0.7995,0.0,0.0,0.9115,0.0004,0.0,0.032,0.9984,0.0,1.0,
classification,spinach,?A4=A1|3,gemini-2.5-flash,0.0,0.0,0.0,0.0,0.0,1.0,0.0378,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.1077,
classification,spinach,?A4=A1|3,gemini-2.5-pro,0.0008,0.0,0.0,0.0,0.0,0.9855,1.0,0.2983,0.0004,0.0,0.0,0.0011,0.0,0.0,0.0,0.0748,0.0,0.7017,
classification,spinach,?A4=A1|3,gpt-4.1-2025-04-14,0.002,0.0,0.0,0.0,0.0002,0.9981,0.8115,1.0,0.0003,0.0,0.0,0.0035,0.0,0.0,0.0,0.2612,0.0,0.8998,
classification,spinach,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.6864,0.0,0.0,0.0519,0.2879,1.0,0.9999,0.9999,1.0,0.0,0.0,0.7852,0.0,0.0,0.0038,0.992,0.0,1.0,
classification,spinach,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,1.0,1.0,0.9961,1.0,
classification,spinach,?A4=A1|3,gpt-4o,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7288,0.0,0.9741,1.0,0.0,1.0,
classification,spinach,?A4=A1|3,gpt-5,0.43,0.0,0.0,0.0083,0.1403,1.0,0.9997,0.9989,0.3179,0.0,0.0,1.0,0.0,0.0,0.0011,0.967,0.0,1.0,
classification,spinach,?A4=A1|3,gpt-5-mini,1.0,0.0,0.0,0.9987,0.9998,1.0,1.0,1.0,1.0,0.0,0.3804,1.0,1.0,0.0,0.935,1.0,0.0,1.0,
classification,spinach,?A4=A1|3,gpt-5-nano,1.0,0.0059,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.0059,1.0,1.0,1.0,1.0,1.0,1.0,0.2905,1.0,
classification,spinach,?A4=A1|3,gpt-oss:20b,0.9989,0.0,0.0,0.9,0.9822,1.0,1.0,1.0,0.9984,0.0,0.0462,0.9996,0.1037,0.0,1.0,1.0,0.0,1.0,
classification,spinach,?A4=A1|3,grok-3-mini,0.0298,0.0,0.0,0.0001,0.0039,0.9997,0.9646,0.8316,0.0178,0.0,0.0,0.0631,0.0,0.0,0.0,1.0,0.0,0.967,
classification,spinach,?A4=A1|3,llama3.1:8b,1.0,0.0352,0.0078,1.0,1.0,1.0,1.0,1.0,1.0,0.0352,1.0,1.0,1.0,0.8666,1.0,1.0,1.0,1.0,
classification,spinach,?A4=A1|3,o3,0.0001,0.0,0.0,0.0,0.0,0.9449,0.43,0.1808,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0631,0.0,1.0,
classification,synthetic,?A1=A2,deepseek-chat,1.0,0.0,0.0,0.0,0.0073,0.032,0.0,0.1662,0.0173,0.9408,0.8555,0.1316,0.0466,0.0,0.0,0.1662,0.0,0.3238,
classification,synthetic,?A1=A2,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A2,deepseek-r1:70b,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A2,deepseek-reasoner,1.0,0.0,0.0,1.0,0.9989,0.9997,0.8837,1.0,0.9995,1.0,1.0,1.0,0.9998,0.8856,0.1073,1.0,0.0,1.0,
classification,synthetic,?A1=A2,gemini-2.0-flash,0.998,0.0,0.0,0.0032,1.0,0.7709,0.0541,0.9622,0.7077,0.9999,0.9995,0.9186,0.8275,0.092,0.0,0.9506,0.0,0.9749,
classification,synthetic,?A1=A2,gemini-2.5-flash,0.9887,0.0,0.0,0.001,0.3555,1.0,0.0081,0.9054,0.5,0.9995,0.9987,0.8463,0.6358,0.0395,0.0,0.9165,0.0,0.9682,
classification,synthetic,?A1=A2,gemini-2.5-pro,1.0,0.0,0.0,0.1856,0.9734,0.9974,1.0,0.9998,0.9842,1.0,1.0,0.9996,0.9953,0.6081,0.0137,0.9999,0.0,1.0,
classification,synthetic,?A1=A2,gpt-4.1-2025-04-14,0.9283,0.0,0.0,0.0,0.0843,0.1917,0.0007,1.0,0.1635,0.9941,0.9824,0.5,0.2706,0.004,0.0,0.5982,0.0,0.7483,
classification,synthetic,?A1=A2,gpt-4.1-mini-2025-04-14,0.9947,0.0,0.0,0.0014,0.4278,0.655,0.033,0.9157,1.0,0.9997,0.9993,0.8675,0.7214,0.0442,0.0,0.9242,0.0,0.9506,
classification,synthetic,?A1=A2,gpt-4.1-nano-2025-04-14,0.1509,0.0,0.0,0.0,0.0005,0.002,0.0,0.0207,0.0012,1.0,0.2905,0.0133,0.0033,0.0,0.0,0.0207,0.0,0.0481,
classification,synthetic,?A1=A2,gpt-4o,0.3633,0.0,0.0,0.0,0.002,0.0059,0.0,0.0592,0.0036,0.8666,1.0,0.0384,0.0096,0.0,0.0,0.0327,0.0,0.1509,
classification,synthetic,?A1=A2,gpt-5,0.9423,0.0,0.0,0.0001,0.1481,0.2706,0.0015,0.6682,0.2291,0.9964,0.9894,1.0,0.3388,0.0038,0.0,0.6682,0.0,0.8491,
classification,synthetic,?A1=A2,gpt-5-mini,0.9827,0.0,0.0,0.0006,0.2858,0.5,0.0119,0.8463,0.4225,0.9992,0.9978,0.7976,1.0,0.0192,0.0,0.8365,0.0,0.9242,
classification,synthetic,?A1=A2,gpt-5-nano,1.0,0.0,0.0,0.1748,0.9481,0.98,0.5,0.9986,0.9782,1.0,1.0,0.9987,0.9917,1.0,0.0124,0.9994,0.0,0.9995,
classification,synthetic,?A1=A2,gpt-oss:20b,1.0,0.0,0.0,0.932,1.0,1.0,0.9933,1.0,1.0,1.0,1.0,1.0,1.0,0.9937,1.0,1.0,0.0,1.0,
classification,synthetic,?A1=A2,grok-3-mini,0.9283,0.0,0.0,0.0,0.1002,0.1796,0.0004,0.5982,0.1537,0.9941,0.9941,0.5,0.2786,0.002,0.0,1.0,0.0,0.7483,
classification,synthetic,?A1=A2,llama3.1:8b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A2,o3,0.8204,0.0,0.0,0.0,0.0551,0.0835,0.0002,0.4119,0.1002,0.9846,0.9408,0.3036,0.1537,0.0014,0.0,0.4119,0.0,1.0,
classification,synthetic,?A1=A3+A4,deepseek-chat,1.0,0.0,0.0,0.9962,0.9734,1.0,0.0267,0.9947,0.9977,0.0026,0.9987,0.9987,0.0006,0.0102,0.0,0.8945,0.0,0.9999,
classification,synthetic,?A1=A3+A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A3+A4,deepseek-r1:70b,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A3+A4,deepseek-reasoner,0.01,0.0,0.0,1.0,0.2983,0.9608,0.0,0.4253,0.5722,0.0,0.7077,0.7383,0.0,0.0,0.0,0.1002,0.0,0.8463,
classification,synthetic,?A1=A3+A4,gemini-2.0-flash,0.0541,0.0,0.0,0.8115,1.0,0.9927,0.0001,0.7142,0.8115,0.0,0.9157,0.9157,0.0,0.0,0.0,0.3089,0.0,0.9564,
classification,synthetic,?A1=A3+A4,gemini-2.5-flash,0.0001,0.0,0.0,0.0946,0.0216,1.0,0.0,0.0318,0.0835,0.0,0.2122,0.1662,0.0,0.0,0.0,0.0013,0.0,0.3238,
classification,synthetic,?A1=A3+A4,gemini-2.5-pro,0.9865,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2141,1.0,1.0,0.1073,0.354,0.0,0.9996,0.0,1.0,
classification,synthetic,?A1=A3+A4,gpt-4.1-2025-04-14,0.0147,0.0,0.0,0.7142,0.4253,0.9904,0.0,1.0,0.7383,0.0,0.8192,0.8684,0.0,0.0,0.0,0.1635,0.0,0.9519,
classification,synthetic,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.0068,0.0,0.0,0.5722,0.2983,0.9682,0.0,0.4159,1.0,0.0,0.7142,0.7383,0.0,0.0,0.0,0.0925,0.0,0.8569,
classification,synthetic,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.9989,0.0,0.0,1.0,1.0,1.0,0.8459,1.0,1.0,1.0,1.0,1.0,0.4076,0.7277,0.0048,0.9998,0.0,1.0,
classification,synthetic,?A1=A3+A4,gpt-4o,0.0038,0.0,0.0,0.4278,0.1635,0.8852,0.0,0.2923,0.4253,0.0,1.0,0.5747,0.0,0.0,0.0,0.0551,0.0,0.7294,
classification,synthetic,?A1=A3+A4,gpt-5,0.0038,0.0,0.0,0.4159,0.1635,0.9283,0.0,0.2517,0.4159,0.0,0.5747,1.0,0.0,0.0,0.0,0.0262,0.0,0.7597,
classification,synthetic,?A1=A3+A4,gpt-5-mini,0.9998,0.0,0.0,1.0,1.0,1.0,0.932,1.0,1.0,0.68,1.0,1.0,1.0,0.8358,0.0093,1.0,0.0,1.0,
classification,synthetic,?A1=A3+A4,gpt-5-nano,0.9951,0.0,0.0,1.0,1.0,1.0,0.7338,1.0,1.0,0.3582,1.0,1.0,0.2319,1.0,0.0006,1.0,0.0,1.0,
classification,synthetic,?A1=A3+A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976,1.0,1.0,0.9952,0.9997,1.0,1.0,0.0,1.0,
classification,synthetic,?A1=A3+A4,grok-3-mini,0.1744,0.0,0.0,0.9506,0.7975,0.9998,0.001,0.9157,0.9564,0.0004,0.9749,0.9915,0.0,0.0001,0.0,1.0,0.0,0.9953,
classification,synthetic,?A1=A3+A4,llama3.1:8b,1.0,0.0,0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1=A3+A4,o3,0.0004,0.0,0.0,0.2706,0.0925,0.8204,0.0,0.1189,0.2617,0.0,0.4194,0.4073,0.0,0.0,0.0,0.0145,0.0,1.0,
classification,synthetic,?A1>A3,deepseek-chat,1.0,1.0,1.0,0.8338,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,deepseek-r1:1.5b,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,deepseek-r1:70b,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,deepseek-reasoner,0.3145,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gemini-2.0-flash,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gemini-2.5-flash,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gemini-2.5-pro,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0019,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,0.0363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-4o,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-5,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-5-mini,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-5-nano,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,gpt-oss:20b,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,grok-3-mini,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,llama3.1:8b,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A3,o3,0.0001,1.0,1.0,0.0005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A4,deepseek-chat,1.0,0.0,0.0,0.9713,0.5982,0.9983,0.0121,0.9991,0.9991,0.0,0.9983,0.9983,0.0,0.0001,0.0001,0.8338,0.0,0.9991,
classification,synthetic,?A1>A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A4,deepseek-r1:70b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A4,deepseek-reasoner,0.0898,0.0,0.0,1.0,0.0898,0.9102,0.0002,0.9648,0.9648,0.0,0.9102,0.9102,0.0,0.0,0.0,0.2905,0.0,0.9648,
classification,synthetic,?A1>A4,gemini-2.0-flash,0.5982,0.0,0.0,0.9713,1.0,0.9983,0.0096,0.9991,0.9991,0.0,0.9963,0.9983,0.0,0.0,0.0001,0.8204,0.0,0.9991,
classification,synthetic,?A1>A4,gemini-2.5-flash,0.0112,0.0,0.0,0.2539,0.0112,1.0,0.0,0.8125,0.8125,0.0,0.6562,0.6875,0.0,0.0,0.0,0.073,0.0,0.8125,
classification,synthetic,?A1>A4,gemini-2.5-pro,0.9959,0.0,0.0,1.0,0.997,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,0.0023,0.046,0.0541,0.9993,0.0,1.0,
classification,synthetic,?A1>A4,gpt-4.1-2025-04-14,0.0065,0.0,0.0,0.1445,0.0065,0.5,0.0,1.0,0.6875,0.0,0.5,0.5,0.0,0.0,0.0,0.0195,0.0,0.75,
classification,synthetic,?A1>A4,gpt-4.1-mini-2025-04-14,0.0065,0.0,0.0,0.1445,0.0065,0.5,0.0,0.6875,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0327,0.0,0.6875,
classification,synthetic,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8927,0.9888,0.9969,1.0,0.0003,1.0,
classification,synthetic,?A1>A4,gpt-4o,0.0112,0.0,0.0,0.2539,0.0176,0.6562,0.0,0.8125,0.8125,0.0,1.0,0.6562,0.0,0.0,0.0,0.073,0.0,0.8125,
classification,synthetic,?A1>A4,gpt-5,0.0112,0.0,0.0,0.2539,0.0112,0.6875,0.0,0.875,0.8125,0.0,0.6562,1.0,0.0,0.0,0.0,0.0352,0.0,0.875,
classification,synthetic,?A1>A4,gpt-5-mini,1.0,0.0,0.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.1605,1.0,1.0,1.0,0.9,0.935,1.0,0.0,1.0,
classification,synthetic,?A1>A4,gpt-5-nano,1.0,0.0,0.0,1.0,1.0,1.0,0.9756,1.0,1.0,0.0207,1.0,1.0,0.1528,1.0,0.6583,1.0,0.0,1.0,
classification,synthetic,?A1>A4,gpt-oss:20b,1.0,0.0,0.0,1.0,1.0,1.0,0.9734,1.0,1.0,0.0067,1.0,1.0,0.1037,0.446,1.0,1.0,0.0,1.0,
classification,synthetic,?A1>A4,grok-3-mini,0.3145,0.0,0.0,0.8666,0.3238,0.9807,0.0026,0.998,0.9941,0.0,0.9807,0.9961,0.0,0.0,0.0,1.0,0.0,0.998,
classification,synthetic,?A1>A4,llama3.1:8b,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A1>A4,o3,0.0065,0.0,0.0,0.1445,0.0065,0.5,0.0,0.75,0.6875,0.0,0.5,0.5,0.0,0.0,0.0,0.0195,0.0,1.0,
classification,synthetic,?A3∅A4,deepseek-chat,1.0,0.1431,0.0,0.0384,0.0,0.9961,0.9539,0.8281,0.2539,0.0,0.0,0.0717,0.0033,0.0,0.1431,0.9102,0.0,0.998,
classification,synthetic,?A3∅A4,deepseek-r1:1.5b,0.9331,1.0,0.0,0.4194,0.0006,0.9993,0.9978,0.9793,0.8083,0.0,0.0,0.5,0.1147,0.0,0.5747,0.9904,0.0,0.9996,
