action,dataset,predicate,llm,llama3.1:8b,gpt-oss:20b,gpt-4.1-nano-2025-04-14,mistral-small:24b,llama3.1:70b,gemini-2.0-flash,gpt-4.1-mini-2025-04-14,gpt-4o,gpt-4.1-2025-04-14,grok-3-mini,deepseek-chat,gemini-2.5-flash,gpt-5-nano,deepseek-reasoner,gemini-2.5-pro,gpt-5-mini,o3,gpt-5
wikidata,LC-QuAD,?A1=A3+A4,gpt-5-nano,0.0,0.0,1.0,0.6482,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9123,0.0,0.0967
wikidata,LC-QuAD,?A1=A3+A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1=A3+A4,gemini-2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1=A3+A4,gpt-5-mini,0.0,0.0,1.0,0.295,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1553,1.0,1.0,1.0,0.0,0.012
wikidata,LC-QuAD,?A1=A3+A4,o3,0.0,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1=A3+A4,gpt-5,0.0,0.0,1.0,0.9402,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9443,1.0,1.0,0.9945,0.0,1.0
wikidata,LC-QuAD,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gpt-oss:20b,0.0,1.0,1.0,1.0,0.1102,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,1.0
wikidata,LC-QuAD,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,mistral-small:24b,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0092,1.0,1.0,0.7906,1.0,1.0,0.8942,0.0036,0.3974
wikidata,LC-QuAD,?A1>A3,llama3.1:70b,0.0,0.9332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gemini-2.0-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gpt-4o,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
wikidata,LC-QuAD,?A1>A3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,grok-3-mini,0.0,0.0004,1.0,0.9952,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,1.0,1.0,0.9998,0.3854,0.9937
wikidata,LC-QuAD,?A1>A3,deepseek-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gpt-5-nano,0.0,0.0,1.0,0.295,0.0,1.0,1.0,1.0,1.0,0.0008,1.0,1.0,1.0,1.0,1.0,0.72,0.0001,0.14
wikidata,LC-QuAD,?A1>A3,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gemini-2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A3,gpt-5-mini,0.0,0.0,1.0,0.1659,0.0,1.0,1.0,1.0,1.0,0.0005,1.0,1.0,0.3854,1.0,1.0,1.0,0.0,0.0719
wikidata,LC-QuAD,?A1>A3,o3,0.0,0.0009,1.0,0.9982,0.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987
wikidata,LC-QuAD,?A1>A3,gpt-5,0.0,0.0,1.0,0.6985,0.0,1.0,1.0,1.0,1.0,0.0124,1.0,1.0,0.9179,1.0,1.0,0.9605,0.0031,1.0
wikidata,LC-QuAD,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-oss:20b,0.0,1.0,1.0,1.0,0.0182,1.0,1.0,1.0,1.0,0.9196,1.0,1.0,1.0,1.0,1.0,1.0,0.9923,1.0
wikidata,LC-QuAD,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,mistral-small:24b,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9155,1.0,1.0,0.9853,0.0,0.926
wikidata,LC-QuAD,?A1>A4,llama3.1:70b,0.0,0.9912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gemini-2.0-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-4o,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
wikidata,LC-QuAD,?A1>A4,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,grok-3-mini,0.0,0.1312,1.0,1.0,0.0002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8785,1.0
wikidata,LC-QuAD,?A1>A4,deepseek-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-5-nano,0.0,0.0,1.0,0.1358,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8595,0.0,0.6123
wikidata,LC-QuAD,?A1>A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gemini-2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-5-mini,0.0,0.0,1.0,0.0297,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2366,1.0,1.0,1.0,0.0,0.3327
wikidata,LC-QuAD,?A1>A4,o3,0.0,0.0164,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A1>A4,gpt-5,0.0,0.0,1.0,0.1185,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.7646,0.0,1.0
wikidata,LC-QuAD,?A3∅A4,llama3.1:8b,1.0,0.9973,1.0,0.0,0.2916,1.0,1.0,0.0,1.0,0.9968,1.0,1.0,0.0006,1.0,1.0,0.0,1.0,0.4495
wikidata,LC-QuAD,?A3∅A4,gpt-oss:20b,0.0063,1.0,1.0,0.0,0.0005,1.0,1.0,0.0,1.0,0.57,1.0,1.0,0.0,1.0,1.0,0.0,0.9987,0.001
wikidata,LC-QuAD,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,llama3.1:70b,0.7949,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9998,1.0,1.0,0.008,1.0,1.0,0.0003,1.0,0.7248
wikidata,LC-QuAD,?A3∅A4,gemini-2.0-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gpt-4o,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,grok-3-mini,0.0072,0.57,1.0,0.0,0.0005,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9988,0.001
wikidata,LC-QuAD,?A3∅A4,deepseek-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gpt-5-nano,0.9997,1.0,1.0,0.0001,0.9956,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0551,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gemini-2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,gpt-5-mini,1.0,1.0,1.0,0.0023,0.9999,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9749,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A3∅A4,o3,0.0,0.0053,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0047,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
wikidata,LC-QuAD,?A3∅A4,gpt-5,0.6482,0.9997,1.0,0.0,0.3601,1.0,1.0,0.0,1.0,0.9997,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-oss:20b,0.0312,1.0,1.0,0.1094,0.1094,1.0,1.0,0.0312,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9963,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,mistral-small:24b,0.5,0.9844,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,llama3.1:70b,0.5,0.9844,1.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gemini-2.0-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-4o,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-4.1-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,grok-3-mini,0.0,0.0002,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0592,1.0,1.0,0.0287,0.9564,0.9616
wikidata,LC-QuAD,?A4=A1|3,deepseek-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-5-nano,0.0,0.0065,1.0,0.0001,0.0003,1.0,1.0,0.0,1.0,0.9824,1.0,1.0,1.0,1.0,1.0,0.5,0.9988,0.9993
wikidata,LC-QuAD,?A4=A1|3,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gemini-2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,LC-QuAD,?A4=A1|3,gpt-5-mini,0.0001,0.0176,1.0,0.0005,0.0001,1.0,1.0,0.0001,1.0,0.9935,1.0,1.0,0.6964,1.0,1.0,1.0,0.9995,0.9999
wikidata,LC-QuAD,?A4=A1|3,o3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0925,1.0,1.0,0.0041,1.0,1.0,0.002,1.0,0.4119
wikidata,LC-QuAD,?A4=A1|3,gpt-5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1051,1.0,1.0,0.0036,1.0,1.0,0.0007,0.7483,1.0
wikidata,overall,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-oss:20b,0.0,1.0,0.9912,1.0,0.0,0.999,0.0163,1.0,1.0,0.9994,1.0,0.9964,1.0,1.0,0.9489,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-4.1-nano-2025-04-14,0.0,0.0107,1.0,1.0,0.0,0.7271,0.0001,1.0,1.0,0.6572,0.9731,0.6012,1.0,1.0,0.288,1.0,1.0,1.0
wikidata,overall,?A1=A2,mistral-small:24b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9645,1.0,0.0,0.9941,0.0,0.7395
wikidata,overall,?A1=A2,llama3.1:70b,0.0,1.0,1.0,1.0,1.0,1.0,0.9918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gemini-2.0-flash,0.0,0.0013,0.3023,1.0,0.0,1.0,0.0,1.0,1.0,0.4111,0.9292,0.3792,1.0,1.0,0.1236,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-4.1-mini-2025-04-14,0.0,0.9866,1.0,1.0,0.0102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-4.1-2025-04-14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0126,1.0
wikidata,overall,?A1=A2,grok-3-mini,0.0,0.0008,0.3702,1.0,0.0,0.6177,0.0,1.0,1.0,1.0,0.97,0.4549,1.0,1.0,0.1434,1.0,1.0,1.0
wikidata,overall,?A1=A2,deepseek-chat,0.0,0.0,0.0325,1.0,0.0,0.0836,0.0,1.0,1.0,0.0355,1.0,0.0411,1.0,1.0,0.0053,1.0,0.9998,1.0
wikidata,overall,?A1=A2,gemini-2.5-flash,0.0,0.0044,0.4321,1.0,0.0,0.6537,0.0,1.0,1.0,0.5748,0.9661,1.0,1.0,1.0,0.2143,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-5-nano,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7765,0.0,0.1252
wikidata,overall,?A1=A2,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gemini-2.5-pro,0.0,0.0594,0.7407,1.0,0.0,0.8936,0.0004,1.0,1.0,0.8731,0.9959,0.8105,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-5-mini,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2447,1.0,0.0,1.0,0.0,0.0284
wikidata,overall,?A1=A2,o3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9896,0.0,0.0003,0.0,1.0,1.0,0.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gpt-5,0.0,0.0,0.0,0.2829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8882,1.0,0.0,0.9758,0.0,1.0
wikidata,overall,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gpt-oss:20b,0.0,1.0,0.0,1.0,0.0,0.252,0.0,1.0,0.9995,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.0,1.0,1.0,1.0,0.8144,1.0,0.7653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,mistral-small:24b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7062,1.0,0.0,1.0,0.0,0.9998
wikidata,overall,?A1=A3+A4,llama3.1:70b,0.0,1.0,0.2217,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gemini-2.0-flash,0.0,0.7774,0.0,1.0,0.0,1.0,0.0,1.0,0.9998,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.0,1.0,0.2814,1.0,0.5491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A3+A4,gpt-4.1-2025-04-14,0.0,0.0007,0.0,1.0,0.0,0.0003,0.0,1.0,1.0,0.9738,0.6724,0.923,1.0,1.0,0.9999,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,grok-3-mini,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0318,1.0,0.0709,0.3676,1.0,1.0,0.9887,1.0,0.9978,1.0
wikidata,overall,?A1=A3+A4,deepseek-chat,0.0,0.0002,0.0,1.0,0.0,0.0001,0.0,1.0,0.3642,0.9398,1.0,0.8538,1.0,1.0,0.9994,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gemini-2.5-flash,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0922,0.6638,0.1705,1.0,1.0,1.0,0.9898,1.0,0.9979,1.0
wikidata,overall,?A1=A3+A4,gpt-5-nano,0.0,0.0,0.0,0.3148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.999
wikidata,overall,?A1=A3+A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gemini-2.5-pro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0002,0.014,0.0008,0.0131,1.0,1.0,1.0,1.0,0.6107,1.0
wikidata,overall,?A1=A3+A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0033
wikidata,overall,?A1=A3+A4,o3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0027,0.0001,0.0027,1.0,1.0,0.4204,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gpt-5,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0012,1.0,0.0,0.9973,0.0,1.0
wikidata,overall,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gpt-oss:20b,0.0,1.0,0.0158,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gpt-4.1-nano-2025-04-14,0.0,0.9867,1.0,1.0,0.0,1.0,0.0332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,mistral-small:24b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9883,1.0,0.0,1.0,0.0,1.0
wikidata,overall,?A1>A3,llama3.1:70b,0.0,1.0,1.0,1.0,1.0,1.0,0.9841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gemini-2.0-flash,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.999,0.9995,0.9995,1.0,1.0,1.0,0.8926,1.0,0.9994,1.0
wikidata,overall,?A1>A3,gpt-4.1-mini-2025-04-14,0.0,1.0,0.9725,1.0,0.0192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-4.1-2025-04-14,0.0,0.0,0.0,1.0,0.0,0.0013,0.0,1.0,1.0,0.3879,0.5971,0.9061,1.0,1.0,0.0332,1.0,0.3318,1.0
wikidata,overall,?A1>A3,grok-3-mini,0.0,0.0,0.0,1.0,0.0,0.0007,0.0,1.0,0.6391,1.0,0.6761,0.9535,1.0,1.0,0.0312,1.0,0.4629,1.0
wikidata,overall,?A1>A3,deepseek-chat,0.0,0.0,0.0,1.0,0.0,0.0006,0.0,1.0,0.4349,0.3496,1.0,0.8621,1.0,1.0,0.0239,1.0,0.3117,1.0
wikidata,overall,?A1>A3,gemini-2.5-flash,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1089,0.0537,0.1572,1.0,1.0,1.0,0.0009,1.0,0.041,1.0
wikidata,overall,?A1>A3,gpt-5-nano,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9901,0.0,0.9968
wikidata,overall,?A1>A3,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gemini-2.5-pro,0.0,0.0,0.0,1.0,0.0,0.1235,0.0,1.0,0.9725,0.9735,0.9803,0.9993,1.0,1.0,1.0,1.0,0.9645,1.0
wikidata,overall,?A1>A3,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0117,1.0,0.0,1.0,0.0,0.6578
wikidata,overall,?A1>A3,o3,0.0,0.0,0.0,1.0,0.0,0.0008,0.0,1.0,0.6941,0.5616,0.7126,0.9649,1.0,1.0,0.0415,1.0,1.0,1.0
wikidata,overall,?A1>A3,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0039,1.0,0.0,0.3674,0.0,1.0
wikidata,overall,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A4,gpt-oss:20b,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
