dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
synthetic,fixing,gpt-5-mini,0.8267,0.78,0.8867,0.9533,0.8533,0.82,0.5733,0.5667,0.6,0.9004,0.8703,0.142,0.7797,0.7607,0.7453,0.7902,0.2667,0.2467,0.2667,0.2533,0.58,0.7654,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-5-nano,0.9067,0.7733,0.8467,0.98,0.9067,0.8333,0.5533,0.58,0.56,0.9517,0.8801,0.093,0.7908,0.75,0.7743,0.7542,0.1867,0.1733,0.1667,0.2533,0.5644,0.7595,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0059,0.0
synthetic,fixing,gpt-oss:20b,0.6667,0.6867,0.82,0.9067,0.9933,0.8533,0.3133,0.3333,0.3067,0.8429,0.8644,0.0009,0.8644,0.6195,0.6303,0.5971,0.04,0.0333,0.0733,0.0867,0.3178,0.6156,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,grok-3-mini,0.8933,0.8733,0.9333,0.9933,0.9667,0.92,0.5067,0.4333,0.4267,0.9532,0.9679,0.0227,0.9224,0.7509,0.6881,0.7234,0.0333,0.0533,0.06,0.0667,0.4556,0.7208,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0154,0.0
synthetic,fixing,llama3.1:8b,0.2067,0.04,0.2133,0.1733,0.6267,0.06,0.06,0.0467,0.0533,0.5639,0.3906,0.1097,0.2903,0.2753,0.2564,0.2895,0.0,0.0,0.0067,0.0,0.0533,0.2737,,,,,,,,,,,,,,,,,0.0001,0.0156,0.5,0.2088,0.5,0.0327
synthetic,fixing,o3,0.7667,0.9067,0.96,0.9733,1.0,0.9667,0.4667,0.4,0.4,0.9182,0.9312,0.0,0.9321,0.715,0.6663,0.6517,0.04,0.0333,0.0333,0.0467,0.4222,0.6777,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,zero-shot,deepseek-chat,0.4667,0.1733,0.4733,0.4867,0.56,0.14,,,,0.6754,0.5144,0.1576,0.3069,,,,0.0267,0.0533,0.1333,0.1333,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.006,0.0048,0.0,0.0044,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.006048,,0.0,,0.0,,1.0,,0.0,,0.0,,0.004836666666666667,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.9067,0.0,,,,0.3254,0.2322,0.0234,0.1347,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.32542600000000005,,0.0,,0.0,,0.9066666666666666,,0.02342133333333333,,0.0,,0.23216533333333336,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,deepseek-reasoner,0.2867,0.2333,0.5267,0.4467,0.7533,0.2,,,,0.5706,0.5545,0.0427,0.4397,,,,0.0133,0.0133,0.0067,0.0333,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gemini-2.0-flash,0.4333,0.1467,0.5267,0.38,0.6067,0.1,,,,0.7391,0.5354,0.1348,0.3097,,,,0.0067,0.0133,0.0,0.04,,,0.4732142857142857,0.3157894736842105,0.7715982142857143,0.6432763157894736,0.5238095238095238,0.5333333333333333,0.4482758620689655,0.36363636363636365,0.6126760563380281,0.5,0.13146408450704225,0.19375,0.16037735849056603,0.11363636363636363,0.5365603773584906,0.5325636363636364,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gemini-2.5-flash,0.4667,0.24,0.6,0.4467,0.92,0.2333,,,,0.7291,0.5574,0.0184,0.4188,,,,0.0333,0.04,0.0267,0.1733,,,0.5074626865671642,0.125,0.7582253731343284,0.48540000000000005,0.6041666666666666,0.5,0.4413793103448276,0.6,0.9383561643835616,0.25,0.009481506849315069,0.344475,0.23776223776223776,0.2857142857142857,0.5618517482517482,0.4659857142857143,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gemini-2.5-pro,0.42,0.2533,0.5933,0.4133,0.8333,0.2333,,,,0.7499,0.6187,0.0316,0.4928,,,,0.0133,0.0133,0.0067,0.0133,,,0.45255474452554745,0.07692307692307693,0.7756065693430658,0.4790307692307692,0.6027397260273972,0.25,0.4236111111111111,0.16666666666666666,0.8435374149659864,0.3333333333333333,0.0266,0.27666666666666667,0.2638888888888889,0.0,0.6341958333333333,0.24621666666666664,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-4.1-2025-04-14,0.46,0.2933,0.6867,0.5733,0.6267,0.1933,,,,0.746,0.6977,0.1254,0.4714,,,,0.0,0.0,0.0267,0.04,,,0.4732824427480916,0.3333333333333333,0.7603389312977099,0.59385,0.6950354609929078,0.5,0.6019417475728155,0.525,0.6267605633802817,0.0,0.11876267605633803,1.0,0.29577464788732394,0.0,0.7028049295774648,0.1154,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-4.1-mini-2025-04-14,0.2467,0.1133,0.5867,0.2667,0.68,0.0733,,,,0.4523,0.4601,0.0802,0.2442,,,,0.0,0.04,0.02,0.08,,,0.25757575757575757,0.16666666666666666,0.46626515151515147,0.3499277777777777,0.5102040816326531,0.6237623762376238,0.25,0.2711864406779661,0.6891891891891891,0.0,0.07543243243243243,0.43335,0.11643835616438356,0.0,0.46669246575342466,0.21825,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-4.1-nano-2025-04-14,0.36,0.0933,0.4733,0.5067,0.6533,0.1133,,,,0.6337,0.4292,0.1269,0.2938,,,,0.0267,0.0667,0.1,0.1,,,0.37755102040816324,0.3269230769230769,0.7147612244897958,0.48100384615384606,0.39344262295081966,0.5280898876404494,0.49230769230769234,0.5176470588235295,0.6631578947368421,0.6363636363636364,0.11550947368421052,0.14648000000000003,,0.09333333333333334,,0.42916266666666675,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-4o,0.2533,0.1467,0.2733,0.2333,0.3,0.04,,,,0.2626,0.2265,0.6846,0.0784,,,,0.1267,0.8133,0.7267,0.8267,,,0.24285714285714285,0.4,0.25277785714285717,0.4,0.38181818181818183,0.21052631578947367,0.3125,0.22388059701492538,0.30201342281879195,0.0,0.6824912751677852,1.0,0.10891089108910891,0.22448979591836735,0.17403366336633663,0.3345408163265306,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-5,0.44,0.32,0.6067,0.5267,0.9,0.3667,,,,0.6704,0.6203,0.0435,0.5809,,,,0.1533,0.2333,0.0467,0.2067,,,0.44360902255639095,0.4117647058823529,0.6728263157894736,0.6518529411764705,0.6095890410958904,0.5,0.527027027027027,0.5,0.9178082191780822,0.25,0.025886986301369864,0.6875,0.3219178082191781,0.25,0.6237335616438356,0.49597500000000005,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-5-mini,0.48,0.46,0.62,0.66,0.7067,0.34,,,,0.5876,0.6434,0.2502,0.4476,,,,0.3933,0.2333,0.2867,0.4067,,,0.48175182481751827,0.46153846153846156,0.5948189781021898,0.5112153846153846,0.6319444444444444,0.3333333333333333,0.678082191780822,0.0,0.7191780821917808,0.25,0.23649520547945208,0.75,0.46258503401360546,0.3333333333333333,0.6442129251700681,0.6041666666666666,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-5-nano,0.56,0.3667,0.6333,0.5867,0.8267,0.3267,,,,0.7499,0.6463,0.1358,0.5338,,,,0.1867,0.2067,0.1933,0.26,,,0.5673758865248227,0.4444444444444444,0.7532588652482269,0.6975666666666667,0.632,0.64,0.5955882352941176,0.5,0.8602941176470589,0.5,0.10832058823529411,0.4030642857142857,0.3656716417910448,0.375,0.64585,0.64966875,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,gpt-oss:20b,0.2533,0.16,0.5,0.3933,0.8267,0.1867,,,,0.5148,0.502,0.0424,0.3976,,,,0.0467,0.06,0.0,0.1067,,,0.2695035460992908,0.0,0.5313822695035461,0.25473333333333337,0.5285714285714286,0.1,0.3877551020408163,0.6666666666666666,0.8357142857142857,0.7,0.03324214285714286,0.16999999999999998,0.16783216783216784,0.0,0.5057468531468531,0.4249,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,grok-3-mini,0.4067,0.3067,0.6267,0.48,0.9,0.3133,,,,0.6741,0.677,0.0199,0.5893,,,,0.02,0.0133,0.02,0.0267,,,0.4306569343065693,0.15384615384615385,0.7017532846715328,0.38282307692307693,0.6363636363636364,0.42857142857142855,0.48299319727891155,0.3333333333333333,0.9115646258503401,0.3333333333333333,0.01794421768707483,0.11423333333333334,0.3129251700680272,0.0,0.6866061224489797,0.20453333333333332,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,llama3.1:8b,0.0667,0.0,0.2067,0.1333,0.62,0.0133,,,,0.3819,0.2943,0.1017,0.1473,,,,0.0,0.0,0.0133,0.0133,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,zero-shot,o3,0.3,0.26,0.5333,0.3933,0.8467,0.26,,,,0.5838,0.5677,0.0287,0.5093,,,,0.0267,0.0267,0.0133,0.0267,,,0.3283582089552239,0.0625,0.6237402985074626,0.24893125,0.541095890410959,0.25,0.3945578231292517,0.3333333333333333,0.8551724137931035,0.6,0.021922758620689653,0.225,0.2671232876712329,0.0,0.5761034246575342,0.260425,1.0,1.0,1.0,1.0,1.0,1.0
overall,classification,deepseek-chat,0.9667,0.82,0.9111,0.9222,0.7378,0.6467,0.5289,0.4956,0.52,0.9833,0.9547,0.2414,0.6951,0.7226,0.6858,0.7097,0.2244,0.2311,0.2489,0.2756,0.5148,0.706,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,deepseek-r1:1.5b,0.0,0.0,1.0,0.0022,0.9222,0.0022,0.0,0.0,0.0,0.0132,0.0113,0.0265,0.0033,0.0,0.0,0.0007,0.0,0.0,1.0,0.0,0.0,0.0002,0.0,0.0,0.01124780361757106,0.024904761904761905,1.0,1.0,,,,,,,0.0,0.0,0.011008852459016394,0.012033103448275862,1.0,1.0,0.0,0.125,1.0,0.125
overall,classification,deepseek-r1:70b,0.0333,0.0044,1.0,0.1756,0.7044,0.0044,0.0,0.0022,0.0,0.5086,0.3296,0.1084,0.1768,0.2345,0.2489,0.2347,0.0022,0.0333,1.0,0.0622,0.0007,0.2394,0.035629453681710214,0.0,0.5152463182897862,0.41203793103448283,1.0,1.0,,,,,,,0.0045662100456621,0.0,0.33334611872146125,0.19401666666666664,0.0,0.0156,0.0,0.0,1.0,0.0156
overall,classification,deepseek-reasoner,0.7422,0.8711,0.9111,0.9333,0.64,0.5822,0.4,0.3756,0.5022,0.8025,0.9296,0.3554,0.6047,0.5863,0.5819,0.7082,0.1978,0.2111,0.3044,0.3444,0.4259,0.6255,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0
overall,classification,gemini-2.0-flash,0.8667,0.8644,1.0,0.9444,0.5867,0.5244,0.4578,0.4133,0.3844,0.9301,0.9237,0.3344,0.5596,0.6762,0.6104,0.576,0.1778,0.1711,1.0,0.3822,0.4185,0.6209,0.8781038374717833,0.14285714285714285,0.9403708803611738,0.28324285714285713,1.0,1.0,,,,,,,0.8631921824104235,0.8646616541353384,0.9403,0.8956646616541354,0.0,0.0,0.0,0.0,0.9998,0.0
overall,classification,gemini-2.5-flash,0.8956,0.9267,1.0,0.9733,0.9,0.86,0.3644,0.3733,0.3533,0.9339,0.9618,0.0941,0.8263,0.646,0.6341,0.6576,0.0844,0.0756,1.0,0.1533,0.3637,0.6459,0.9454545454545454,0.6,0.950338961038961,0.8364015384615385,1.0,1.0,,,,,,,0.9414519906323185,0.6521739130434783,0.9660819672131148,0.8821913043478261,0.0,0.0,0.0,0.0,0.5256,0.0
overall,classification,gemini-2.5-pro,0.8244,0.72,1.0,0.8511,0.9222,0.7289,0.3978,0.3178,0.3378,0.8721,0.8251,0.0674,0.7444,0.6568,0.5728,0.6028,0.1044,0.1,1.0,0.1622,0.3511,0.6108,0.9056122448979592,0.27586206896551724,0.908906887755102,0.6235344827586207,1.0,1.0,,,,,,,0.7555012224938875,0.36585365853658536,0.8503655256723716,0.5729341463414634,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,gpt-4.1-2025-04-14,0.9156,0.8667,0.6044,0.9733,0.86,0.7889,0.3244,0.3156,0.3467,0.9763,0.9698,0.1251,0.8385,0.6525,0.6239,0.6391,0.0489,0.0511,0.0889,0.1356,0.3289,0.6385,0.9478672985781991,0.42857142857142855,0.990263981042654,0.765792857142857,0.6040723981900452,0.625,,,,,,,0.8672768878718535,0.8461538461538461,0.9715448512585811,0.9126769230769229,0.0,0.0,0.0066,0.0,0.0,0.0
overall,classification,gpt-4.1-mini-2025-04-14,0.9044,0.8556,0.52,0.9444,0.7756,0.6956,0.36,0.3622,0.3867,0.9617,0.9453,0.211,0.7236,0.6112,0.6083,0.6354,0.16,0.16,0.1289,0.2489,0.3696,0.6183,0.9367396593673966,0.5641025641025641,0.9760518248175183,0.8106487179487178,0.5041322314049587,0.5258358662613982,,,,,,,0.8640776699029126,0.7631578947368421,0.9486684466019418,0.9084552631578946,0.0,0.0,0.0018,0.0,0.6231,0.0
overall,classification,gpt-4.1-nano-2025-04-14,0.9689,0.5822,0.6222,0.5844,0.3667,0.0022,0.9556,0.9622,0.9556,0.9709,0.7359,0.6288,0.0022,0.9556,0.9622,0.9556,0.9822,0.9689,0.6178,0.58,0.9578,0.9578,0.9565217391304348,1.0,0.9593316770186336,1.0,0.5819672131147541,0.6371951219512195,,,,,,,,0.5822222222222222,,0.735926,0.0,0.0,0.0,0.0001,1.0,1.0
overall,classification,gpt-4o,0.9689,0.9267,0.9911,0.9844,0.4422,0.4022,0.6667,0.2022,0.2489,0.4534,0.9739,0.5514,0.4154,0.3254,0.311,0.3414,0.5333,0.5356,0.8533,0.5756,0.3726,0.3259,0.9816933638443935,0.5384615384615384,0.4591366132723112,0.2595,1.0,,,,,,,,0.9523809523809523,0.9621848739495799,0.9821428571428571,0.982655462184874,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,gpt-5,0.9133,0.8911,1.0,0.9733,0.7022,0.6644,0.5822,0.6,0.6111,0.962,0.9412,0.296,0.6649,0.7731,0.7712,0.7817,0.2689,0.2644,1.0,0.3622,0.5978,0.7753,0.9511002444987775,0.5365853658536586,0.98080586797066,0.7745121951219512,1.0,1.0,,,,,,,0.9086651053864169,0.5652173913043478,0.9484564402810305,0.8069782608695653,0.0,0.0,0.0,0.0,0.9064,0.0
overall,classification,gpt-5-mini,0.8778,0.6289,1.0,0.74,0.7067,0.4578,0.5711,0.5778,0.5644,0.9294,0.7613,0.2933,0.4726,0.7256,0.7317,0.7228,0.36,0.3489,1.0,0.3756,0.5711,0.7267,0.8956310679611651,0.6842105263157895,0.9439932038834952,0.7708736842105263,1.0,1.0,,,,,,,0.6346604215456675,0.5217391304347826,0.7635707259953163,0.720008695652174,0.0,0.0608,0.0,0.8649,0.0,0.0
overall,classification,gpt-5-nano,0.7733,0.6844,1.0,0.7644,0.2,0.0644,0.0956,0.5378,0.0756,0.7777,0.7555,0.7985,0.0776,0.102,0.5413,0.0844,0.0933,0.0978,1.0,0.02,0.2363,0.2426,0.7945544554455446,0.5869565217391305,0.7980923267326733,0.598995652173913,1.0,1.0,,,,,,,0.7135922330097088,0.3684210526315789,0.7777582524271844,0.5140342105263158,0.0,0.0,0.0,0.0,1.0,1.0
overall,classification,gpt-oss:20b,0.6644,0.4911,1.0,0.7267,0.8422,0.4956,0.2933,0.2556,0.2778,0.7964,0.7721,0.1055,0.6041,0.5147,0.5043,0.5179,0.1444,0.1089,1.0,0.1978,0.2756,0.5123,0.6730310262529833,0.5483870967741935,0.801898090692124,0.7223290322580644,1.0,1.0,,,,,,,0.4930232558139535,0.45,0.7713562790697676,0.789205,0.0,0.0,0.0,0.0,0.7032,0.0
overall,classification,grok-3-mini,0.8956,0.7778,1.0,0.8978,0.8778,0.7511,0.4044,0.3911,0.3911,0.9611,0.9356,0.1169,0.7912,0.6463,0.6354,0.627,0.1044,0.1067,1.0,0.1711,0.3955,0.6362,0.9507389162561576,0.38636363636363635,0.9880662561576354,0.7123863636363637,1.0,1.0,,,,,,,0.7880184331797235,0.5,0.9391523041474654,0.83923125,0.0,0.0,0.0,0.0,0.9432,0.0
overall,classification,llama3.1:8b,0.1822,0.0867,1.0,0.3622,0.6867,0.0844,0.0556,0.0444,0.0378,0.5751,0.5207,0.0958,0.4059,0.3236,0.2751,0.2769,0.0,0.0044,1.0,0.0,0.0459,0.2919,0.1875,0.18202764976958524,0.7337187500000001,0.569202995391705,1.0,1.0,,,,,,,0.07692307692307693,0.08831168831168831,0.5085353846153846,0.5227628571428572,0.0,0.0,0.0,0.0,0.4675,0.0
overall,classification,o3,0.8267,0.8067,0.8444,0.9111,0.9267,0.82,0.3533,0.3311,0.3511,0.9358,0.9089,0.0653,0.8391,0.6311,0.6168,0.6312,0.0889,0.0711,0.6978,0.1178,0.3452,0.6264,0.8653846153846154,0.35294117647058826,0.9547413461538462,0.7044323529411765,0.8456221198156681,0.8125,,,,,,,0.8305882352941176,0.4,0.919875294117647,0.7225880000000001,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,deepseek-chat,0.8378,0.7711,0.8978,0.96,0.9578,0.84,0.4911,0.5178,0.5044,0.9227,0.921,0.027,0.8,0.7089,0.7237,0.7207,0.0644,0.0578,0.1222,0.1489,0.5044,0.7178,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.8411,0.0,0.0,0.0,0.0,0.0538,0.0678,0.0598,0.0027,0.0016,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0009,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
overall,fixing,deepseek-r1:70b,0.0124,0.0,0.0932,0.1553,0.7019,0.0,0.0,0.0,0.0,0.5254,0.4347,0.1543,0.2623,0.2823,0.299,0.295,0.0,0.0497,0.0994,0.0683,0.0,0.2921,,,,,,,,,,,,,,,,,0.0156,1.0,0.0,0.0,1.0,1.0
overall,fixing,deepseek-reasoner,0.6622,0.5733,0.7133,0.8444,0.9222,0.6667,0.1867,0.1778,0.1822,0.8085,0.8148,0.0596,0.7851,0.4413,0.4256,0.4239,0.04,0.04,0.0867,0.0644,0.1822,0.4303,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.0-flash,0.7933,0.7533,0.8556,0.9222,0.9689,0.82,0.7867,0.7733,0.76,0.83,0.9072,0.0113,0.8386,0.8803,0.8679,0.863,0.0178,0.0022,0.0089,0.0889,0.7733,0.8704,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.5-flash,0.8778,0.8889,0.8911,0.9644,0.9578,0.9133,0.7044,0.7111,0.6822,0.9143,0.9189,0.0403,0.8339,0.8033,0.8088,0.7959,0.0822,0.0489,0.0622,0.1422,0.6992,0.8027,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.5-pro,0.7489,0.7267,0.7778,0.9089,0.9778,0.8356,0.4711,0.48,0.42,0.7886,0.8345,0.0208,0.7846,0.5863,0.6358,0.5803,0.1333,0.1067,0.1467,0.12,0.457,0.6008,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-2025-04-14,0.8511,0.7911,0.9222,0.9489,0.9556,0.8156,0.6067,0.6111,0.6044,0.9317,0.9296,0.0324,0.8306,0.8525,0.8505,0.8475,0.04,0.04,0.0689,0.1044,0.6074,0.8502,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-mini-2025-04-14,0.7956,0.7444,0.8778,0.9756,0.9044,0.7778,0.5267,0.5333,0.5467,0.8993,0.8983,0.0497,0.8043,0.7888,0.8044,0.7926,0.0444,0.0578,0.1067,0.1022,0.5356,0.7953,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-nano-2025-04-14,0.5956,0.3289,0.6067,0.6111,0.6044,0.2644,0.4133,0.4244,0.5289,0.6517,0.5127,0.2283,0.3537,0.5477,0.5525,0.6304,0.1644,0.2067,0.2267,0.1111,0.4555,0.5769,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9968,0.0
overall,fixing,gpt-4o,0.8686,0.7884,0.931,0.9532,0.9488,0.8441,0.5523,0.5635,0.5679,0.6867,0.693,0.0364,0.6099,0.5176,0.5229,0.5307,0.2851,0.294,0.314,0.3007,0.5612,0.5237,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-5,0.9044,0.8778,0.9533,0.9844,0.7756,0.7533,0.6667,0.6289,0.6289,0.9569,0.9217,0.2244,0.6823,0.8237,0.8035,0.8027,0.3311,0.3378,0.32,0.3711,0.6415,0.81,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0003,0.0
overall,fixing,gpt-5-mini,0.86,0.8022,0.92,0.9533,0.7689,0.7267,0.6733,0.6911,0.6778,0.9054,0.8843,0.229,0.5701,0.7864,0.8066,0.8051,0.4822,0.4444,0.4889,0.4556,0.6807,0.7994,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-5-nano,0.8378,0.7422,0.8356,0.9756,0.8133,0.74,0.6067,0.6289,0.5889,0.8945,0.8534,0.1802,0.6152,0.7416,0.7689,0.746,0.3867,0.3356,0.3289,0.4378,0.6082,0.7522,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-oss:20b,0.6667,0.6867,0.82,0.9067,0.9933,0.8533,0.3133,0.3333,0.3067,0.8429,0.8644,0.0009,0.8644,0.6195,0.6303,0.5971,0.04,0.0333,0.0733,0.0867,0.3178,0.6156,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,grok-3-mini,0.88,0.8422,0.9222,0.9867,0.9622,0.9044,0.4333,0.4067,0.4111,0.9372,0.9464,0.0332,0.7993,0.6645,0.6523,0.6613,0.08,0.0911,0.1311,0.1911,0.417,0.6594,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,llama3.1:8b,0.14,0.0333,0.1778,0.14,0.6156,0.04,0.0289,0.02,0.0333,0.475,0.3465,0.1101,0.2542,0.189,0.1807,0.2061,0.0,0.0022,0.0044,0.0,0.0274,0.1919,,,,,,,,,,,,,,,,,0.0,0.0,0.0025,0.0,0.9999,0.0
overall,fixing,o3,0.7578,0.8022,0.9178,0.9311,0.9778,0.8978,0.4067,0.3978,0.3933,0.7996,0.8323,0.0192,0.7854,0.5593,0.5498,0.5534,0.16,0.1378,0.1022,0.1556,0.3993,0.5542,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
overall,zero-shot,deepseek-chat,0.3311,0.1467,0.4822,0.4267,0.62,0.1156,,,,0.5577,0.4257,0.1269,0.2523,,,,0.0511,0.0667,0.2133,0.1956,,,,,,,,,,,,,,,,,,,0.5208,0.5262,0.5184,0.5191,0.5197,0.5307
overall,zero-shot,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.9956,0.0,,,,0.0041,0.0035,0.0007,0.0025,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.004147111111111111,,0.0,,0.0,,0.9955555555555555,,0.0006666666666666666,,0.0,,0.003536666666666667,1.0,1.0,1.0,1.0,0.6367,1.0
overall,zero-shot,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.9133,0.0,,,,0.2557,0.1798,0.0169,0.1018,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.25566,,0.0,,0.0,,0.9133333333333333,,0.016924,,0.0,,0.179814,1.0,1.0,1.0,1.0,0.5337,1.0
overall,zero-shot,deepseek-reasoner,0.1911,0.14,0.4067,0.3133,0.8067,0.1311,,,,0.4515,0.4152,0.038,0.3148,,,,0.0356,0.0489,0.0311,0.06,,,,,,,,,,,,,,,,,,,0.524,0.5269,0.5186,0.5201,0.5232,0.5276
overall,zero-shot,gemini-2.0-flash,0.3622,0.1244,0.44,0.3867,0.6511,0.0978,,,,0.6274,0.4438,0.1053,0.245,,,,0.0067,0.0089,0.0067,0.1467,,,0.37220843672456577,0.2765957446808511,0.6359915632754343,0.5538404255319149,0.42162162162162165,0.525,0.4782608695652174,0.36312849162011174,0.662004662004662,0.42857142857142855,0.10471585081585082,0.11739999999999999,0.12742382271468145,0.11235955056179775,0.44042493074792244,0.45724382022471916,0.5192,0.5276,0.519,0.5188,0.5196,0.5304
overall,zero-shot,gemini-2.5-flash,0.3533,0.2022,0.5133,0.4978,0.9,0.2156,,,,0.6136,0.4718,0.0156,0.3218,,,,0.0667,0.0644,0.0778,0.26,,,0.37662337662337664,0.2153846153846154,0.6366677922077922,0.47695692307692306,0.5138888888888888,0.5,0.49078341013824883,0.6875,0.9066059225512528,0.6363636363636364,0.012781776765375855,0.12921818181818182,0.2,0.25,0.4730195348837209,0.445195,0.5193,0.5233,0.5187,0.5188,0.5307,0.5233
overall,zero-shot,gemini-2.5-pro,0.3156,0.1978,0.5222,0.3267,0.8289,0.1978,,,,0.6426,0.5254,0.0253,0.4014,,,,0.0156,0.0222,0.0467,0.0489,,,0.3374384236453202,0.11363636363636363,0.6609881773399016,0.47251136363636365,0.5263157894736842,0.38461538461538464,0.33175355450236965,0.25,0.834841628959276,0.5,0.02332126696832579,0.137375,0.2045977011494253,0.0,0.531427816091954,0.35172000000000003,0.5195,0.5235,0.5188,0.5198,0.5242,0.5235
overall,zero-shot,gpt-4.1-2025-04-14,0.3378,0.2111,0.56,0.4667,0.6333,0.1533,,,,0.633,0.6112,0.1075,0.3997,,,,0.0089,0.0111,0.0467,0.0644,,,0.3383084577114428,0.2692307692307692,0.6409004975124379,0.4949692307692307,0.557919621749409,0.4,0.5103448275862069,0.3695652173913043,0.6291079812206573,0.0,0.10673098591549295,0.58335,0.21176470588235294,0.0,0.6111960000000001,0.5258666666666666,0.5198,0.5226,0.5184,0.5181,0.5192,0.5257
