action,dataset,predicate,llm,deepseek-chat,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,gpt-oss:20b,grok-3-mini,llama3.1:70b,llama3.1:8b,mistral-small:24b,o3,deepseek-reasoner
fixing,synthetic,?A4=A1|3,gemini-2.5-pro,0.9281,0.9196,0.9998,1.0,0.9808,0.5,0.0,0.5531,0.9324,0.022,0.0885,0.0632,0.9881,0.0259,0.0,0.0,0.9999,0.0198
fixing,synthetic,?A4=A1|3,gpt-4.1-2025-04-14,0.3601,0.3555,0.9564,0.0403,1.0,0.0205,0.0,0.0288,0.3642,0.0,0.0,0.0003,0.6399,0.0,0.0,0.0,0.9599,0.0
fixing,synthetic,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.9674,0.9712,0.9999,0.6061,0.9917,1.0,0.0,0.6196,0.9597,0.0178,0.0769,0.0762,0.9931,0.0244,0.0,0.0,1.0,0.0129
fixing,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
fixing,synthetic,?A4=A1|3,gpt-4o,0.9459,0.9506,0.9994,0.5531,0.9878,0.5,0.0,1.0,0.9196,0.0341,0.0885,0.0668,0.9862,0.0201,0.0,0.0,0.9999,0.0182
fixing,synthetic,?A4=A1|3,gpt-5,0.5643,0.5722,0.9964,0.1163,0.7566,0.0769,0.0,0.1312,1.0,0.0,0.0003,0.0015,0.8463,0.0003,0.0,0.0,0.9937,0.0002
fixing,synthetic,?A4=A1|3,gpt-5-mini,0.9999,0.9999,1.0,0.9889,1.0,0.992,0.0,0.9808,1.0,1.0,0.8761,0.7646,1.0,0.5531,0.0,0.0055,1.0,0.5
fixing,synthetic,?A4=A1|3,gpt-5-nano,0.9994,0.9992,1.0,0.9476,1.0,0.9597,0.0,0.9476,0.9999,0.221,1.0,0.5,1.0,0.28,0.0,0.0013,1.0,0.2354
fixing,synthetic,?A4=A1|3,gpt-oss:20b,0.9997,0.9993,1.0,0.9648,0.9999,0.9573,0.0,0.962,0.9995,0.3327,0.6224,1.0,1.0,0.3389,0.0,0.0034,1.0,0.2757
fixing,synthetic,?A4=A1|3,grok-3-mini,0.2983,0.2786,0.9608,0.0266,0.5,0.0168,0.0,0.0298,0.2706,0.0,0.0,0.0001,1.0,0.0,0.0,0.0,0.9564,0.0
fixing,synthetic,?A4=A1|3,llama3.1:70b,0.9999,0.9999,1.0,0.9863,1.0,0.988,0.0,0.9901,0.9999,0.5531,0.8092,0.7558,1.0,1.0,0.0,0.0124,1.0,0.5
fixing,synthetic,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fixing,synthetic,?A4=A1|3,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9977,0.9995,0.9985,1.0,0.9937,0.0,1.0,1.0,0.9933
fixing,synthetic,?A4=A1|3,o3,0.0145,0.0288,0.5,0.0005,0.0814,0.0002,0.0,0.0005,0.0178,0.0,0.0,0.0,0.0925,0.0,0.0,0.0,1.0,0.0
wikidata,overall,?A1=A2,deepseek-chat,1.0,0.1273,0.0482,0.0035,1.0,0.0,0.0451,1.0,1.0,1.0,1.0,0.0,0.4144,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gemini-2.0-flash,0.8901,1.0,0.3177,0.0627,1.0,0.0,0.2769,1.0,1.0,1.0,1.0,0.0005,0.831,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gemini-2.5-flash,0.9599,0.7124,1.0,0.1598,1.0,0.0,0.4666,1.0,1.0,1.0,1.0,0.0024,0.9285,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gemini-2.5-pro,0.9973,0.9474,0.8603,1.0,1.0,0.0007,0.8239,1.0,1.0,1.0,1.0,0.038,0.9947,0.0002,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gpt-4.1-2025-04-14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1743,
wikidata,overall,?A1=A2,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9168,1.0,0.4098,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gpt-4.1-nano-2025-04-14,0.9622,0.7507,0.5666,0.1988,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.004,0.9381,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1=A2,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5726,0.1872,0.0,0.0,0.0,0.0,0.0955,0.0,
wikidata,overall,?A1=A2,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4635,1.0,0.1449,0.0,0.0,0.0,0.0,0.078,0.0,
wikidata,overall,?A1=A2,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8357,0.8751,1.0,0.0,0.0,0.0,0.0,0.3615,0.0,
wikidata,overall,?A1=A2,gpt-oss:20b,1.0,0.9997,0.9982,0.9687,1.0,0.0978,0.9969,1.0,1.0,1.0,1.0,1.0,1.0,0.0572,0.0,1.0,1.0,
wikidata,overall,?A1=A2,grok-3-mini,0.619,0.1918,0.084,0.0069,1.0,0.0,0.0727,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,llama3.1:70b,1.0,1.0,1.0,0.9999,1.0,0.6253,1.0,1.0,1.0,1.0,1.0,0.9524,1.0,1.0,0.0,1.0,1.0,
wikidata,overall,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A1=A2,mistral-small:24b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9189,0.9341,0.6712,0.0,0.0,0.0,0.0,1.0,0.0,
wikidata,overall,?A1=A2,o3,0.0,0.0,0.0,0.0,0.8459,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,deepseek-chat,1.0,0.0002,0.9169,0.9998,0.5195,0.0,0.0,1.0,1.0,1.0,1.0,0.4605,0.9915,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,gemini-2.0-flash,0.9999,1.0,1.0,1.0,0.9999,0.0,0.0,1.0,1.0,1.0,1.0,0.9998,1.0,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,gemini-2.5-flash,0.0993,0.0,1.0,0.9899,0.1047,0.0,0.0,1.0,1.0,1.0,1.0,0.0795,0.8593,0.0,0.0,1.0,0.9999,
wikidata,overall,?A1=A3+A4,gemini-2.5-pro,0.0002,0.0,0.013,1.0,0.0002,0.0,0.0,1.0,1.0,1.0,1.0,0.0001,0.1057,0.0,0.0,1.0,0.9044,
wikidata,overall,?A1=A3+A4,gpt-4.1-2025-04-14,0.5195,0.0002,0.9118,0.9998,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4605,0.9911,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,0.2824,1.0,1.0,1.0,1.0,1.0,1.0,0.8681,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,0.7641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9638,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1=A3+A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1=A3+A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1=A3+A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2096,0.0,
wikidata,overall,?A1=A3+A4,gpt-oss:20b,0.5786,0.0003,0.9339,0.9999,0.5786,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9949,0.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,grok-3-mini,0.011,0.0,0.1637,0.9108,0.0115,0.0,0.0,1.0,1.0,1.0,1.0,0.0068,1.0,0.0,0.0,1.0,0.9954,
wikidata,overall,?A1=A3+A4,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,0.1641,0.0492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A1=A3+A4,mistral-small:24b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8129,0.0,0.0,0.0,0.0,1.0,0.0,
wikidata,overall,?A1=A3+A4,o3,0.0,0.0,0.0002,0.1124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,1.0,1.0,
wikidata,overall,?A1>A3,deepseek-chat,1.0,0.0013,0.8769,0.0227,0.5161,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6119,0.0,0.0,1.0,0.8717,
wikidata,overall,?A1>A3,gemini-2.0-flash,0.999,1.0,1.0,0.8459,0.999,0.0,0.0,1.0,1.0,1.0,1.0,0.0361,0.9996,0.0,0.0,1.0,1.0,
wikidata,overall,?A1>A3,gemini-2.5-flash,0.1408,0.0,1.0,0.0007,0.1383,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2054,0.0,0.0,1.0,0.5164,
wikidata,overall,?A1>A3,gemini-2.5-pro,0.9813,0.1743,0.9995,1.0,0.9835,0.0,0.0,1.0,1.0,1.0,1.0,0.0027,0.9923,0.0,0.0,1.0,0.9995,
wikidata,overall,?A1>A3,gpt-4.1-2025-04-14,0.5161,0.0013,0.8794,0.0201,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6138,0.0,0.0,1.0,0.8802,
wikidata,overall,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,0.9708,1.0,1.0,1.0,1.0,1.0,1.0,0.3161,0.0,1.0,1.0,
wikidata,overall,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,0.0351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0108,0.0,1.0,1.0,
wikidata,overall,?A1>A3,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4647,0.0237,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A3,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5704,1.0,0.0282,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A3,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809,0.9773,1.0,0.0264,0.0,0.0,0.0,0.0,0.0001,0.0,
wikidata,overall,?A1>A3,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,1.0,0.9785,1.0,0.0,0.0,0.0,0.0,0.0313,0.0,
wikidata,overall,?A1>A3,gpt-oss:20b,1.0,0.97,1.0,0.9979,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,
wikidata,overall,?A1>A3,grok-3-mini,0.4195,0.0006,0.8173,0.0096,0.4182,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8197,
wikidata,overall,?A1>A3,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,0.7142,0.9913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
wikidata,overall,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A1>A3,mistral-small:24b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999,0.9742,0.0,0.0,0.0,0.0,1.0,0.0,
wikidata,overall,?A1>A3,o3,0.146,0.0,0.5164,0.0006,0.1374,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2029,0.0,0.0,1.0,1.0,
wikidata,overall,?A1>A4,deepseek-chat,1.0,0.0,0.4209,0.0,0.0,0.0,0.0501,1.0,1.0,1.0,1.0,0.0,0.0392,0.0,0.0,1.0,0.0,
wikidata,overall,?A1>A4,gemini-2.0-flash,1.0,1.0,0.9999,0.4211,0.5158,0.0,0.9917,1.0,1.0,1.0,1.0,0.0442,0.9889,0.0,0.0,1.0,0.2474,
wikidata,overall,?A1>A4,gemini-2.5-flash,0.61,0.0001,1.0,0.0,0.0001,0.0,0.0836,1.0,1.0,1.0,1.0,0.0,0.0605,0.0,0.0,1.0,0.0,
wikidata,overall,?A1>A4,gemini-2.5-pro,1.0,0.6098,1.0,1.0,0.6117,0.0,0.9959,1.0,1.0,1.0,1.0,0.067,0.9951,0.0,0.0,1.0,0.3237,
wikidata,overall,?A1>A4,gpt-4.1-2025-04-14,1.0,0.5158,1.0,0.4197,1.0,0.0,0.9934,1.0,1.0,1.0,1.0,0.0427,0.9909,0.0,0.0,1.0,0.2481,
wikidata,overall,?A1>A4,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0181,0.0,1.0,1.0,
wikidata,overall,?A1>A4,gpt-4.1-nano-2025-04-14,0.9577,0.0103,0.9279,0.0052,0.0082,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.468,0.0,0.0,1.0,0.001,
wikidata,overall,?A1>A4,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3037,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7282,1.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9849,0.9565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
wikidata,overall,?A1>A4,gpt-oss:20b,1.0,0.9626,1.0,0.9427,0.9639,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8656,
wikidata,overall,?A1>A4,grok-3-mini,0.9672,0.0136,0.9487,0.0062,0.0114,0.0,0.5639,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0012,
wikidata,overall,?A1>A4,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,0.9855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
wikidata,overall,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A1>A4,mistral-small:24b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
wikidata,overall,?A1>A4,o3,1.0,0.7773,1.0,0.7056,0.7765,0.0,0.9993,1.0,1.0,1.0,1.0,0.1522,0.9991,0.0,0.0,1.0,1.0,
wikidata,overall,?A3∅A4,deepseek-chat,1.0,0.3201,1.0,1.0,0.8991,1.0,1.0,0.0,0.9971,0.0,0.8018,1.0,1.0,0.9585,1.0,0.0,1.0,
wikidata,overall,?A3∅A4,gemini-2.0-flash,0.7096,1.0,1.0,1.0,0.9664,1.0,1.0,0.0,0.9994,0.0001,0.9121,1.0,1.0,0.9858,1.0,0.0,1.0,
wikidata,overall,?A3∅A4,gemini-2.5-flash,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2027,0.8437,0.0,0.0,0.0,0.5992,
wikidata,overall,?A3∅A4,gemini-2.5-pro,0.0,0.0,1.0,1.0,0.0,0.1753,0.8494,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-4.1-2025-04-14,0.1162,0.0404,1.0,1.0,1.0,1.0,1.0,0.0,0.9444,0.0,0.3729,1.0,1.0,0.6633,0.9981,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-4.1-mini-2025-04-14,0.0,0.0,1.0,0.8478,0.0,1.0,0.9858,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-4.1-nano-2025-04-14,0.0,0.0,1.0,0.1737,0.0,0.0184,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-4o,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A3∅A4,gpt-5,0.0036,0.0008,1.0,1.0,0.0651,1.0,1.0,0.0,1.0,0.0,0.0196,1.0,1.0,0.1221,0.8931,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-5-mini,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-5-nano,0.2204,0.1013,1.0,1.0,0.6573,1.0,1.0,0.0,0.9842,0.0,1.0,1.0,1.0,0.7712,0.999,0.0,1.0,
wikidata,overall,?A3∅A4,gpt-oss:20b,0.0,0.0,0.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9705,0.0,0.0,0.0,0.8694,
wikidata,overall,?A3∅A4,grok-3-mini,0.0,0.0,0.1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387,1.0,0.0,0.0,0.0,0.2442,
wikidata,overall,?A3∅A4,llama3.1:70b,0.0498,0.0175,1.0,1.0,0.368,1.0,1.0,0.0,0.8934,0.0,0.2531,1.0,1.0,1.0,0.9966,0.0,1.0,
wikidata,overall,?A3∅A4,llama3.1:8b,0.0,0.0,1.0,1.0,0.0025,1.0,1.0,0.0,0.1224,0.0,0.0013,1.0,1.0,0.0045,1.0,0.0,1.0,
wikidata,overall,?A3∅A4,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A3∅A4,o3,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574,0.7936,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,deepseek-chat,1.0,0.0002,1.0,1.0,0.7225,0.0,0.0,0.0,1.0,0.9995,1.0,0.9998,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gemini-2.0-flash,0.9999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gemini-2.5-flash,0.0,0.0,1.0,0.9733,0.0,0.0,0.0,0.0,1.0,0.0004,0.0076,0.0021,0.8295,0.0,0.0,0.0,0.9372,
wikidata,overall,?A4=A1|3,gemini-2.5-pro,0.0,0.0,0.0332,1.0,0.0,0.0,0.0,0.0,0.9869,0.0,0.0,0.0,0.1637,0.0,0.0,0.0,0.3469,
wikidata,overall,?A4=A1|3,gpt-4.1-2025-04-14,0.3184,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.997,0.9998,0.9988,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gpt-4.1-mini-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,0.5398,0.0,1.0,1.0,1.0,1.0,1.0,0.0596,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,0.5398,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0665,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gpt-4o,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,0.0,0.1635,1.0,
wikidata,overall,?A4=A1|3,gpt-5,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0045,
wikidata,overall,?A4=A1|3,gpt-5-mini,0.0008,0.0,0.9997,1.0,0.0041,0.0,0.0,0.0,1.0,1.0,0.8133,0.647,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gpt-5-nano,0.0001,0.0,0.9943,1.0,0.0002,0.0,0.0,0.0,1.0,0.218,1.0,0.3343,0.9997,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,gpt-oss:20b,0.0003,0.0,0.9985,1.0,0.0017,0.0,0.0,0.0,1.0,0.3938,0.7037,1.0,1.0,0.0,0.0,0.0,1.0,
wikidata,overall,?A4=A1|3,grok-3-mini,0.0,0.0,0.1971,0.8593,0.0,0.0,0.0,0.0,0.9994,0.0,0.0004,0.0001,1.0,0.0,0.0,0.0,0.7395,
wikidata,overall,?A4=A1|3,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,0.9626,0.9572,0.0023,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,
wikidata,overall,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,overall,?A4=A1|3,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9157,1.0,1.0,1.0,1.0,1.0,1.0,0.0002,1.0,1.0,
wikidata,overall,?A4=A1|3,o3,0.0,0.0,0.076,0.6886,0.0,0.0,0.0,0.0,0.9967,0.0,0.0,0.0,0.2935,0.0,0.0,0.0,1.0,
wikidata,qawiki,?A1=A2,deepseek-chat,1.0,0.0147,0.7159,0.0939,0.3136,0.0814,0.7288,1.0,1.0,1.0,1.0,0.2005,0.5,0.0004,0.0,1.0,0.962,
wikidata,qawiki,?A1=A2,gemini-2.0-flash,0.9947,1.0,0.9952,0.8365,0.9646,0.8192,0.9989,1.0,1.0,1.0,1.0,0.86,0.9937,0.0843,0.0,1.0,1.0,
wikidata,qawiki,?A1=A2,gemini-2.5-flash,0.3877,0.0113,1.0,0.0519,0.1802,0.0442,0.5531,1.0,1.0,1.0,1.0,0.1013,0.3179,0.0005,0.0,1.0,0.9196,
wikidata,qawiki,?A1=A2,gemini-2.5-pro,0.9506,0.2786,0.973,1.0,0.8595,0.5722,0.9856,1.0,1.0,1.0,1.0,0.678,0.968,0.0145,0.0,1.0,0.9998,
wikidata,qawiki,?A1=A2,gpt-4.1-2025-04-14,0.7912,0.0748,0.889,0.2366,1.0,0.2557,0.8785,1.0,1.0,1.0,1.0,0.3877,0.7634,0.0017,0.0,1.0,0.9912,
wikidata,qawiki,?A1=A2,gpt-4.1-mini-2025-04-14,0.9599,0.2923,0.9782,0.5722,0.838,1.0,0.9808,1.0,1.0,1.0,1.0,0.678,0.9283,0.0214,0.0,1.0,0.9995,
wikidata,qawiki,?A1=A2,gpt-4.1-nano-2025-04-14,0.3804,0.0035,0.5531,0.0326,0.1908,0.0403,1.0,1.0,1.0,1.0,1.0,0.1013,0.3179,0.0001,0.0,1.0,0.9196,
wikidata,qawiki,?A1=A2,gpt-4o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0251,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,
wikidata,qawiki,?A1=A2,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962,1.0,0.8204,0.1279,0.0,0.0,0.0,0.0,0.2204,0.0,
wikidata,qawiki,?A1=A2,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.3238,1.0,0.0448,0.0,0.0,0.0,0.0,0.1055,0.0,
wikidata,qawiki,?A1=A2,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9283,0.9795,1.0,0.0,0.0,0.0,0.0,0.6641,0.0,
wikidata,qawiki,?A1=A2,gpt-oss:20b,0.8688,0.2204,0.9405,0.4388,0.7159,0.4388,0.9405,1.0,1.0,1.0,1.0,1.0,0.849,0.0168,0.0,1.0,0.9985,
wikidata,qawiki,?A1=A2,grok-3-mini,0.6286,0.0178,0.7852,0.0758,0.3601,0.1279,0.7852,1.0,1.0,1.0,1.0,0.2307,1.0,0.0004,0.0,1.0,0.9917,
wikidata,qawiki,?A1=A2,llama3.1:70b,0.9999,0.9622,0.9998,0.9953,0.9996,0.9919,1.0,1.0,1.0,1.0,1.0,0.9931,0.9999,1.0,0.0002,1.0,1.0,
wikidata,qawiki,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
wikidata,qawiki,?A1=A2,mistral-small:24b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.86,0.9414,0.4439,0.0,0.0,0.0,0.0,1.0,0.0,
wikidata,qawiki,?A1=A2,o3,0.0668,0.0001,0.1312,0.0007,0.0182,0.0015,0.1312,1.0,1.0,1.0,1.0,0.004,0.0205,0.0,0.0,1.0,1.0,
wikidata,qawiki,?A1=A3+A4,deepseek-chat,1.0,0.0026,0.1215,0.2025,0.0168,0.0,0.0001,1.0,1.0,1.0,1.0,0.4321,0.3642,0.0,0.0,1.0,0.5598,
wikidata,qawiki,?A1=A3+A4,gemini-2.0-flash,0.9993,1.0,0.9506,0.9749,0.7142,0.0384,0.0758,1.0,1.0,1.0,1.0,0.9965,0.9947,0.0064,0.0,1.0,0.9989,
wikidata,qawiki,?A1=A3+A4,gemini-2.5-flash,0.9338,0.1002,1.0,0.7017,0.1725,0.0004,0.0026,1.0,1.0,1.0,1.0,0.8785,0.8761,0.0001,0.0,1.0,0.9564,
wikidata,qawiki,?A1=A3+A4,gemini-2.5-pro,0.8785,0.0551,0.43,1.0,0.0843,0.0001,0.0007,1.0,1.0,1.0,1.0,0.7912,0.779,0.0,0.0,1.0,0.8998,
