dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2)_x,p(A1=A3+A4)_x,p(A1>A3)_x,p(A1>A4)_x,p(A3∅A4)_x,p(A4=A1|3)_x,p(A1=A2)_y,p(A1=A3+A4)_y,p(A1>A3)_y,p(A1>A4)_y,p(A3∅A4)_y,p(A4=A1|3)_y
qawiki,zero-shot,gpt-5-nano,0.56,0.52,0.6733,0.6933,0.5467,0.1133,0.5878,,,0.6779,0.694,0.4489,0.2839,0.7523,,,0.5467,0.68,0.6467,0.5,0.18,0.5333,0.5067,0.5533,0.6067,0.5878,0.7523,0.55,0.5606060606060606,0.5555555555555556,0.6825121212121212,0.6438111111111111,0.6934306569343066,0.46153846153846156,0.6834532374100719,0.8181818181818182,0.5267175572519084,0.6842105263157895,0.46819312977099237,0.3157894736842105,0.5144927536231884,0.5833333333333334,0.6847115942028985,0.8004000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-oss:20b,0.2067,0.16,0.3867,0.32,0.8133,0.0933,,,,0.3622,0.3453,0.1125,0.2053,,,,0.2533,0.3733,0.3067,0.7867,0.14,0.16,0.24,0.1733,0.2867,,,0.21500000000000002,0.20863309352517986,0.18181818181818182,0.37217697841726616,0.23636363636363636,0.37142857142857144,0.6,0.3055555555555556,0.6666666666666666,0.8260869565217391,0.6666666666666666,0.10657536231884057,0.18055,0.16783216783216784,0.0,0.35838181818181813,0.07851428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,grok-3-mini,0.2533,0.2133,0.4733,0.36,0.8867,0.1667,,,,0.478,0.4822,0.0473,0.3351,,,,0.32,0.4867,0.3533,0.9,0.1933,0.0933,0.1067,0.1133,0.1733,,,0.12165000000000001,0.25757575757575757,0.2222222222222222,0.48608030303030303,0.4187,0.4791666666666667,0.3333333333333333,0.35172413793103446,0.6,0.9041095890410958,0.25,0.043828082191780825,0.1736,0.2191780821917808,0.0,0.48449041095890416,0.397725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:70b,0.0933,0.0533,0.18,0.2,0.7267,0.0133,,,,0.3244,0.2956,0.0991,0.1455,,,,0.1067,0.78,0.6,0.7267,0.0267,0.0267,0.0133,0.04,0.0867,,,0.041675000000000004,0.0945945945945946,0.0,0.32598108108108104,0.20835,0.25,0.17391304347826086,0.1590909090909091,0.2169811320754717,0.7266666666666667,,0.09909133333333334,,0.05405405405405406,0.0,0.2944587837837838,0.38234999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:8b,0.02,0.0,0.08,0.0533,0.78,0.0,,,,0.18,0.1406,0.0613,0.0632,,,,0.9533,0.8333,0.8333,0.3733,0.9733,0.0,0.0,0.0267,0.0133,,,0.01,0.16666666666666666,0.013888888888888888,0.19048333333333334,0.1795576388888889,0.11764705882352941,0.07518796992481203,0.18518518518518517,0.024390243902439025,0.896551724137931,0.7520661157024794,0.01363103448275862,0.0726801652892562,0.0,0.0,0.024524999999999998,0.1438068493150685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,mistral-small:24b,0.4189,0.3311,0.4797,0.4797,0.4054,0.0,,,,0.5102,0.4983,0.4368,0.1713,,,,0.473,0.5203,0.5135,0.4054,0.8514,0.6824,0.3446,0.4257,0.4189,,,0.46790000000000004,0.4411764705882353,0.16666666666666666,0.5257345588235294,0.3337333333333334,,0.4797297297297297,0.3333333333333333,0.4827586206896552,0.40540540540540543,,0.43675878378378374,,0.3181818181818182,0.3333333333333333,0.4990454545454545,0.49812460317460316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,o3,0.25,0.1554,0.4054,0.2568,0.8581,0.0878,0.2703,,,0.4796,0.4148,0.0895,0.308,0.5218,,,0.3243,0.4054,0.2905,0.8378,0.1622,0.1622,0.1892,0.1622,0.1757,0.2703,0.5218,0.172325,0.26666666666666666,0.07692307692307693,0.49749481481481483,0.2938692307692307,0.4027777777777778,0.5,0.26573426573426573,0.0,0.8652482269503546,0.7142857142857143,0.08235602836879433,0.2330857142857143,0.16058394160583941,0.09090909090909091,0.4119445255474453,0.45019999999999993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,chain-of-thought,deepseek-chat,0.9797,0.7635,0.8919,0.8784,0.8311,0.6014,,,,0.9919,0.9223,0.163,0.7272,,,,,,,,,0.1824,0.1824,0.1824,0.2432,,,0.1976,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,chain-of-thought,deepseek-reasoner,0.9533,0.7667,0.88,0.88,0.8533,0.62,,,,0.9775,0.9166,0.1356,0.7481,,,,,,,,,0.1467,0.1467,0.16,0.2133,,,0.16667500000000002,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.57,0.0
spinach,chain-of-thought,gpt-4.1-2025-04-14,0.9595,0.8041,0.9392,0.8919,0.9392,0.75,,,,0.9887,0.9531,0.0429,0.8411,,,,,,,,,0.0405,0.0405,0.0811,0.1216,,,0.070925,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,chain-of-thought,gpt-5,0.94,0.8667,0.92,0.9333,0.84,0.7067,,,,0.9677,0.9463,0.1491,0.7846,,,,,,,,,0.1533,0.16,0.1533,0.1667,,,0.158325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,chain-of-thought,gpt-5-nano,0.9533,0.72,0.8467,0.84,0.6067,0.3533,,,,0.9801,0.8862,0.387,0.4743,,,,,,,,,0.38,0.38,0.3867,0.4,,,0.386675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9061,0.0,0.0,0.0,0.0,0.0,0.9061,0.0
spinach,chain-of-thought,llama3.1:70b,0.8533,0.56,0.7867,0.7533,0.86,0.4733,,,,0.9177,0.8061,0.1094,0.6456,,,,,,,,,0.0867,0.0933,0.16,0.2133,,,0.13832499999999998,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0005,0.0
spinach,chain-of-thought,llama3.1:8b,0.7667,0.4467,0.8,0.6133,0.8133,0.3467,,,,0.8707,0.7686,0.1363,0.5333,,,,,,,,,0.06,0.0733,0.12,0.2267,,,0.12,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0016,0.0
spinach,classification,deepseek-chat,0.9667,0.84,0.58,0.8867,0.62,0.5,0.5,0.4933,0.5267,0.9946,0.9418,0.3543,0.5562,0.7006,0.6845,0.7188,,,,,,0.2,0.2,0.2533,0.42,0.5067,0.7013,0.268325,,,,,,,,,,,,,,,,,0.0,0.0,0.0088,0.0,0.3688,0.0,0.0,0.0,0.0088,0.0,0.3688,0.0
spinach,classification,deepseek-reasoner,0.8867,0.82,0.5267,0.8533,0.68,0.5,0.4533,0.4933,0.48,0.925,0.8933,0.315,0.4892,0.6603,0.6361,0.6065,,,,,,0.2333,0.18,0.3467,0.4067,0.4755,0.6343,0.291675,,,,,,,,,,,,,,,,,0.0,0.0,0.015,0.0,0.9998,0.0,0.0,0.0,0.015,0.0,0.9998,0.0
spinach,classification,gemini-2.0-flash,0.8867,0.86,0.5333,0.9667,0.6467,0.5533,0.4267,0.38,0.3467,0.9208,0.8928,0.261,0.5597,0.6547,0.593,0.5749,0.8867,0.4867,,,0.48,0.1467,0.14,0.3133,0.3867,0.3845,0.6075,0.24667500000000003,0.8866666666666667,,0.9208019999999999,,0.5172413793103449,0.5555555555555556,,,,,,,0.7272727272727273,0.8705035971223022,0.7234454545454546,0.9062539568345322,0.0,0.0,0.0279,0.0,0.405,0.0,0.0,0.0,0.0279,0.0,0.405,0.0
spinach,classification,gemini-2.5-flash,0.9267,0.9133,0.56,0.9667,0.9,0.82,0.3667,0.3733,0.3467,0.9461,0.9416,0.0934,0.8052,0.6205,0.6056,0.624,0.8733,0.5667,,,0.8,0.0933,0.0733,0.1467,0.1733,0.3622,0.6167,0.12165000000000001,0.9545454545454546,0.7222222222222222,0.9570704545454546,0.86605,0.5673758865248227,0.4444444444444444,,,,,,,0.927007299270073,0.7692307692307693,0.943807299270073,0.918123076923077,0.0,0.0,0.0222,0.0,0.2923,0.0,0.0,0.0,0.0222,0.0,0.2923,0.0
spinach,classification,gemini-2.5-pro,0.8,0.7667,0.5267,0.88,0.92,0.7067,0.38,0.3467,0.3067,0.8609,0.8735,0.0743,0.7962,0.6403,0.6053,0.6075,0.86,0.52,,,0.7333,0.1,0.12,0.14,0.1533,0.3445,0.6177,0.128325,0.8837209302325582,0.2857142857142857,0.9027387596899225,0.6038714285714286,0.5251798561151079,0.5454545454545454,,,,,,,0.7898550724637681,0.5,0.8985391304347826,0.5849333333333333,0.0,0.0,0.7441,0.0,0.0121,0.0,0.0,0.0,0.7441,0.0,0.0121,0.0
spinach,classification,gpt-4.1-2025-04-14,0.9267,0.8533,0.6,0.96,0.84,0.7067,0.2667,0.2667,0.3,0.9788,0.9758,0.1376,0.8143,0.6085,0.5578,0.6019,0.94,0.5933,,,0.7133,0.0333,0.0333,0.0667,0.16,0.2778,0.5894,0.073325,0.9577464788732394,0.375,0.9904464788732396,0.7726625,0.5973154362416108,1.0,,,,,,,0.8551724137931035,0.8,0.976524827586207,0.95556,0.0,0.0,0.1856,0.0,0.0001,0.0,0.0,0.0,0.1856,0.0,0.0001,0.0
spinach,classification,gpt-4.1-mini-2025-04-14,0.9467,0.82,0.5333,0.9,0.7467,0.5733,0.3667,0.3867,0.4267,0.9793,0.9461,0.2379,0.6587,0.5982,0.6016,0.6552,0.9267,0.4667,,,0.5867,0.1867,0.18,0.12,0.3067,0.3934,0.6183,0.19835,0.9645390070921985,0.6666666666666666,0.9811787234042554,0.9497777777777778,0.5,0.5510204081632653,,,,,,,0.835820895522388,0.6875,0.9504776119402986,0.90921875,0.0,0.0,0.0019,0.0,0.8698,0.0,0.0,0.0,0.0019,0.0,0.8698,0.0
spinach,classification,gpt-4.1-nano-2025-04-14,0.9733,0.5867,0.6733,0.5933,0.3733,0.0,0.9867,0.9933,0.9867,0.9733,0.7567,0.6267,0.0067,0.9867,0.9933,0.9867,0.7933,0.4267,,,1.0,1.0,0.9733,0.6667,0.5867,0.9889,0.9889,0.806675,0.967479674796748,1.0,0.967479674796748,1.0,0.6666666666666666,0.6761904761904762,,,,,,,,0.5866666666666667,,0.7566666666666667,0.0,0.0,0.001,0.1509,1.0,1.0,0.0,0.0,0.001,0.1509,1.0,1.0
spinach,classification,gpt-4o,0.98,0.94,0.4133,0.9867,0.3933,0.3333,0.6867,0.2133,0.22,0.4551,0.9869,0.601,0.3765,0.3163,0.2912,0.3005,0.9667,0.4333,,,0.7533,0.54,0.54,0.54,0.62,0.3733,0.3027,0.56,0.9863013698630136,0.75,0.46196849315068494,0.205875,0.4065040650406504,0.4444444444444444,,,,,,,0.8918918918918919,0.9557522123893806,0.9816567567567568,0.9886159292035397,0.0,0.0,0.2552,0.0,0.001,0.0,0.0,0.0,0.2552,0.0,0.001,0.0
spinach,classification,gpt-5,0.9333,0.86,0.6867,0.9733,0.7,0.5667,0.62,0.6067,0.6133,0.9625,0.9308,0.2946,0.6592,0.7761,0.787,0.7876,0.9267,0.6867,,,0.6267,0.3,0.2933,0.3267,0.3867,0.6133,0.7836,0.326675,0.9640287769784173,0.5454545454545454,0.977064748201439,0.7784272727272726,0.6891891891891891,0.5,,,,,,,0.8920863309352518,0.45454545454545453,0.942163309352518,0.7873363636363636,0.0,0.0,0.434,0.0,0.345,0.0,0.0,0.0,0.434,0.0,0.345,0.0
spinach,classification,gpt-5-mini,0.9,0.6267,0.62,0.76,0.6533,0.3,0.6467,0.6333,0.62,0.9204,0.7496,0.3467,0.4298,0.7631,0.7637,0.7533,0.8667,0.6267,,,0.3667,0.4667,0.4333,0.4333,0.4467,0.6333,0.76,0.44499999999999995,0.9078014184397163,0.7777777777777778,0.9295539007092197,0.7777777777777778,0.6293706293706294,0.42857142857142855,,,,,,,0.6357142857142857,0.5,0.7527078571428572,0.7059599999999999,0.0,0.7121,0.9999,0.9231,0.0,0.0069,0.0,0.7121,0.9999,0.9231,0.0,0.0069
spinach,classification,gpt-5-nano,0.7533,0.7,0.1133,0.78,0.2067,0.0067,0.1133,0.5133,0.1,0.7567,0.7682,0.7933,0.0769,0.1208,0.5185,0.11,0.7667,0.14,,,0.1133,0.12,0.1333,0.08,0.02,0.2422,0.2498,0.088325,0.7867647058823529,0.42857142857142855,0.7904411764705882,0.42857142857142855,0.06923076923076923,0.4,,,,,,,0.746268656716418,0.3125,0.8014395522388059,0.48958124999999997,0.0102,0.0,1.0,0.007,1.0,1.0,0.0102,0.0,1.0,0.007,1.0,1.0
spinach,classification,gpt-oss:20b,0.6267,0.4667,0.3067,0.7,0.8467,0.3733,0.3133,0.26,0.2933,0.7483,0.7751,0.0876,0.58,0.4812,0.4713,0.4501,0.6467,0.34,,,0.3733,0.1667,0.12,0.1,0.2533,0.2889,0.4675,0.15999999999999998,0.6413793103448275,0.2,0.7509186206896552,0.67222,0.29770992366412213,0.3684210526315789,,,,,,,0.4652777777777778,0.5,0.7704819444444444,0.8852333333333333,0.0,0.0,0.9061,0.0,0.6445,0.0,0.0,0.0,0.9061,0.0,0.6445,0.0
spinach,classification,grok-3-mini,0.9,0.7467,0.5733,0.8733,0.88,0.6333,0.4533,0.3867,0.4067,0.9583,0.9379,0.1106,0.77,0.6843,0.6474,0.6459,0.9067,0.5867,,,0.6733,0.1067,0.1067,0.1333,0.18,0.4156,0.6592,0.131675,0.9416058394160584,0.46153846153846156,0.9814963503649635,0.7135461538461538,0.5845070422535211,0.375,,,,,,,0.7569444444444444,0.5,0.9414145833333332,0.8539,0.0,0.0,0.3804,0.0,0.7294,0.0,0.0,0.0,0.3804,0.0,0.7294,0.0
spinach,classification,llama3.1:70b,0.8067,0.5933,0.4333,0.86,0.94,0.5667,0.2333,0.22,0.24,0.9024,0.8631,0.0235,0.7901,0.5097,0.4861,0.5062,0.8067,0.5267,,,0.58,0.0067,0.02,0.0133,0.0467,0.2311,0.5007,0.021675,0.8108108108108109,0.5,0.901745945945946,0.95455,0.375,0.4444444444444444,,,,,,,0.6057692307692307,0.5652173913043478,0.8776028846153847,0.8301760869565217,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0
spinach,classification,llama3.1:8b,0.2067,0.0533,0.1067,0.3133,0.7,0.0333,0.0467,0.0333,0.0267,0.6022,0.5033,0.0949,0.3606,0.324,0.2737,0.2779,0.7533,0.8067,,,0.84,0.0,0.0,0.0,0.0,0.0356,0.2919,0.0,0.0,0.2152777777777778,0.5413,0.6047055555555556,0.11764705882352941,0.10526315789473684,,,,,,,0.0,0.061068702290076333,0.4970631578947369,0.5041839694656488,0.0003,0.1719,0.8365,0.0,0.225,0.0312,0.0003,0.1719,0.8365,0.0,0.225,0.0312
spinach,classification,mistral-small:24b,0.84,0.5067,0.48,0.74,0.78,0.3733,0.36,0.2467,0.3067,0.9167,0.7588,0.1898,0.5804,0.5832,0.4896,0.5246,0.8867,0.52,,,0.6267,0.12,0.1267,0.1,0.1533,0.3045,0.5325,0.125,0.8865248226950354,0.1111111111111111,0.9291106382978722,0.7224888888888888,,0.48,,,,,,,0.5,0.5067567567567568,0.5,0.7623445945945946,0.0,0.0,0.0249,0.0,0.0001,0.0,0.0,0.0,0.0249,0.0,0.0001,0.0
spinach,classification,o3,0.8,0.78,0.5133,0.88,0.94,0.7333,0.38,0.36,0.3867,0.9275,0.878,0.0537,0.8104,0.6588,0.5964,0.6194,0.8267,0.5,,,0.76,0.12,0.1,0.08,0.1333,0.3756,0.6249,0.108325,0.821917808219178,0.0,0.9392719178082192,0.49702500000000005,0.5070422535211268,0.625,,,,,,,0.8,0.5,0.8868642857142858,0.7538799999999999,0.0,0.0,0.6399,0.0,0.5927,0.0,0.0,0.0,0.6399,0.0,0.5927,0.0
spinach,fixing,deepseek-chat,0.8267,0.7467,0.8533,0.9533,0.96,0.7333,0.4667,0.46,0.5067,0.9232,0.9161,0.0239,0.7704,0.7327,0.7319,0.752,,,,,,0.0533,0.0533,0.1,0.1733,0.4778,0.7389,0.094975,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,deepseek-reasoner,0.6467,0.5333,0.64,0.8467,0.8933,0.5,0.1933,0.1733,0.1667,0.8036,0.8206,0.0845,0.7548,0.4319,0.4514,0.4066,,,,,,0.0467,0.06,0.0667,0.0467,0.1778,0.43,0.055025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1958,0.0,0.0,0.0,0.0,0.0,0.1958,0.0
spinach,fixing,gemini-2.0-flash,0.7667,0.7733,0.8867,0.9133,0.9733,0.7667,0.7933,0.78,0.7467,0.8136,0.9152,0.014,0.8039,0.8713,0.8616,0.8323,,,,,,0.0267,0.0,0.0133,0.12,0.7733,0.8551,0.04,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gemini-2.5-flash,0.8733,0.8667,0.84,0.9667,0.9733,0.84,0.6533,0.7333,0.6667,0.9042,0.9076,0.0213,0.8107,0.7627,0.8087,0.799,,,,,,0.0867,0.04,0.0467,0.1733,0.6844,0.7901,0.086675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0013,0.0
spinach,fixing,gemini-2.5-pro,0.8067,0.8133,0.7667,0.9733,0.98,0.8067,0.5933,0.5533,0.54,0.9041,0.9203,0.0175,0.8446,0.7701,0.7532,0.7434,,,,,,0.06,0.02,0.0133,0.14,0.5622,0.7556,0.058325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-2025-04-14,0.9067,0.76,0.92,0.9267,1.0,0.76,0.6333,0.6467,0.6333,0.9275,0.9078,0.0,0.8206,0.8455,0.8494,0.8417,,,,,,0.0333,0.0333,0.0467,0.1133,0.6378,0.8455,0.056650000000000006,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-mini-2025-04-14,0.8533,0.7533,0.88,0.98,0.9667,0.7467,0.5667,0.5733,0.5533,0.9138,0.8935,0.0165,0.7935,0.7759,0.7902,0.7916,,,,,,0.0267,0.02,0.04,0.1267,0.5644,0.7859,0.05335,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-nano-2025-04-14,0.76,0.44,0.5933,0.7067,0.6133,0.3133,0.26,0.24,0.5333,0.6881,0.4969,0.1927,0.3241,0.3253,0.3042,0.5406,,,,,,0.2,0.1733,0.0867,0.1867,0.3444,0.39,0.161675,,,,,,,,,,,,,,,,,0.0,0.0,0.0182,0.0011,0.6556,0.0,0.0,0.0,0.0182,0.0011,0.6556,0.0
spinach,fixing,gpt-4o,0.9533,0.8067,0.8933,0.9667,0.9533,0.78,0.6133,0.5933,0.5933,0.7168,0.7235,0.0362,0.5894,0.5886,0.579,0.5889,,,,,,0.3,0.2933,0.22,0.3267,0.6,0.5855,0.285,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-5,0.94,0.84,0.94,0.9733,0.78,0.6267,0.7267,0.62,0.6533,0.9592,0.8977,0.22,0.6842,0.8527,0.7902,0.816,,,,,,0.3533,0.3533,0.3333,0.3867,0.6667,0.8196,0.35665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,gpt-5-mini,0.8933,0.7867,0.8733,0.9333,0.7467,0.5533,0.7133,0.74,0.7067,0.9262,0.8639,0.2516,0.5143,0.7875,0.8356,0.8049,,,,,,0.5267,0.4733,0.5067,0.48,0.72,0.8093,0.496675,,,,,,,,,,,,,,,,,0.0,0.001,0.0005,0.0011,0.0,0.0,0.0,0.001,0.0005,0.0011,0.0,0.0
spinach,fixing,gpt-5-nano,0.8533,0.7467,0.8267,0.9867,0.8067,0.5533,0.6333,0.6533,0.6133,0.9005,0.8363,0.1806,0.5846,0.7468,0.8044,0.7705,,,,,,0.4133,0.3533,0.3533,0.5133,0.6333,0.7739,0.4083,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,grok-3-mini,0.8933,0.8533,0.9,0.98,0.9867,0.84,0.4067,0.4667,0.4267,0.9354,0.9374,0.0133,0.7327,0.6547,0.7053,0.6644,,,,,,0.08,0.0867,0.1,0.26,0.4334,0.6748,0.13167500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
spinach,fixing,llama3.1:70b,0.5933,0.5467,0.72,0.8267,0.9667,0.54,0.2533,0.2667,0.24,0.7508,0.8176,0.0107,0.7583,0.5101,0.5157,0.5142,,,,,,0.0,0.06,0.0667,0.06,0.2533,0.5133,0.046674999999999994,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,llama3.1:8b,0.12,0.04,0.1733,0.1267,0.56,0.0267,0.02,0.0133,0.02,0.4342,0.3653,0.1351,0.2416,0.1657,0.1654,0.1914,,,,,,0.0,0.0,0.0067,0.0,0.0178,0.1742,0.001675,,,,,,,,,,,,,,,,,0.0318,0.377,0.2148,0.1325,0.968,0.0625,0.0318,0.377,0.2148,0.1325,0.968,0.0625
spinach,fixing,mistral-small:24b,0.7867,0.5,0.66,0.8733,0.9467,0.48,0.5,0.54,0.52,0.8546,0.718,0.0254,0.63,0.727,0.7243,0.7362,,,,,,0.12,0.06,0.1533,0.16,0.52,0.7292,0.12332499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,o3,0.8,0.7667,0.9133,0.92,0.9667,0.7467,0.3733,0.38,0.3733,0.8361,0.8607,0.0242,0.7798,0.5516,0.5745,0.5787,,,,,,0.1333,0.1067,0.0533,0.16,0.3755,0.5683,0.11332500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1334,0.0,0.0,0.0,0.0,0.0,0.1334,0.0
spinach,zero-shot,deepseek-chat,0.3267,0.1467,0.46,0.44,0.5933,0.0667,0.2639,,,0.5802,0.4454,0.1324,0.2234,0.5272,,,0.3267,0.4867,0.5133,0.6,0.1267,0.04,0.04,0.16,0.24,0.2639,0.5272,0.12,0.3219178082191781,0.5,0.5813835616438356,0.538575,0.4375,0.47674418604651164,0.3793103448275862,0.45454545454545453,0.5973154362416108,0.0,0.1319805369127517,0.2017,0.1259259259259259,0.3333333333333333,0.4375155555555555,0.5165466666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-reasoner,0.1933,0.12,0.4133,0.2933,0.8533,0.1067,0.2153,,,0.4896,0.4069,0.0397,0.296,0.4904,,,0.2867,0.42,0.32,0.8067,0.18,0.0467,0.06,0.0333,0.0667,0.2153,0.4904,0.051675,0.208955223880597,0.0625,0.497255223880597,0.425325,0.41379310344827586,0.4,0.2986111111111111,0.16666666666666666,0.8461538461538461,1.0,0.04164615384615385,0.0,0.12949640287769784,0.0,0.40775107913669056,0.39601818181818177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.0-flash,0.4,0.12,0.4267,0.4333,0.6267,0.06,0.4861,,,0.6502,0.4575,0.1144,0.238,0.7066,,,0.44,0.3933,0.5867,0.6533,0.2067,0.0,0.0,0.0067,0.2133,0.4861,0.7066,0.055,0.4142857142857143,0.2,0.6616807142857143,0.48970000000000014,0.3953488372093023,0.6190476190476191,0.5384615384615384,0.3963963963963964,0.65,0.3,0.11421571428571428,0.11739,0.12096774193548387,0.11538461538461539,0.45975000000000005,0.4465576923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-flash,0.3333,0.1933,0.46,0.56,0.8733,0.1933,0.3542,,,0.6132,0.4771,0.0137,0.3001,0.6329,,,0.3933,0.4933,0.54,0.8533,0.2533,0.0467,0.04,0.0533,0.28,0.3542,0.6329,0.10500000000000001,0.3435114503816794,0.2631578947368421,0.6258366412213741,0.525921052631579,0.4755244755244755,0.14285714285714285,0.5524475524475524,0.7142857142857143,0.8758620689655172,0.8,0.011386206896551725,0.08,0.2014388489208633,0.09090909090909091,0.4768194244604316,0.48002727272727275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-pro,0.3333,0.2267,0.5533,0.3467,0.8333,0.2133,0.2153,,,0.6705,0.5482,0.0182,0.4079,0.4816,,,0.38,0.5533,0.3733,0.8133,0.26,0.0067,0.0133,0.06,0.06,0.2153,0.4816,0.035,0.34306569343065696,0.23076923076923078,0.6781985401459854,0.5888923076923077,0.5547945205479452,0.5,0.34782608695652173,0.3333333333333333,0.8299319727891157,1.0,0.018612244897959183,0.0,0.23776223776223776,0.0,0.554616083916084,0.41800000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-2025-04-14,0.3867,0.2067,0.5533,0.4267,0.6267,0.1467,0.2847,,,0.6766,0.6119,0.0999,0.3611,0.5693,,,0.4067,0.5467,0.5267,0.6333,0.1667,0.0,0.0133,0.04,0.0867,0.2847,0.5693,0.035,0.3900709219858156,0.3333333333333333,0.6851907801418439,0.5412666666666667,0.5503355704697986,1.0,0.46534653465346537,0.3469387755102041,0.6308724832214765,0.0,0.09943959731543622,0.1667,0.2108843537414966,0.0,0.6123931972789116,0.5878333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
