dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2)_x,p(A1=A3+A4)_x,p(A1>A3)_x,p(A1>A4)_x,p(A3∅A4)_x,p(A4=A1|3)_x,p(A1=A2)_y,p(A1=A3+A4)_y,p(A1>A3)_y,p(A1>A4)_y,p(A3∅A4)_y,p(A4=A1|3)_y
qawiki,wikidata,gpt-4.1-nano-2025-04-14,0.2973,0.0608,0.3378,0.5,0.8919,0.0405,,,,0.4626,0.338,0.0369,0.3131,,,,,,,,,0.1149,0.0946,0.75,0.1622,,,0.28042500000000004,,,,,,,,,,,,,,,,,0.0551,0.8949,0.962,0.0002,0.0,0.2266,0.0551,0.8949,0.962,0.0002,0.0,0.2266
qawiki,wikidata,gpt-4o,0.9189,0.7905,0.8311,0.8716,0.1622,0.0,,,,0.9189,0.8295,0.8328,0.0811,,,,,,,,,0.9189,0.9257,0.8514,0.9392,,,0.9088,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
qawiki,wikidata,gpt-5,0.8176,0.6351,0.7838,0.7635,0.5,0.1486,,,,0.8892,0.7796,0.4891,0.306,,,,,,,,,0.6622,0.6486,0.5405,0.5946,,,0.611475,,,,,,,,,,,,,,,,,0.0001,0.0662,0.1279,0.3038,0.9967,0.9408,0.0001,0.0662,0.1279,0.3038,0.9967,0.9408
qawiki,wikidata,gpt-5-mini,0.8446,0.6959,0.7973,0.8041,0.3784,0.1014,,,,0.8914,0.8215,0.6117,0.2384,,,,,,,,,0.7162,0.7568,0.6622,0.75,,,0.7212999999999999,,,,,,,,,,,,,,,,,0.0004,0.0035,0.0401,0.0925,1.0,0.8281,0.0004,0.0035,0.0401,0.0925,1.0,0.8281
qawiki,wikidata,gpt-5-nano,0.7703,0.5946,0.7297,0.7973,0.4865,0.1081,,,,0.8297,0.7449,0.5045,0.3213,,,,,,,,,0.7162,0.6689,0.5608,0.6892,,,0.658775,,,,,,,,,,,,,,,,,0.0,0.0007,0.0586,0.0098,0.9992,0.6875,0.0,0.0007,0.0586,0.0098,0.9992,0.6875
qawiki,wikidata,gpt-oss:20b,0.28,0.1867,0.42,0.3733,0.8267,0.1067,,,,0.4299,0.3768,0.1137,0.2707,,,,,,,,,0.2467,0.24,0.24,0.2867,,,0.25335,,,,,,,,,,,,,,,,,0.0121,0.3238,0.2664,0.3258,0.7214,0.1938,0.0121,0.3238,0.2664,0.3258,0.7214,0.1938
qawiki,wikidata,grok-3-mini,0.2703,0.2027,0.5,0.4054,0.8919,0.1824,,,,0.4757,0.461,0.0465,0.3278,,,,,,,,,0.0878,0.1081,0.1351,0.1757,,,0.126675,,,,,,,,,,,,,,,,,0.8998,0.8365,0.3179,0.3776,0.6682,0.5841,0.8998,0.8365,0.3179,0.3776,0.6682,0.5841
qawiki,wikidata,llama3.1:70b,0.14,0.0467,0.1867,0.16,0.6467,0.0133,,,,0.3889,0.3251,0.1026,0.1818,,,,,,,,,0.0067,0.0133,0.04,0.04,,,0.025,,,,,,,,,,,,,,,,,0.9331,0.7461,0.5,0.9157,0.9733,0.75,0.9331,0.7461,0.5,0.9157,0.9733,0.75
qawiki,wikidata,llama3.1:8b,0.02,0.0,0.08,0.0533,0.78,0.0,,,,0.18,0.1406,0.0613,0.0632,,,,,,,,,0.0,0.0,0.0267,0.0133,,,0.01,,,,,,,,,,,,,,,,,0.3125,1.0,0.1334,0.0195,0.9965,1.0,0.3125,1.0,0.1334,0.0195,0.9965,1.0
qawiki,wikidata,mistral-small:24b,0.777,0.6284,0.7162,0.723,0.2703,0.0068,,,,0.8561,0.7402,0.7019,0.1199,,,,,,,,,0.6824,0.6757,0.7838,0.8243,,,0.7415499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9954,0.5,0.0,0.0,0.0,0.0,0.9954,0.5
qawiki,wikidata,o3,0.3514,0.2162,0.527,0.3378,0.8581,0.1419,,,,0.5997,0.5264,0.0895,0.3936,,,,,,,,,0.1824,0.1892,0.1622,0.1757,,,0.177375,,,,,,,,,,,,,,,,,0.0401,0.0669,0.0266,0.1744,0.0436,0.1938,0.0401,0.0669,0.0266,0.1744,0.0436,0.1938
qawiki,zero-shot,deepseek-chat,0.2067,0.1467,0.4133,0.3667,0.62,0.06,0.1892,,,0.4229,0.374,0.1295,0.2266,0.3911,,,0.2267,0.5133,0.5467,0.62,0.1333,0.0867,0.1067,0.2267,0.2133,0.1892,0.3911,0.15835,0.2108843537414966,0.0,0.4231775510204082,0.41076666666666667,0.34285714285714286,0.43478260869565216,0.2903225806451613,0.3865546218487395,0.62,,0.12948333333333334,,0.1366906474820144,0.2727272727272727,0.3640539568345324,0.5001363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-reasoner,0.1267,0.08,0.2867,0.2,0.82,0.0733,0.1284,,,0.3114,0.2858,0.0324,0.2096,0.3168,,,0.2333,0.3067,0.2067,0.8067,0.12,0.0467,0.0733,0.0533,0.08,0.1284,0.3168,0.063325,0.125,0.13636363636363635,0.3130390625,0.3015818181818182,0.2896551724137931,0.2,0.19310344827586207,0.4,0.8263888888888888,0.6666666666666666,0.030047916666666667,0.08888333333333333,0.08391608391608392,0.0,0.28695594405594405,0.2624714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.0-flash,0.24,0.1267,0.3533,0.3733,0.6533,0.04,0.3378,,,0.4918,0.4092,0.1247,0.2673,0.5812,,,0.26,0.4067,0.6467,0.6467,0.1867,0.0,0.0133,0.0,0.02,0.3378,0.5812,0.008324999999999999,0.23776223776223776,0.2857142857142857,0.5012944055944056,0.2976142857142857,0.359375,0.3181818181818182,0.5652173913043478,0.33858267716535434,0.6618705035971223,0.5454545454545454,0.12981942446043165,0.060036363636363645,0.10483870967741936,0.23076923076923078,0.4076370967741935,0.4164423076923077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-flash,0.2667,0.22,0.4467,0.3467,0.84,0.18,0.2635,,,0.5316,0.4667,0.0481,0.3643,0.5294,,,0.3933,0.4533,0.3533,0.8267,0.2133,0.0667,0.0733,0.1067,0.1267,0.2635,0.5294,0.09335000000000002,0.2857142857142857,0.1935483870967742,0.5463605042016806,0.4749870967741935,0.44755244755244755,0.42857142857142855,0.3448275862068966,0.4,0.8424657534246576,0.75,0.04912397260273973,0.00925,0.2206896551724138,0.2,0.4744262068965517,0.24247999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-pro,0.2333,0.1467,0.3133,0.2867,0.7867,0.14,0.25,,,0.5551,0.4852,0.0282,0.405,0.5869,,,0.3333,0.3067,0.3,0.8,0.1733,0.0333,0.0267,0.0467,0.0667,0.25,0.5869,0.04335,0.25190839694656486,0.10526315789473684,0.562512213740458,0.5036631578947369,0.30344827586206896,0.6,0.2785714285714286,0.4,0.7972972972972973,0.0,0.027546621621621623,0.0763,0.15172413793103448,0.0,0.4836668965517241,0.52896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-2025-04-14,0.28,0.0933,0.4,0.3333,0.6267,0.06,0.1486,,,0.5868,0.4502,0.093,0.3232,0.4286,,,0.3267,0.4,0.5333,0.6267,0.06,0.02,0.02,0.0867,0.08,0.1486,0.4286,0.051675,0.2937062937062937,0.0,0.6051944055944056,0.21027142857142858,0.39864864864864863,0.5,0.39361702127659576,0.23214285714285715,0.6266666666666667,,0.09300266666666665,,0.09333333333333334,,0.4502473333333334,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-mini-2025-04-14,0.26,0.1133,0.4467,0.3533,0.56,0.04,0.1419,,,0.5869,0.4461,0.1613,0.2639,0.4164,,,0.3467,0.4867,0.6867,0.56,0.06,0.02,0.02,0.0667,0.06,0.1419,0.4164,0.041675,0.2846715328467153,0.0,0.596556204379562,0.48513846153846163,0.40384615384615385,0.46938775510204084,0.59375,0.288135593220339,0.56,,0.1613446666666667,,0.09655172413793103,0.6,0.43762137931034484,0.6916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-nano-2025-04-14,0.2333,0.0933,0.42,0.3467,0.64,0.02,0.1554,,,0.4494,0.3785,0.1699,0.2108,0.3468,,,0.4933,0.5267,0.4933,0.54,0.98,0.0667,0.1,0.1933,0.1333,0.1554,0.3468,0.12332499999999999,0.27472527472527475,0.1694915254237288,0.4892725274725274,0.38782711864406777,0.4444444444444444,0.3974358974358974,0.35365853658536583,0.3382352941176471,0.6391752577319587,0.6415094339622641,0.18549690721649487,0.14137169811320754,,0.09333333333333334,,0.37850066666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4o,0.42,0.32,0.4867,0.4733,0.6133,0.0533,0.3311,,,0.5844,0.5272,0.3016,0.1985,0.5283,,,0.4267,0.5067,0.5267,0.6133,0.3933,0.2867,0.3133,0.3533,0.48,0.3311,0.5283,0.358325,0.41843971631205673,0.4444444444444444,0.5899326241134751,0.49702222222222225,0.4888888888888889,0.4857142857142857,0.5,0.4696969696969697,0.6133333333333333,,0.30155933333333335,,0.3263157894736842,0.3090909090909091,0.5591484210526315,0.47192727272727264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5,0.68,0.5733,0.7333,0.74,0.58,0.1867,0.7162,,,0.7996,0.748,0.3975,0.3737,0.8468,,,0.6733,0.7133,0.7333,0.6067,0.24,0.5467,0.5267,0.4467,0.5267,0.7162,0.8468,0.5116999999999999,0.7022900763358778,0.5263157894736842,0.8083290076335877,0.7391157894736842,0.7278911564625851,1.0,0.7414965986394558,0.6666666666666666,0.5958904109589042,0.0,0.3867691780821918,0.7894749999999999,0.5704225352112676,0.625,0.7419345070422536,0.8558125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-mini,0.72,0.5933,0.7267,0.7533,0.52,0.12,0.7297,,,0.7998,0.7254,0.4686,0.2931,0.8281,,,0.68,0.7267,0.7533,0.5467,0.1667,0.6333,0.6,0.54,0.6533,0.7297,0.8281,0.6066499999999999,0.734375,0.6363636363636364,0.8183835937499999,0.6915363636363636,0.7297297297297297,0.5,0.7602739726027398,0.5,0.5352112676056338,0.25,0.4527528169014084,0.75,0.5874125874125874,0.7142857142857143,0.7244447552447552,0.7455428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5-nano,0.56,0.4733,0.6533,0.6933,0.5933,0.1133,0.5878,,,0.6779,0.6566,0.3823,0.3472,0.7523,,,0.5467,0.6467,0.6467,0.5333,0.1933,0.5333,0.5067,0.44,0.6067,0.5878,0.7523,0.521675,0.5606060606060606,0.5555555555555556,0.6825121212121212,0.6438111111111111,0.6642335766423357,0.5384615384615384,0.6834532374100719,0.8181818181818182,0.5725190839694656,0.7368421052631579,0.39954580152671754,0.2631578947368421,0.463768115942029,0.5833333333333334,0.6470021739130436,0.7668583333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-oss:20b,0.1933,0.1667,0.3867,0.3467,0.84,0.08,,,,0.3969,0.3603,0.1059,0.2296,,,,0.24,0.3733,0.3333,0.8133,0.1267,0.16,0.1933,0.1733,0.2533,,,0.194975,0.19424460431654678,0.18181818181818182,0.4047374100719424,0.2979727272727273,0.37142857142857144,0.6,0.3333333333333333,0.6666666666666666,0.855072463768116,0.6666666666666666,0.09701739130434783,0.20833333333333334,0.17482517482517482,0.0,0.37452097902097903,0.07072857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,grok-3-mini,0.3133,0.2333,0.4733,0.3867,0.9,0.1867,,,,0.5919,0.5091,0.0644,0.3688,,,,0.3933,0.4867,0.3667,0.9133,0.2133,0.0933,0.1,0.1133,0.1933,,,0.124975,0.3333333333333333,0.16666666666666666,0.6150325757575759,0.42261111111111105,0.4791666666666667,0.3333333333333333,0.3724137931034483,0.8,0.9178082191780822,0.25,0.05896986301369863,0.260725,0.2328767123287671,0.25,0.5076445205479452,0.5617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:70b,0.18,0.0533,0.18,0.2,0.7333,0.0133,,,,0.3871,0.2833,0.1062,0.1601,,,,0.1933,0.78,0.6,0.7333,0.0267,0.0267,0.0467,0.06,0.0867,,,0.055025,0.18243243243243243,0.0,0.38931013513513507,0.22725,0.25,0.17391304347826086,0.1590909090909091,0.2169811320754717,0.7333333333333333,,0.10615266666666666,,0.05405405405405406,0.0,0.2809716216216216,0.4524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,llama3.1:8b,0.0067,0.0067,0.0467,0.0067,0.8733,0.0,,,,0.1259,0.0996,0.0318,0.0491,,,,0.9533,0.8533,0.8133,0.2933,0.9733,0.0133,0.0,0.0267,0.0467,,,0.021675,0.0,0.006944444444444444,0.126,0.12587500000000001,0.058823529411764705,0.045112781954887216,0.0,0.008130081300813009,0.9310344827586207,0.859504132231405,0.01005862068965517,0.03701570247933884,0.0,0.00684931506849315,0.041675,0.10114794520547947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,mistral-small:24b,0.4662,0.2838,0.4797,0.5,0.4054,0.0,,,,0.6336,0.5209,0.4368,0.1897,,,,0.5203,0.5203,0.4932,0.4054,0.8514,0.3041,0.3446,0.4257,0.4189,,,0.373325,0.49264705882352944,0.16666666666666666,0.6545286764705882,0.397,,0.4797297297297297,0.3333333333333333,0.503448275862069,0.40540540540540543,,0.43675878378378374,,0.18181818181818182,0.30158730158730157,0.46777272727272723,0.5301222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,o3,0.277,0.1622,0.4392,0.2905,0.7905,0.1149,0.2703,,,0.5359,0.4399,0.1039,0.3346,0.5218,,,0.3514,0.4257,0.3243,0.7973,0.1892,0.1622,0.1689,0.1757,0.1419,0.2703,0.5218,0.162175,0.2962962962962963,0.07692307692307693,0.5572992592592593,0.31313846153846153,0.4305555555555556,0.75,0.3006993006993007,0.0,0.8085106382978723,0.42857142857142855,0.09302198581560284,0.32209999999999994,0.16058394160583941,0.18181818181818182,0.43258540145985397,0.5307181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,classification,deepseek-chat,0.9667,0.84,0.58,0.8867,0.62,0.5,0.5,0.4933,0.5267,0.9946,0.9418,0.3543,0.5562,0.7006,0.6845,0.7188,,,,,,0.2,0.2,0.2533,0.42,0.5067,0.7013,0.268325,,,,,,,,,,,,,,,,,0.0,0.0,0.0124,0.0,0.2253,0.0,0.0,0.0,0.0124,0.0,0.2253,0.0
spinach,classification,deepseek-reasoner,0.8867,0.82,0.5267,0.8533,0.68,0.5,0.4533,0.4933,0.48,0.925,0.8933,0.315,0.4892,0.6603,0.6361,0.6065,,,,,,0.2333,0.18,0.3467,0.4067,0.4755,0.6343,0.291675,,,,,,,,,,,,,,,,,0.0,0.0,0.015,0.0,0.9998,0.0,0.0,0.0,0.015,0.0,0.9998,0.0
spinach,classification,gemini-2.0-flash,0.8867,0.86,1.0,0.9667,0.6467,0.5533,0.4267,0.38,0.3467,0.9208,0.8928,0.261,0.5597,0.6547,0.593,0.5749,0.8867,0.58,,,0.48,0.1467,0.14,1.0,0.3867,0.3845,0.6075,0.41835,0.8866666666666667,,0.9208019999999999,,1.0,1.0,,,,,,,0.7272727272727273,0.8705035971223022,0.7234454545454546,0.9062539568345322,0.0,0.0,0.0,0.0,0.638,0.0,0.0,0.0,0.0,0.0,0.638,0.0
spinach,classification,gemini-2.5-flash,0.9267,0.9133,1.0,0.9667,0.9,0.82,0.3667,0.3733,0.3467,0.9461,0.9416,0.0934,0.8052,0.6205,0.6056,0.624,0.8733,0.94,,,0.8,0.0933,0.0733,1.0,0.1733,0.3622,0.6167,0.334975,0.9545454545454546,0.7222222222222222,0.9570704545454546,0.86605,1.0,1.0,,,,,,,0.927007299270073,0.7692307692307693,0.943807299270073,0.918123076923077,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.0,0.0288,0.0
spinach,classification,gemini-2.5-pro,0.8,0.7667,1.0,0.88,0.92,0.7067,0.38,0.3467,0.3067,0.8609,0.8735,0.0743,0.7962,0.6403,0.6053,0.6075,0.86,0.9267,,,0.7333,0.1,0.12,1.0,0.1533,0.3445,0.6177,0.343325,0.8837209302325582,0.2857142857142857,0.9027387596899225,0.6038714285714286,1.0,1.0,,,,,,,0.7898550724637681,0.5,0.8985391304347826,0.5849333333333333,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
spinach,classification,gpt-4.1-2025-04-14,0.9267,0.8533,0.6467,0.96,0.84,0.7067,0.2667,0.2667,0.3,0.9788,0.9758,0.1376,0.8143,0.6085,0.5578,0.6019,0.94,0.64,,,0.7133,0.0333,0.0333,0.0867,0.16,0.2778,0.5894,0.078325,0.9577464788732394,0.375,0.9904464788732396,0.7726625,0.6442953020134228,1.0,,,,,,,0.8551724137931035,0.8,0.976524827586207,0.95556,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
spinach,classification,gpt-4.1-mini-2025-04-14,0.9467,0.82,0.5733,0.9,0.7467,0.5733,0.3667,0.3867,0.4267,0.9793,0.9461,0.2379,0.6587,0.5982,0.6016,0.6552,0.9267,0.48,,,0.5867,0.1867,0.18,0.14,0.3067,0.3934,0.6183,0.20335,0.9645390070921985,0.6666666666666666,0.9811787234042554,0.9497777777777778,0.5769230769230769,0.5714285714285714,,,,,,,0.835820895522388,0.6875,0.9504776119402986,0.90921875,0.0,0.0,0.3899,0.0,0.0,0.0,0.0,0.0,0.3899,0.0,0.0,0.0
spinach,classification,gpt-4.1-nano-2025-04-14,0.9733,0.5867,0.7467,0.5933,0.3733,0.0,0.9867,0.9933,0.9867,0.9733,0.7567,0.6267,0.0067,0.9867,0.9933,0.9867,0.7933,0.38,,,1.0,1.0,0.9733,0.74,0.5867,0.9889,0.9889,0.8250000000000001,0.967479674796748,1.0,0.967479674796748,1.0,0.7111111111111111,0.7619047619047619,,,,,,,,0.5866666666666667,,0.7566666666666667,0.0,0.0,0.0004,0.0022,0.9999,1.0,0.0,0.0,0.0004,0.0022,0.9999,1.0
spinach,classification,gpt-4o,0.98,0.94,0.9733,0.9867,0.3933,0.3333,0.6867,0.2133,0.22,0.4551,0.9869,0.601,0.3765,0.3163,0.2912,0.3005,0.9667,0.8067,,,0.7533,0.54,0.54,0.56,0.62,0.3733,0.3027,0.5650000000000001,0.9863013698630136,0.75,0.46196849315068494,0.205875,0.975609756097561,0.9629629629629629,,,,,,,0.8918918918918919,0.9557522123893806,0.9816567567567568,0.9886159292035397,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
spinach,classification,gpt-5,0.9333,0.86,1.0,0.9733,0.7,0.5667,0.62,0.6067,0.6133,0.9625,0.9308,0.2946,0.6592,0.7761,0.787,0.7876,0.9267,0.9867,,,0.6267,0.3,0.2933,1.0,0.3867,0.6133,0.7836,0.495,0.9640287769784173,0.5454545454545454,0.977064748201439,0.7784272727272726,1.0,1.0,,,,,,,0.8920863309352518,0.45454545454545453,0.942163309352518,0.7873363636363636,0.0,0.0,0.0,0.0,0.7142,0.0,0.0,0.0,0.0,0.0,0.7142,0.0
spinach,classification,gpt-5-mini,0.9,0.6267,1.0,0.76,0.6533,0.3,0.6467,0.6333,0.62,0.9204,0.7496,0.3467,0.4298,0.7631,0.7637,0.7533,0.8667,0.9533,,,0.3667,0.4667,0.4333,1.0,0.4467,0.6333,0.76,0.586675,0.9078014184397163,0.7777777777777778,0.9295539007092197,0.7777777777777778,1.0,1.0,,,,,,,0.6357142857142857,0.5,0.7527078571428572,0.7059599999999999,0.0,0.0063,0.0,0.151,0.1537,0.0002,0.0,0.0063,0.0,0.151,0.1537,0.0002
spinach,classification,gpt-5-nano,0.7533,0.7,1.0,0.78,0.2067,0.0067,0.1133,0.5133,0.1,0.7567,0.7682,0.7933,0.0769,0.1208,0.5185,0.11,0.7667,0.8667,,,0.1133,0.12,0.1333,1.0,0.02,0.2422,0.2498,0.31832499999999997,0.7867647058823529,0.42857142857142855,0.7904411764705882,0.42857142857142855,1.0,1.0,,,,,,,0.746268656716418,0.3125,0.8014395522388059,0.48958124999999997,0.0102,0.0,0.0,0.007,1.0,1.0,0.0102,0.0,0.0,0.007,1.0,1.0
spinach,classification,gpt-oss:20b,0.6267,0.4667,1.0,0.7,0.8467,0.3733,0.3133,0.26,0.2933,0.7483,0.7751,0.0876,0.58,0.4812,0.4713,0.4501,0.6467,0.8733,,,0.3733,0.1667,0.12,1.0,0.2533,0.2889,0.4675,0.385,0.6413793103448275,0.2,0.7509186206896552,0.67222,1.0,1.0,,,,,,,0.4652777777777778,0.5,0.7704819444444444,0.8852333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
spinach,classification,grok-3-mini,0.9,0.7467,1.0,0.8733,0.88,0.6333,0.4533,0.3867,0.4067,0.9583,0.9379,0.1106,0.77,0.6843,0.6474,0.6459,0.9067,0.9467,,,0.6733,0.1067,0.1067,1.0,0.18,0.4156,0.6592,0.34835,0.9416058394160584,0.46153846153846156,0.9814963503649635,0.7135461538461538,1.0,1.0,,,,,,,0.7569444444444444,0.5,0.9414145833333332,0.8539,0.0,0.0,0.0,0.0,0.5722,0.0,0.0,0.0,0.0,0.0,0.5722,0.0
spinach,classification,llama3.1:70b,0.8067,0.5933,1.0,0.86,0.94,0.5667,0.2333,0.22,0.24,0.9024,0.8631,0.0235,0.7901,0.5097,0.4861,0.5062,0.8067,0.16,,,0.58,0.0067,0.02,1.0,0.0467,0.2311,0.5007,0.26835,0.8108108108108109,0.5,0.901745945945946,0.95455,1.0,1.0,,,,,,,0.6057692307692307,0.5652173913043478,0.8776028846153847,0.8301760869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,classification,llama3.1:8b,0.2067,0.0533,1.0,0.3133,0.7,0.0333,0.0467,0.0333,0.0267,0.6022,0.5033,0.0949,0.3606,0.324,0.2737,0.2779,0.7533,0.1133,,,0.84,0.0,0.0,1.0,0.0,0.0356,0.2919,0.25,0.0,0.2152777777777778,0.5413,0.6047055555555556,1.0,1.0,,,,,,,0.0,0.061068702290076333,0.4970631578947369,0.5041839694656488,0.0,0.0039,0.0,0.0,0.9818,0.0312,0.0,0.0039,0.0,0.0,0.9818,0.0312
spinach,classification,mistral-small:24b,0.84,0.5067,1.0,0.74,0.78,0.3733,0.36,0.2467,0.3067,0.9167,0.7588,0.1898,0.5804,0.5832,0.4896,0.5246,0.8867,0.0,,,0.6267,0.12,0.1267,1.0,0.1533,0.3045,0.5325,0.35,0.8865248226950354,0.1111111111111111,0.9291106382978722,0.7224888888888888,,1.0,,,,,,,0.5,0.5067567567567568,0.5,0.7623445945945946,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,classification,o3,0.8,0.78,0.5333,0.88,0.94,0.7333,0.38,0.36,0.3867,0.9275,0.878,0.0537,0.8104,0.6588,0.5964,0.6194,0.8267,0.52,,,0.76,0.12,0.1,0.0933,0.1333,0.3756,0.6249,0.11165,0.821917808219178,0.0,0.9392719178082192,0.49702500000000005,0.528169014084507,0.625,,,,,,,0.8,0.5,0.8868642857142858,0.7538799999999999,0.0,0.0,0.889,0.0,0.2403,0.0,0.0,0.0,0.889,0.0,0.2403,0.0
spinach,fixing,deepseek-chat,0.8267,0.7467,0.8867,0.9533,0.96,0.7333,0.4667,0.46,0.5067,0.9232,0.9161,0.0239,0.7704,0.7327,0.7319,0.752,,,,,,0.0533,0.0533,0.12,0.1733,0.4778,0.7389,0.09997500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,deepseek-reasoner,0.6467,0.5333,0.6667,0.8467,0.8933,0.5,0.1933,0.1733,0.1667,0.8036,0.8206,0.0845,0.7548,0.4319,0.4514,0.4066,,,,,,0.0467,0.06,0.0867,0.0467,0.1778,0.43,0.060024999999999995,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1958,0.0,0.0,0.0,0.0,0.0,0.1958,0.0
spinach,fixing,gemini-2.0-flash,0.7667,0.7733,0.8867,0.9133,0.9733,0.7667,0.7933,0.78,0.7467,0.8136,0.9152,0.014,0.8039,0.8713,0.8616,0.8323,,,,,,0.0267,0.0,0.0133,0.12,0.7733,0.8551,0.04,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gemini-2.5-flash,0.8733,0.8667,0.8467,0.9667,0.9733,0.84,0.6533,0.7333,0.6667,0.9042,0.9076,0.0213,0.8107,0.7627,0.8087,0.799,,,,,,0.0867,0.04,0.0467,0.1733,0.6844,0.7901,0.086675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gemini-2.5-pro,0.8067,0.8133,0.7733,0.9733,0.98,0.8067,0.5933,0.5533,0.54,0.9041,0.9203,0.0175,0.8446,0.7701,0.7532,0.7434,,,,,,0.06,0.02,0.02,0.14,0.5622,0.7556,0.060000000000000005,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-2025-04-14,0.9067,0.76,0.9467,0.9267,1.0,0.76,0.6333,0.6467,0.6333,0.9275,0.9078,0.0,0.8206,0.8455,0.8494,0.8417,,,,,,0.0333,0.0333,0.0733,0.1133,0.6378,0.8455,0.06330000000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
