Q_ID,dataset,llm,R(1-2),R(1-3),R(1-4),R(3-4),R(1-34)
93,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
94,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
95,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
96,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
97,synthetic,gpt-oss:20b,Equivalence,Disjoint,Contains,Disjoint,Equivalence
98,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
99,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
100,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
101,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
102,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
103,synthetic,gpt-oss:20b,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
104,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
105,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
106,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
107,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
108,synthetic,gpt-oss:20b,Equivalence,Equivalence,Contains,Equivalence,Equivalence
109,synthetic,gpt-oss:20b,Contains,Contains,Contains,Disjoint,Equivalence
110,synthetic,gpt-oss:20b,Equivalence,Contains,Equivalence,Disjoint,Equivalence
111,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
112,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
113,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
114,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
115,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
116,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
117,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
118,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
119,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
120,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
121,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
122,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
123,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
124,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
125,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Contains
126,synthetic,gpt-oss:20b,Equivalence,Equivalence,Contains,Disjoint,Equivalence
127,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
128,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
129,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
130,synthetic,gpt-oss:20b,Disjoint,Contains,Contains,Disjoint,Equivalence
131,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
132,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
133,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
134,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
135,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
136,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
137,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
138,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
139,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
140,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
141,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
142,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
143,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
144,synthetic,gpt-oss:20b,ContainedBy,ContainedBy,Disjoint,Disjoint,ContainedBy
145,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Overlap,Equivalence
146,synthetic,gpt-oss:20b,ContainedBy,Contains,Contains,Disjoint,Equivalence
147,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
148,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
149,synthetic,gpt-oss:20b,Equivalence,Contains,Contains,Disjoint,Equivalence
0,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
1,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
2,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
3,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
4,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
5,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
6,synthetic,deepseek-chat,Overlap,Contains,Contains,Disjoint,Equivalence
7,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
8,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
9,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
10,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
11,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
12,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
13,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
14,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
15,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
16,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
17,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
18,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
19,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
20,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
21,synthetic,deepseek-chat,Overlap,ContainedBy,Overlap,Disjoint,Equivalence
22,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
23,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
24,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
25,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
26,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
27,synthetic,deepseek-chat,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
28,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
29,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
30,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
31,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
32,synthetic,deepseek-chat,Equivalence,Overlap,Overlap,Disjoint,Overlap
33,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
34,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
35,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
36,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
37,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
38,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
39,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
40,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Overlap
41,synthetic,deepseek-chat,Overlap,ContainedBy,Contains,Disjoint,Equivalence
42,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
43,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
44,synthetic,deepseek-chat,Equivalence,Contains,ContainedBy,Disjoint,Equivalence
45,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
46,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Disjoint
47,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Disjoint
48,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
49,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
50,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
51,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
52,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
53,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
54,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
55,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
56,synthetic,deepseek-chat,Disjoint,ContainedBy,Contains,Disjoint,Equivalence
57,synthetic,deepseek-chat,Equivalence,Overlap,Overlap,Disjoint,Disjoint
58,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
59,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
60,synthetic,deepseek-chat,Equivalence,Overlap,Overlap,Disjoint,Equivalence
61,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
62,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
63,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
64,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
65,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
66,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
67,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
68,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
69,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
70,synthetic,deepseek-chat,Equivalence,Overlap,ContainedBy,Equivalence,Equivalence
71,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
72,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
73,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
74,synthetic,deepseek-chat,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
75,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
76,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
77,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
78,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
79,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
80,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
81,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
82,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
83,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
84,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
85,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
86,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
87,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
88,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Disjoint
89,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
90,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
91,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
92,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
93,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Disjoint
94,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
95,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
96,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
97,synthetic,deepseek-chat,Equivalence,Overlap,ContainedBy,Disjoint,Equivalence
98,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
99,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Disjoint
100,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
101,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
102,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
103,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
104,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
105,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
106,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
107,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
108,synthetic,deepseek-chat,Equivalence,Equivalence,Disjoint,Disjoint,Disjoint
109,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
110,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
111,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
112,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
113,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
114,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
115,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
116,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
117,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
118,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
119,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
120,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
121,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
122,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
123,synthetic,deepseek-chat,Equivalence,Equivalence,Contains,Disjoint,Disjoint
124,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Disjoint
125,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
126,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
127,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
128,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
129,synthetic,deepseek-chat,Equivalence,Disjoint,Contains,Disjoint,Equivalence
130,synthetic,deepseek-chat,Disjoint,ContainedBy,Contains,Disjoint,Equivalence
131,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
132,synthetic,deepseek-chat,Equivalence,Disjoint,Contains,Disjoint,Equivalence
133,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
134,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
135,synthetic,deepseek-chat,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
136,synthetic,deepseek-chat,Equivalence,Contains,Contains,Disjoint,Equivalence
137,synthetic,deepseek-chat,Equivalence,ContainedBy,ContainedBy,Disjoint,Disjoint
138,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
139,synthetic,deepseek-chat,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
140,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
141,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
142,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
143,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
144,synthetic,deepseek-chat,Overlap,ContainedBy,Disjoint,Disjoint,Disjoint
145,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
146,synthetic,deepseek-chat,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
147,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
148,synthetic,deepseek-chat,Equivalence,Contains,Disjoint,Disjoint,Equivalence
149,synthetic,deepseek-chat,Equivalence,Contains,Overlap,Disjoint,Equivalence
0,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
1,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
2,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
3,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
4,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
5,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
6,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
7,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
8,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
9,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
10,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
11,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
12,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
13,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
14,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
15,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
16,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
17,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
18,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
19,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
20,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
21,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Overlap,Overlap,Disjoint,Disjoint
22,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
23,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
24,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Overlap,Overlap,Disjoint,Equivalence
25,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
26,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
27,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
28,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
29,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
30,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
31,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
32,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
33,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
34,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
35,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
36,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
37,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
38,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
39,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
40,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
41,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Overlap,Contains,Disjoint,Equivalence
42,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
43,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
44,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
45,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
46,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
47,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
48,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
49,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
50,synthetic,gpt-4.1-mini-2025-04-14,Contains,Contains,Overlap,Disjoint,Equivalence
51,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
52,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
53,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
54,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
55,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
56,synthetic,gpt-4.1-mini-2025-04-14,Disjoint,ContainedBy,Overlap,Disjoint,Equivalence
57,synthetic,gpt-4.1-mini-2025-04-14,Contains,Overlap,Overlap,Disjoint,Equivalence
58,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
59,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
60,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Overlap,Overlap,Disjoint,Equivalence
61,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
62,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
63,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
64,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
65,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,ContainedBy,Contains,Disjoint,Equivalence
66,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
67,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
68,synthetic,gpt-4.1-mini-2025-04-14,Overlap,ContainedBy,Overlap,Disjoint,Equivalence
69,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,ContainedBy,Disjoint,Equivalence
70,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Equivalence,Equivalence
71,synthetic,gpt-4.1-mini-2025-04-14,Contains,Contains,Contains,Disjoint,Equivalence
72,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
73,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
74,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
75,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
76,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
77,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
78,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Contains,Disjoint,Equivalence
79,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
80,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
81,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
82,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Overlap,Disjoint,Equivalence
83,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
84,synthetic,gpt-4.1-mini-2025-04-14,ContainedBy,Contains,Overlap,Disjoint,Equivalence
85,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
86,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Disjoint,Disjoint,Equivalence
87,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,ContainedBy,Overlap,Disjoint,Equivalence
88,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Contains,Disjoint,Equivalence
89,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Equivalence,Disjoint,Equivalence
90,synthetic,gpt-4.1-mini-2025-04-14,Equivalence,Contains,Disjoint,Disjoint,Equivalence
