new_Q_ID,dataset,Q_ID,Q1,Q2,Q3,Q4,A1,A2,A3,A4,golden_llm,golden_action,llm_rank,?A1=A2,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,idk_A1,idk_A2,idk_A3,idk_A4,n_consistent_zeroshot,n_consistent_all_actions,n_consistent_llms,overall_consistency_ratio,?A1=A2_ratio,?A1>A3_ratio,?A1>A4_ratio,?A3∅A4_ratio,?A4=A1|3_ratio,idk_A1_ratio,idk_A2_ratio,idk_A3_ratio,idk_A4_ratio,at_least_one_restriction_ratio
spinach-6,spinach,6,In which countries are the Himalayas located?,Which countries do the Himalayas span?,In which countries with a population of less than one million are the Himalayas located?,In which countries with a population of at least one million are the Himalayas located?,"['India', 'China', 'Bhutan', 'Nepal', 'Pakistan']","['India', 'China', 'Bhutan', 'Nepal', 'Pakistan']",['Bhutan'],"['India', 'Pakistan', 'China', 'Nepal']",o3,zero-shot,1,1,1,1,1,1,0,0,0,0,4,27,15,0.38571428571428573,0.7285714285714285,0.9,0.8428571428571429,0.7428571428571429,0.5285714285714286,0.014285714285714285,0.0,0.21428571428571427,0.014285714285714285,0.9857142857142858
spinach-60,spinach,60,Which continents did the Roman Empire span?,What continents did the Roman Empire spread over?,On which continent did the Roman Empire start?,To which continents did the Roman Empire expand beyond the first continent?,"['Asia', 'Africa', 'Europe']","['Asia', 'Africa', 'Europe']",['Europe'],"['Asia', 'Africa']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,11,43,17,0.6142857142857143,0.9428571428571428,0.9571428571428572,0.9285714285714286,0.7857142857142857,0.7428571428571429,0.014285714285714285,0.014285714285714285,0.17142857142857143,0.0,0.9857142857142858
spinach-61,spinach,61,What countries have Spanish as a national language?,Which countries recognize Spanish as an official language?,What countries have Spanish as an official language and do not have a non-Indo-European official language?,What countries have Spanish and a non-Indo-European language as official languages?,"['Nicaragua', 'Peru', 'Guatemala', 'Mexico', 'El Salvador', 'Paraguay', 'Ecuador', 'Spain', 'Dominican Republic', 'Costa Rica', 'Panama', 'Equatorial Guinea', 'Argentina', 'Bolivia', 'Colombia', 'Venezuela', 'Cuba', 'Honduras', 'Chile', 'Uruguay']","['Nicaragua', 'Peru', 'Guatemala', 'Mexico', 'El Salvador', 'Paraguay', 'Ecuador', 'Spain', 'Dominican Republic', 'Costa Rica', 'Panama', 'Equatorial Guinea', 'Argentina', 'Bolivia', 'Colombia', 'Venezuela', 'Cuba', 'Honduras', 'Chile', 'Uruguay']","['Argentina', 'Honduras', 'Dominican Republic', 'Costa Rica', 'Nicaragua', 'Panama', 'Colombia', 'Venezuela', 'El Salvador', 'Guatemala', 'Cuba', 'Mexico', 'Chile', 'Uruguay', 'Equatorial Guinea', 'Spain']","['Peru', 'Bolivia', 'Paraguay', 'Ecuador']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,12,11,0.17142857142857143,0.6142857142857143,0.9142857142857143,0.8285714285714286,0.6142857142857143,0.3,0.04285714285714286,0.02857142857142857,0.21428571428571427,0.08571428571428572,1.0
spinach-62,spinach,62,In what colleges did Albert Einstein teach professionally?,At which colleges did Albert Einstein work as a teacher?,At which colleges did Albert Einstein hold a permanent teaching position?,At which colleges did Albert Einstein teach as a temporary teaching position?,"['German Charles-Ferdinand University in Prague', 'California Institute of Technology', 'University of Zurich', 'Friedrich Wilhelm University of Berlin', 'University of Bern', 'Swiss Federal Institute of Technology in Zurich', 'Leiden University']","['German Charles-Ferdinand University in Prague', 'California Institute of Technology', 'University of Zurich', 'Friedrich Wilhelm University of Berlin', 'University of Bern', 'Swiss Federal Institute of Technology in Zurich', 'Leiden University']","['University of Zurich', 'German University in Prague', 'Humboldt University of Berlin', 'Swiss Federal Institute of Technology in Zurich']","['Leiden University', 'University of Oxford', 'California Institute of Technology', 'University of Bern']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,5,5,0.07142857142857142,0.4857142857142857,0.5,0.5571428571428572,0.8,0.34285714285714286,0.12857142857142856,0.14285714285714285,0.22857142857142856,0.2571428571428571,0.9
spinach-63,spinach,63,What TV shows did Shawnee Smith appear in?,In which TV shows did Shawnee Smith appear?,In what TV shows did Shawnee Smith appear in only one episode?,In what TV shows did Shawnee Smith appear in multiple episodes?,"['The Stand', 'Kim Possible', 'Easy Street', 'Grace Under Fire', 'The Tom Show', 'Silver Spoons', 'Traveling in Packs', 'Becker', 'The X-Files', 'Arsenio', 'Brand New Life', 'Lucky Chances', 'Cagney & Lacey', 'The Outer Limits', 'Murder, She Wrote', 'All Is Forgiven', ""It's Your Move"", 'The Cosby Show', 'Anger Management', 'Greetings from Tucson']","['The Stand', 'Kim Possible', 'Easy Street', 'Grace Under Fire', 'The Tom Show', 'Silver Spoons', 'Traveling in Packs', 'Becker', 'The X-Files', 'Arsenio', 'Brand New Life', 'Lucky Chances', 'Cagney & Lacey', 'The Outer Limits', 'Murder, She Wrote', 'All Is Forgiven', ""It's Your Move"", 'The Cosby Show', 'Anger Management', 'Greetings from Tucson']","['Easy Street', 'The Fresh Prince of Bel-Air', 'The Tom Show', 'Silver Spoons', 'Charles in Charge', 'Arsenio', 'The X-Files', 'Crime Story', 'Annie McGuire', 'Players', 'Blossom', 'The Twilight Zone', 'Cagney & Lacey', 'The Outer Limits', 'Murder, She Wrote', 'Empty Nest', 'The Client', 'The Nightmare Room', 'All Is Forgiven', 'Kindred: The Embraced', ""Who's the Boss?"", ""It's Your Move"", 'Tracey Takes On...']","['Lucky Chances', 'The Stand', 'Traveling in Packs', 'Grace Under Fire', 'Anger Management', 'The Tom Show']",gemini-2.5-flash,fixing,6,1,1,1,1,1,0,0,0,0,0,3,3,0.04285714285714286,0.5,0.5428571428571428,0.5428571428571428,0.5142857142857142,0.17142857142857143,0.2714285714285714,0.2857142857142857,0.4857142857142857,0.2857142857142857,0.7857142857142857
spinach-64,spinach,64,What countries share a land or maritime border with Spain?,Which countries share a land or maritime border with Spain?,"What countries share a land or martiime border with Spain, but not both?",What countries share both a land and maritime border with Spain?,"['Algeria', 'United Kingdom', 'Italy', 'Morocco', 'Portugal', 'France', 'Andorra']","['Algeria', 'United Kingdom', 'Italy', 'Morocco', 'France', 'Portugal', 'Andorra']","['Algeria', 'Italy', 'Andorra']","['Morocco', 'United Kingdom', 'Portugal', 'France']",o3,zero-shot,1,1,1,1,1,1,0,0,0,0,3,14,11,0.2,0.6428571428571429,0.6285714285714286,0.8428571428571429,0.7285714285714285,0.4142857142857143,0.014285714285714285,0.014285714285714285,0.24285714285714285,0.07142857142857142,1.0
spinach-65,spinach,65,Which television productions have been filmed in New York City?,Which television series have been filmed in New York?,Which television comedies have been filmed in New York?,Which television series have been filmed in New York and are not comedies?,"['The Code', 'The Crowded Room', 'For Life', 'The Defenders', 'The Good Fight', 'Unbreakable Kimmy Schmidt', 'Sex and the City', 'Gotham', 'Vinyl', 'The Undoing', 'Shades of Blue', 'Harlem', 'Happy!', 'Law & Order: Special Victims Unit', 'Master of None', 'Law & Order: Organized Crime', 'God Friended Me', 'Forever', 'The Good Wife', 'Run the World', 'Blue Bloods', 'Dietland', 'The Deuce', 'Limitless', 'East New York', 'Nurse Jackie', 'Ramy', 'Billions', 'Gypsy', 'The Knick', 'And Just Like That...', 'The Endgame', 'The Carrie Diaries', 'Iron Fist', 'Boardwalk Empire', 'Orange Is the New Black', 'Pose', 'Succession', 'Inventing Anna', 'The Blacklist: Redemption', 'Russian Doll', 'Last Week Tonight with John Oliver', 'Dickinson', 'The Get Down', 'Manifest', 'Severance', 'Lipstick Jungle', 'Only Murders in the Building', 'Wu-Tang: An American Saga', 'Law & Order: Criminal Intent', 'Federal Bureau of Investigation', 'Godfather of Harlem', 'The Late Show with Stephen Colbert', 'White Collar', 'Mr. Robot', 'Power', 'The Path', 'Damages', 'Blindspot', 'Gossip Girl', 'Flight of the Conchords', 'The Tonight Show Starring Jimmy Fallon', 'The Equalizer', 'The Blacklist', 'WeCrashed', 'The Sinner', 'The Gilded Age', 'The Punisher', 'High Fidelity', 'High Maintenance', ""She's Gotta Have It"", 'Lincoln Rhyme: Hunt for the Bone Collector', 'Royal Pains', 'Madam Secretary', 'Tell Me a Story', 'Bored to Death', 'Younger', 'New Amsterdam', 'Oz', 'Prodigal Son', 'The Daily Show', 'The Following', 'The Marvelous Mrs. Maisel', 'Broad City', 'Luke Cage', 'The Other Two', 'Saturday Night Live', 'Girls', 'Ugly Betty', 'Sweetbitter', 'Daredevil', 'Law & Order', 'Instinct', 'City on a Hill', 'Person of Interest', 'Kevin Can Wait', 'Jessica Jones', 'Awkwafina Is Nora from Queens', 'Federal Bureau of Investigation: Most Wanted', 'Bridge and Tunnel', 'Life & Beth', 'Louie', 'The Village', 'Elementary', 'The Americans']","['The Code', 'The Crowded Room', 'For Life', 'The Defenders', 'The Good Fight', 'Unbreakable Kimmy Schmidt', 'Sex and the City', 'Gotham', 'Vinyl', 'The Undoing', 'Shades of Blue', 'Harlem', 'Happy!', 'Law & Order: Special Victims Unit', 'Master of None', 'Law & Order: Organized Crime', 'God Friended Me', 'Forever', 'The Good Wife', 'Run the World', 'Blue Bloods', 'Dietland', 'The Deuce', 'Limitless', 'East New York', 'Nurse Jackie', 'Ramy', 'Billions', 'Gypsy', 'The Knick', 'And Just Like That...', 'The Endgame', 'The Carrie Diaries', 'Iron Fist', 'Boardwalk Empire', 'Orange Is the New Black', 'Pose', 'Succession', 'Inventing Anna', 'The Blacklist: Redemption', 'Russian Doll', 'Last Week Tonight with John Oliver', 'Dickinson', 'The Get Down', 'Manifest', 'Severance', 'Lipstick Jungle', 'Only Murders in the Building', 'Wu-Tang: An American Saga', 'Law & Order: Criminal Intent', 'Federal Bureau of Investigation', 'Godfather of Harlem', 'The Late Show with Stephen Colbert', 'White Collar', 'Mr. Robot', 'Power', 'The Path', 'Damages', 'Blindspot', 'Gossip Girl', 'Flight of the Conchords', 'The Tonight Show Starring Jimmy Fallon', 'The Equalizer', 'The Blacklist', 'WeCrashed', 'The Sinner', 'The Gilded Age', 'The Punisher', 'High Fidelity', 'High Maintenance', ""She's Gotta Have It"", 'Lincoln Rhyme: Hunt for the Bone Collector', 'Royal Pains', 'Madam Secretary', 'Tell Me a Story', 'Bored to Death', 'Younger', 'New Amsterdam', 'Oz', 'Prodigal Son', 'The Daily Show', 'The Following', 'The Marvelous Mrs. Maisel', 'Broad City', 'Luke Cage', 'The Other Two', 'Saturday Night Live', 'Girls', 'Ugly Betty', 'Sweetbitter', 'Daredevil', 'Law & Order', 'Instinct', 'City on a Hill', 'Person of Interest', 'Kevin Can Wait', 'Jessica Jones', 'Awkwafina Is Nora from Queens', 'Federal Bureau of Investigation: Most Wanted', 'Bridge and Tunnel', 'Life & Beth', 'Louie', 'The Village', 'Elementary', 'The Americans']","['Nurse Jackie', 'The Late Show with Stephen Colbert', 'And Just Like That...', 'Saturday Night Live', 'Unbreakable Kimmy Schmidt', 'Sex and the City', 'Girls', 'Ugly Betty', 'The Tonight Show Starring Jimmy Fallon', '30 Rock', 'High Maintenance', 'Master of None', 'Royal Pains', 'Younger', 'Russian Doll', 'The Daily Show', 'Dickinson', 'Last Week Tonight with John Oliver', 'The Rehearsal', 'The Marvelous Mrs. Maisel', 'Sesame Street', 'The Cosby Show', 'Broad City', 'Spin City', 'Only Murders in the Building']","['The Code', 'Law & Order: Criminal Intent', 'Luke Cage', 'Federal Bureau of Investigation', 'The Crowded Room', 'Godfather of Harlem', 'East New York', 'Billions', 'For Life', 'Gypsy', 'The Knick', 'The Defenders', 'White Collar', 'Mr. Robot', 'The Good Fight', 'Power', 'The Path', 'Gotham', 'Damages', 'Blindspot', 'Vinyl', 'The Endgame', 'Gossip Girl', 'The Undoing', 'Sweetbitter', 'Daredevil', 'Shades of Blue', 'The Equalizer', 'Iron Fist', 'Law & Order', 'Boardwalk Empire', 'Instinct', 'Pose', 'City on a Hill', 'The Blacklist', 'WeCrashed', 'The Sinner', 'Person of Interest', 'The Gilded Age', 'Jessica Jones', 'The Punisher', 'Law & Order: Special Victims Unit', 'Lincoln Rhyme: Hunt for the Bone Collector', 'Federal Bureau of Investigation: Most Wanted', 'Law & Order: Organized Crime', 'Succession', 'Madam Secretary', 'Inventing Anna', 'Tell Me a Story', 'The Blacklist: Redemption', 'Limitless', 'New Amsterdam', 'Oz', 'The Village', 'Prodigal Son', 'Elementary', 'Forever', 'The Good Wife', 'The Americans', 'The Get Down', 'The Following', 'Blue Bloods', 'The Deuce', 'Manifest', 'Severance', 'Wu-Tang: An American Saga']",gemini-2.5-flash,fixing,6,1,1,1,1,1,0,0,0,0,0,5,5,0.09259259259259259,0.5740740740740741,0.5925925925925926,0.5925925925925926,0.6296296296296297,0.2222222222222222,0.2777777777777778,0.25925925925925924,0.35185185185185186,0.24074074074074073,0.8888888888888888
spinach-66,spinach,66,What movies did Tupac star in?,In which movies did Tupac act?,In what movies did Tupac give a musical performance?,In what movies did Tupac star but did not give a musical performance?,"['Poetic Justice', 'Bullet', ""Gridlock'd"", 'Above the Rim', 'Nothing but Trouble', 'Gang Related', 'Juice']","['Poetic Justice', 'Bullet', ""Gridlock'd"", 'Above the Rim', 'Nothing but Trouble', 'Gang Related', 'Juice']",['Nothing but Trouble'],"['Poetic Justice', 'Bullet', 'Above the Rim', 'Gang Related', 'Juice']",o3,fixing,1,1,1,1,1,1,0,0,0,0,0,4,3,0.05714285714285714,0.5857142857142857,0.5428571428571428,0.7,0.6285714285714286,0.21428571428571427,0.04285714285714286,0.07142857142857142,0.4142857142857143,0.17142857142857143,0.8857142857142857
spinach-67,spinach,67,Who has played Lex Luthor?,Which actors have portrayed Lex Luthor?,Who has played Lex Luthor in live-action adaptations?,Who has played Lex Luthor but never in live-action adaptations?,"['Michael Rosenbaum', 'Kevin Spacey', 'James Marsters', 'Jesse Eisenberg', 'Dee Bradley Baker', 'Stanley Jones', 'Rainn Wilson', 'Lyle Talbot', 'Travis Willingham', 'Clancy Brown', 'Sherman Howard', 'Steve Blum', 'Scott James Wells', 'Corey Burton', 'Max Mittelman', 'Kevin Michael Richardson', 'Gene Hackman', 'Michael Cudlitz', 'James Woods', 'Mark Rolston', 'Fred Tatasciore', 'Nolan North', 'Chris Noth', 'Titus Welliver', 'Tony Hale', 'Giancarlo Esposito', 'Marc Maron', 'John Shea', 'Anthony LaPaglia', 'Will Friedle', 'Michael Bell', 'Joe J. Thomas', 'Jon Cryer']","['Michael Rosenbaum', 'Kevin Spacey', 'James Marsters', 'Jesse Eisenberg', 'Dee Bradley Baker', 'Stanley Jones', 'Rainn Wilson', 'Lyle Talbot', 'Travis Willingham', 'Clancy Brown', 'Sherman Howard', 'Steve Blum', 'Scott James Wells', 'Corey Burton', 'Max Mittelman', 'Kevin Michael Richardson', 'Gene Hackman', 'Michael Cudlitz', 'James Woods', 'Mark Rolston', 'Fred Tatasciore', 'Nolan North', 'Chris Noth', 'Titus Welliver', 'Tony Hale', 'Giancarlo Esposito', 'Marc Maron', 'John Shea', 'Anthony LaPaglia', 'Will Friedle', 'Michael Bell', 'Joe J. Thomas', 'Jon Cryer']","['Gene Hackman', 'Nicholas Hoult', 'Michael Rosenbaum', 'Michael Cudlitz', 'Kevin Spacey', 'Sherman Howard', 'Jesse Eisenberg', 'Jon Cryer', 'Scott James Wells', 'Titus Welliver', 'John Shea', 'Lyle Talbot']","['James Marsters', 'James Horan', 'Dee Bradley Baker', 'Stanley Jones', 'Rainn Wilson', 'Brian T. Delaney', 'Travis Willingham', 'Clancy Brown', 'Steve Blum', 'Gideon Emery', 'Corey Burton', 'Kevin Michael Richardson', 'Robin Atkin Downes', 'Mark Rolston', 'James Woods', 'Fred Tatasciore', 'Nolan North', 'Chris Noth', 'Powers Boothe', 'John DiMaggio', 'Tony Hale', 'Giancarlo Esposito', 'Marc Maron', 'Anthony LaPaglia', 'Michael Bell', 'Ted Knight']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,8,7,0.11428571428571428,0.4857142857142857,0.45714285714285713,0.6142857142857143,0.7,0.2,0.18571428571428572,0.18571428571428572,0.22857142857142856,0.3142857142857143,0.8714285714285714
spinach-68,spinach,68,What were the names of Henry VIII's confirmed children?,Can you list the names of the confirmed children of Henry VIII?,What were the names of Henry VIII's confirmed legitimate children?,What were the names of Henry VIII's confirmed illegitimate children?,"['Mary I', 'Elizabeth I', 'Henry FitzRoy', 'Edward VI']","['Mary I', 'Elizabeth I', 'Henry FitzRoy', 'Edward VI']","['Mary I', 'Elizabeth I', 'Edward VI']",['Henry FitzRoy'],o3,zero-shot,1,1,1,1,1,1,0,0,0,0,1,7,6,0.1,0.6857142857142857,0.6571428571428571,0.4714285714285714,0.9571428571428572,0.32857142857142857,0.014285714285714285,0.04285714285714286,0.15714285714285714,0.12857142857142856,1.0
spinach-69,spinach,69,Which countries have territories in Oceania?,Which countries are located in Oceania in whole or in part?,Which countries are entirely contained in Oceania?,Which countries are only partially (not fully) contained in Oceania?,"['Tonga', 'Papua New Guinea', 'Australia', 'France', 'Federated States of Micronesia', 'United Kingdom of Great Britain and Northern Ireland', 'Indonesia', 'Nauru', 'Vanuatu', 'United States of America', 'Fiji', 'Kiribati', 'Cook Islands', 'Marshall Islands', 'Niue', 'Palau', 'Tuvalu', 'Solomon Islands', 'Samoa', 'New Zealand', 'Chile']","['Tonga', 'Papua New Guinea', 'Australia', 'France', 'Federated States of Micronesia', 'United Kingdom of Great Britain and Northern Ireland', 'Indonesia', 'Nauru', 'Vanuatu', 'United States of America', 'Fiji', 'Kiribati', 'Cook Islands', 'Marshall Islands', 'Niue', 'Palau', 'Tuvalu', 'Solomon Islands', 'Samoa', 'New Zealand', 'Chile']","['Fiji', 'Tuvalu', 'Kiribati', 'Marshall Islands', 'Papua New Guinea', 'Solomon Islands', 'Tonga', 'Samoa', 'Australia', 'Nauru', 'New Zealand', 'Federated States of Micronesia', 'Vanuatu', 'Palau']","['United States of America', 'United Kingdom', 'Indonesia', 'France', 'Chile']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,10,9,0.14285714285714285,0.3,0.6285714285714286,0.5714285714285714,0.7857142857142857,0.3142857142857143,0.04285714285714286,0.04285714285714286,0.2,0.02857142857142857,0.8857142857142857
spinach-7,spinach,7,What are the major legal streaming platforms that have offered the Hunter × Hunter anime series in the United States?,Which major licensed streaming services have provided access to the Hunter × Hunter anime series in the United States?,Which subscription-based video streaming services in the United States have offered the Hunter × Hunter anime series?,Which ad-supported or free video streaming services in the United States have offered the Hunter × Hunter anime series?,"['Peacock', 'Hulu', 'Crunchyroll', 'Amazon Prime Video', 'Netflix', 'The Roku Channel', 'Tubi']","['Peacock', 'Hulu', 'Crunchyroll', 'Amazon Prime Video', 'Netflix', 'The Roku Channel', 'Tubi']","['Peacock', 'Hulu', 'Crunchyroll', 'Amazon Prime Video', 'Netflix']",['Tubi'],gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.07407407407407407,0.7222222222222222,0.7407407407407407,0.5555555555555556,0.5370370370370371,0.2962962962962963,0.16666666666666666,0.18518518518518517,0.3888888888888889,0.35185185185185186,0.8888888888888888
spinach-70,spinach,70,What states does the Sierra Nevada run through in the United States?,Which states does the Sierra Nevada run through in the United States?,Which states with a Democratic governor does the Sierra Nevada run through in the United States?,Which states without a Democratic governor does the Sierra Nevada run through in the United States?,"['California', 'Nevada']","['California', 'Nevada']",['California'],['Nevada'],gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,10,36,14,0.5142857142857142,0.9285714285714286,0.9571428571428572,0.8285714285714286,0.7142857142857143,0.6142857142857143,0.014285714285714285,0.014285714285714285,0.2,0.014285714285714285,1.0
spinach-71,spinach,71,Who has Stephen Ireland played for?,For which teams has Stephen Ireland played?,Which teams has Stephen Ireland played for in the English Premier League?,Which teams has Stephen Ireland played for outside the English Premier League?,"['Aston Villa', 'Republic of Ireland', 'Stoke City', 'Cobh Ramblers', 'Newcastle United', 'Manchester City', 'Bolton Wanderers']","['Aston Villa', 'Republic of Ireland', 'Stoke City', 'Cobh Ramblers', 'Newcastle United', 'Manchester City', 'Bolton Wanderers']","['Aston Villa', 'Newcastle United', 'Stoke City', 'Manchester City']","['Republic of Ireland', 'Bolton Wanderers']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,11,11,0.15714285714285714,0.5571428571428572,0.6285714285714286,0.6142857142857143,0.8,0.35714285714285715,0.17142857142857143,0.15714285714285714,0.18571428571428572,0.24285714285714285,0.9571428571428572
spinach-72,spinach,72,Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?,"Who are the celebrities Brody Jenner has dated, either confirmed or rumored?",Which celebrities has Brody Jenner confirmed to have dated?,Which celebrities has Brody Jenner been rumored but not confirmed to have dated?,"['Jayde Nicole', 'Cora Skinner', 'Tia Blanco', 'Josie Canseco', 'Bryana Holly', 'Nicole Richie', 'Avril Lavigne', 'Lauren Conrad', 'Kristin Cavallari', 'Kaitlynn Carter']","['Jayde Nicole', 'Cora Skinner', 'Tia Blanco', 'Josie Canseco', 'Bryana Holly', 'Nicole Richie', 'Avril Lavigne', 'Lauren Conrad', 'Kristin Cavallari', 'Kaitlynn Carter']","['Jayde Nicole', 'Tia Blanco', 'Josie Canseco', 'Bryana Holly', 'Nicole Richie', 'Avril Lavigne', 'Lauren Conrad', 'Kristin Cavallari', 'Kaitlynn Carter']",['Cora Skinner'],gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,8,7,0.11428571428571428,0.5428571428571428,0.7857142857142857,0.6142857142857143,0.5857142857142857,0.2857142857142857,0.24285714285714285,0.22857142857142856,0.45714285714285713,0.42857142857142855,0.9142857142857143
spinach-73,spinach,73,What countries are members of NAFTA?,Which countries are in NAFTA?,What countries are members of NAFTA and in Latin America?,What countries are members of NAFTA but not in Latin America?,"['Mexico', 'United States of America', 'Canada']","['Mexico', 'United States of America', 'Canada']",['Mexico'],"['United States of America', 'Canada']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,9,37,16,0.5285714285714286,0.9,0.8714285714285714,0.8857142857142857,0.8571428571428571,0.6857142857142857,0.04285714285714286,0.04285714285714286,0.15714285714285714,0.02857142857142857,1.0
spinach-74,spinach,74,What books did Louis Sachar write?,Which books has Louis Sachar write?,Which books did Louis Sachar write that were adapted into movies?,Which books did Louis Sachar write that were not adapted into movies?,"['Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Super Fast, Out of Control!', 'Dogs Do Not Tell Jokes', 'Someday Angeline', 'Marvin Redpost: Why Pick on Me?', ""Stanley Yelnats' Survival Guide to Camp Green Lake"", 'Wayside School Gets a Little Stranger', 'Sideways Arithmetic from Wayside School', 'Marvin Redpost: Class President', 'Fuzzy Mud', 'Marvin Redpost: A Flying Birthday Cake?', 'Holes', 'Sideways Stories from Wayside School', ""Johnny's in the Basement"", 'Small Steps', 'More Sideways Arithmetic from Wayside School', 'The Boy Who Lost His Face', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Is He a Girl?', 'The Cardturner: A Novel About a King, a Queen, and a Joker', 'Marvin Redpost: A Magic Crystal?', 'Wayside School is Falling Down', 'Sixth Grade Secrets', ""There's a Boy in the Girls' Bathroom"", ""Marvin Redpost: Alone in His Teacher's House""]","['Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Super Fast, Out of Control!', 'Dogs Do Not Tell Jokes', 'Someday Angeline', 'Marvin Redpost: Why Pick on Me?', ""Stanley Yelnats' Survival Guide to Camp Green Lake"", 'Wayside School Gets a Little Stranger', 'Sideways Arithmetic from Wayside School', 'Marvin Redpost: Class President', 'Fuzzy Mud', 'Marvin Redpost: A Flying Birthday Cake?', 'Holes', 'Sideways Stories from Wayside School', ""Johnny's in the Basement"", 'Small Steps', 'More Sideways Arithmetic from Wayside School', 'The Boy Who Lost His Face', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Is He a Girl?', 'The Cardturner: A Novel About a King, a Queen, and a Joker', 'Marvin Redpost: A Magic Crystal?', 'Wayside School is Falling Down', 'Sixth Grade Secrets', ""There's a Boy in the Girls' Bathroom"", ""Marvin Redpost: Alone in His Teacher's House""]","['Sideways Stories from Wayside School', 'Holes']","['Wayside School Beneath the Cloud of Doom', 'Marvin Redpost: Super Fast, Out of Control!', 'Dogs Do Not Tell Jokes', 'The Cardturner: A Novel About A King, A Queen, And A Joker', 'Marvin Redpost: Why Pick on Me?', 'Someday Angeline', ""Stanley Yelnats' Survival Guide to Camp Green Lake"", 'Wayside School Gets a Little Stranger', 'Sideways Arithmetic from Wayside School', 'Marvin Redpost: Class President', 'There’s a Boy in the Girls’ Bathroom', 'Fuzzy Mud', 'Marvin Redpost: A Flying Birthday Cake?', ""Johnny's in the Basement"", 'Small Steps', 'More Sideways Arithmetic from Wayside School', 'The Boy Who Lost His Face', 'Marvin Redpost: Kidnapped at Birth?', 'Marvin Redpost: Is He a Girl?', 'Marvin Redpost: A Magic Crystal?', 'Wayside School is Falling Down', 'Sixth Grade Secrets', ""Marvin Redpost: Alone in His Teacher's House""]",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,16,11,0.22857142857142856,0.4857142857142857,0.8142857142857143,0.5714285714285714,0.8571428571428571,0.37142857142857144,0.18571428571428572,0.15714285714285714,0.21428571428571427,0.22857142857142856,1.0
spinach-75,spinach,75,What states share a border with Tennessee?,Which states does Tennessee border?,What states share a border with Tennessee but not with Illinois?,What states share a border with Tennessee and Illinois?,"['Georgia', 'Arkansas', 'Kentucky', 'Alabama', 'Virginia', 'Mississippi', 'North Carolina', 'Missouri']","['Georgia', 'Arkansas', 'Kentucky', 'Alabama', 'Virginia', 'Mississippi', 'North Carolina', 'Missouri']","['Georgia', 'Arkansas', 'Alabama', 'Virginia', 'Mississippi', 'North Carolina']","['Kentucky', 'Missouri']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,8,32,14,0.45714285714285713,0.8,0.9428571428571428,0.8428571428571429,0.7142857142857143,0.5285714285714286,0.014285714285714285,0.014285714285714285,0.15714285714285714,0.014285714285714285,0.9857142857142858
spinach-76,spinach,76,What educational institutions did Sir Isaac Newton attend?,Which educational institutions did Sir Isaac Newton attend?,What tertiary-level educational institutions did Sir Isaac Newton attend?,What primary and secondary-level educational institutions did Sir Isaac Newton attend?,"['Trinity College, Cambridge', ""The King's School, Grantham""]","['Trinity College, Cambridge', ""The King's School, Grantham""]","['Trinity College, University of Cambridge']","[""The King's School, Grantham""]",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,18,14,0.2571428571428571,0.7285714285714285,0.6142857142857143,0.6571428571428571,0.8857142857142857,0.5142857142857142,0.014285714285714285,0.014285714285714285,0.17142857142857143,0.07142857142857142,0.9857142857142858
