q1	ql1	ql2
http://qawiki.org/entity/Q476	What elementary particles interact with the weak force?	Which fundamental particles are mediated by the weak interaction?
http://qawiki.org/entity/Q551	What are the official languages of the European Union?	What are the official languages of the EU?
http://qawiki.org/entity/Q551	What are the official languages of the European Union?	What official languages does the E.U. have?
http://qawiki.org/entity/Q552	How many official languages of the European Union are there?	How many official languages are there of the European Union?
http://qawiki.org/entity/Q552	How many official languages of the European Union are there?	How many official languages does the E.U. have?
http://qawiki.org/entity/Q552	How many official languages of the European Union are there?	How many official languages does the European Union have?
http://qawiki.org/entity/Q115	What is the most common cause of death among F1 drivers?	What is the leading cause of death among Formula One drivers?
http://qawiki.org/entity/Q116	Which asthma drugs are carcinogenic?	Which asthma drugs can cause cancer?
http://qawiki.org/entity/Q116	Which asthma drugs are carcinogenic?	Which medications for asthma increase cancer risk?
http://qawiki.org/entity/Q117	Which countries are named after plants?	Which countries' names are taken from plants?
http://qawiki.org/entity/Q118	Which telescopes are based in Chile?	What telescopes are Chilean?
http://qawiki.org/entity/Q118	Which telescopes are based in Chile?	What telescopes are found in Chile?
http://qawiki.org/entity/Q119	What is the chemical symbol for Potassium?	What is Potassium's symbol?
http://qawiki.org/entity/Q119	What is the chemical symbol for Potassium?	What is the element symbol for Potassium?
http://qawiki.org/entity/Q120	What is the Twitter account of Elon Musk?	What is Elon Musk's Twitter handle?
http://qawiki.org/entity/Q120	What is the Twitter account of Elon Musk?	What is the Twitter ID of Musk?
http://qawiki.org/entity/Q121	Which alkali metals are in period 4?	What alkali metal is in period four?
http://qawiki.org/entity/Q121	Which alkali metals are in period 4?	What alkali metal is in the fourth period?
http://qawiki.org/entity/Q123	Which species endemic to Chile are endangered?	Which endangered species are endemic to Chile?
http://qawiki.org/entity/Q123	Which species endemic to Chile are endangered?	Which endangered species are only found in Chile?
http://qawiki.org/entity/Q124	What country has the most nuclear power plants?	Which country has the highest number of nuclear power stations?
http://qawiki.org/entity/Q125	Which country has the most official languages?	Which country has the highest number of official languages?
http://qawiki.org/entity/Q126	When did ICLR start?	When did the International Conference on Learning Representations start?
http://qawiki.org/entity/Q126	When did ICLR start?	When was the first ICLR?
http://qawiki.org/entity/Q431	How many siblings does Cristiano Ronaldo have?	How many brothers and sisters does Cristiano Ronaldo have?
http://qawiki.org/entity/Q432	What is the tallest mountain on Earth?	What is the highest mountain in the world?
http://qawiki.org/entity/Q433	What is the capital of Qatar?	What is the capital city of Qatar?
http://qawiki.org/entity/Q433	What is the capital of Qatar?	What is the Qatari capital?
http://qawiki.org/entity/Q435	How many goals did Lionel Messi score for FC Barcelona?	How many goals did Messi score for Barcelona?
http://qawiki.org/entity/Q435	How many goals did Lionel Messi score for FC Barcelona?	How many goals did Messi score for FC Barcelona?
http://qawiki.org/entity/Q436	For which team did Lionel Messi score the most goals?	With which team did Messi score the most goals?
http://qawiki.org/entity/Q437	In which year did World War II start?	What year did WWII begin?
http://qawiki.org/entity/Q438	Which non-human animals have been sent into space?	What animals were launched into space?
http://qawiki.org/entity/Q439	What are the 10 most common surnames of soccer players?	What are the 10 most common family names of football players?
http://qawiki.org/entity/Q440	What is the proportion of presidents who have died in held position?	What ratio of presidents have died in office?
http://qawiki.org/entity/Q441	What is the proportion of FC Barcelona coaches who in turn played for FC Barcelona?	What is the ratio of Barcelona coaches who played for Barcelona?
http://qawiki.org/entity/Q442	Which Pokémon are fire and bug types?	Which Pokémon are bug and fire types?
http://qawiki.org/entity/Q443	How many members by gender does the Oireachtas have?	How many members does the Irish parliament have by gender?
http://qawiki.org/entity/Q443	How many members by gender does the Oireachtas have?	How many members does the Oireachtas have by gender?
http://qawiki.org/entity/Q444	What Ogham stones can be found in County Clare?	What Ogham stones does Co. Clare have?
http://qawiki.org/entity/Q444	What Ogham stones can be found in County Clare?	Which Ogham stones are located in County Clare?
http://qawiki.org/entity/Q446	Who is Elon Musk's spouse?	To whom is Elon Musk married?
http://qawiki.org/entity/Q446	Who is Elon Musk's spouse?	Who is Elon Musk married to?
http://qawiki.org/entity/Q446	Who is Elon Musk's spouse?	Who is married to Musk?
http://qawiki.org/entity/Q446	Who is Elon Musk's spouse?	With whom is Elon Musk married?
http://qawiki.org/entity/Q447	Is Elon Musk married?	Does Elon Musk have a spouse?
http://qawiki.org/entity/Q447	Is Elon Musk married?	Is anyone married to Musk?
http://qawiki.org/entity/Q477	What is the spin of a muon?	What spin does a muon have?
http://qawiki.org/entity/Q478	What elementary particles interact with the weak force and what is their spin?	Which fundamental particles are mediated by the weak interaction and what is their spin?
http://qawiki.org/entity/Q479	What elementary particles interact with the strong force?	Which fundamental particles are mediated by the strong interaction?
http://qawiki.org/entity/Q480	What elementary particles interact with the strong force and the weak force?	What elementary particles interact with the weak force and the strong force?
http://qawiki.org/entity/Q480	What elementary particles interact with the strong force and the weak force?	Which fundamental particles are mediated by the strong interaction and the weak interaction?
http://qawiki.org/entity/Q481	Which civil wars took place in South America?	What civil wars happened in South America?
http://qawiki.org/entity/Q481	Which civil wars took place in South America?	What civil wars occurred in South America?
http://qawiki.org/entity/Q482	Which civil wars started in the nineteenth century?	What civil wars began in the 19th century?
http://qawiki.org/entity/Q482	Which civil wars started in the nineteenth century?	What civil wars started between 1801 and 1900?
http://qawiki.org/entity/Q483	Which civil wars started in South America in the nineteenth century?	What civil wars started between 1801 and 1900 in South America?
http://qawiki.org/entity/Q483	Which civil wars started in South America in the nineteenth century?	What South American civil wars started in the nineteenth century?
http://qawiki.org/entity/Q553	Which natural languages are not Indo-European?	What natural languages are not Indo-European?
http://qawiki.org/entity/Q554	Which official languages of the European Union are not Indo-European?	What E.U. official languages are not Indo-European?
http://qawiki.org/entity/Q554	Which official languages of the European Union are not Indo-European?	What official languages of the E.U. are not Indo-European?
http://qawiki.org/entity/Q555	How many official languages of the European Union are not Indo-European?	How many E.U. official languages are not Indo-European?
http://qawiki.org/entity/Q555	How many official languages of the European Union are not Indo-European?	How many official languages of the E.U. are not Indo-European?
http://qawiki.org/entity/Q556	Does the European Union have any official languages that are not Indo-European?	Are there official languages of the E.U. that are not Indo-European?
http://qawiki.org/entity/Q556	Does the European Union have any official languages that are not Indo-European?	Does the E.U. have any official languages that are not Indo-European?
http://qawiki.org/entity/Q558	Did Wayne Gretzky play with the Edmonton Oilers?	Was Gretsky with the Oilers?
http://qawiki.org/entity/Q558	Did Wayne Gretzky play with the Edmonton Oilers?	Was Gretzky part of the Edmonton Oilers?
http://qawiki.org/entity/Q559	How many elementary particles interact with the strong force and the weak force?	How many elementary particles interact with the weak force and the strong force?
http://qawiki.org/entity/Q559	How many elementary particles interact with the strong force and the weak force?	How many fundamental particles are mediated by the strong interaction and the weak interaction?
http://qawiki.org/entity/Q560	Which U.S. Presidents were born during World War II?	What U.S. Presidents were born during the Second World War?
http://qawiki.org/entity/Q560	Which U.S. Presidents were born during World War II?	Which U.S. Presidents were born during WWII?
http://qawiki.org/entity/Q561	How many cities are twinned with Port-au-Prince?	How many cities is Port-au-Prince twinned with?
http://qawiki.org/entity/Q562	What gender is Lian Tran?	What is Lian Tran's gender?
http://qawiki.org/entity/Q562	What gender is Lian Tran?	What is the gender of Lian Tran?
http://qawiki.org/entity/Q562	What gender is Lian Tran?	What is the sex of Lian Tran?
http://qawiki.org/entity/Q563	Which football players born in Senegal have played for France?	Which French footballers were born in Senegal?
http://qawiki.org/entity/Q563	Which football players born in Senegal have played for France?	Which Senegalese football players have played for France?
http://qawiki.org/entity/Q564	Which football players born in Senegal have played for France and Inter Milan?	Which football players born in Senegal have played for Inter Milan and France?
http://qawiki.org/entity/Q564	Which football players born in Senegal have played for France and Inter Milan?	Which French footballers were born in Senegal and played for Inter Milan?
http://qawiki.org/entity/Q564	Which football players born in Senegal have played for France and Inter Milan?	Which Senegalese football players have played for France and Inter Milan?
http://qawiki.org/entity/Q565	Which football midfielders born in Senegal have played for France?	Which French midfielders were born in Senegal?
http://qawiki.org/entity/Q565	Which football midfielders born in Senegal have played for France?	Which Senegalese football midfielders have played for France?
http://qawiki.org/entity/Q566	What countries that border Ghana have a higher population than Ghana?	What countries are neighbors of Ghana and have a higher population than Ghana?
http://qawiki.org/entity/Q566	What countries that border Ghana have a higher population than Ghana?	What nations share a border with Ghana and have a higher population?
http://qawiki.org/entity/Q567	What countries that border Ghana have a lower population than Ghana?	What countries are neighbors of Ghana and have a lower population than Ghana?
http://qawiki.org/entity/Q567	What countries that border Ghana have a lower population than Ghana?	What nations share a border with Ghana and have a lower population?
http://qawiki.org/entity/Q568	What country that borders Ghana borders the most countries?	Which neighbor of Ghana has the most neighbors?
http://qawiki.org/entity/Q569	Which telescopes are based in countries that border Chile?	Which telescopes are based in countries that neigbor Chile?
http://qawiki.org/entity/Q570	Which telescopes are based in Chile or countries that border Chile?	Which telescopes are based in Chile or in countries that neigbor Chile?
http://qawiki.org/entity/Q571	In which religion is Ahura Mazda worshipped?	Ahura Mazda is worshipped by which religion?
http://qawiki.org/entity/Q571	In which religion is Ahura Mazda worshipped?	Which religion worships Ahura Mazda?
http://qawiki.org/entity/Q572	What is the main religious text of Zoroastrianism?	What is the holy book of Zoroastrianism?
http://qawiki.org/entity/Q573	What element has atomic number 19?	Which element has atomic number 19?
http://qawiki.org/entity/Q574	What is the chemical symbol for the element with atomic number 19?	What chemical symbol does the element with atomic number 19 have?
http://qawiki.org/entity/Q575	Which carbon isotopes can decay into boron isotopes?	What isotopes of carbon can decay into isotopes of boron?
http://qawiki.org/entity/Q596	How many countries are part of the G20 but not the Arab League?	How many members of the G20 are not in the Arab League?
http://qawiki.org/entity/Q596	How many countries are part of the G20 but not the Arab League?	How many nations are not in Arab League but are in the G20?
http://qawiki.org/entity/Q597	Which Asian countries have a female head of state?	Which countries in Asia have a woman as head of state?
http://qawiki.org/entity/Q598	How many Asian countries have a female head of state?	How many countries in Asia have a woman as head of state?
http://qawiki.org/entity/Q599	Which universities based in Peru were established since 1950?	What universities in Peru were founded since 1950?
http://qawiki.org/entity/Q599	Which universities based in Peru were established since 1950?	Which Peruvian universities started since 1950?
http://qawiki.org/entity/Q600	Which universities based in Peru were established before 1950?	What universities in Peru were founded since 1950?
http://qawiki.org/entity/Q600	Which universities based in Peru were established before 1950?	Which Peruvian universities started since 1950?
http://qawiki.org/entity/Q601	How many universities are based in Peru?	How many universities are in Peru?
http://qawiki.org/entity/Q601	How many universities are based in Peru?	How many universities are Peruvian?
http://qawiki.org/entity/Q602	Which species are endemic to Chile?	What species are only found in Chile?
http://qawiki.org/entity/Q484	When did the Kangi famine end?	When did the Kanki famine finish?
http://qawiki.org/entity/Q576	Which carbon isotopes can decay into boron isotopes via electron capture?	Which isotopes of carbon can decay into isotopes of boron via electron capture?
http://qawiki.org/entity/Q577	Which carbon isotopes can recursively decay into boron isotopes?	What isotopes of carbon can recursively decay into isotopes of boron?
http://qawiki.org/entity/Q578	What age is the youngest head of state in the world?	What age is is the youngest leader of a country in the world?
http://qawiki.org/entity/Q579	What is the population of the capital of Qatar?	How many inhabitants does the capital of Qatar have?
http://qawiki.org/entity/Q580	Was Dubliners published before Ulysses?	Did Dubliners come out before Ulysses?
http://qawiki.org/entity/Q580	Was Dubliners published before Ulysses?	Was Ulysses published after Dubliners?
http://qawiki.org/entity/Q581	What was the last novel published by Harper Lee?	What is the latest novel by Harper Lee?
http://qawiki.org/entity/Q582	What was the first novel published by Harper Lee?	What is the first novel by Harper Lee?
http://qawiki.org/entity/Q583	What was the second novel published by Harper Lee?	What is the second novel by Harper Lee?
http://qawiki.org/entity/Q584	What novels were written by Harper Lee?	What novels are by Harper Lee?
http://qawiki.org/entity/Q584	What novels were written by Harper Lee?	What novels did Harper Lee write?
http://qawiki.org/entity/Q585	What novels were written by Harper Lee were adapted into movies?	What novels by Harper Lee were made into films?
http://qawiki.org/entity/Q586	What proportion of the population of Qatar live in its capital?	What ratio of the inhabitants of Qatar live in the capital?
http://qawiki.org/entity/Q587	When was Citizens United v. Federal Election Commission published?	When was Citizens United v. Federal Election Commission finalized?
http://qawiki.org/entity/Q588	Who wrote the majority opinion on Citizens United v. Federal Election Commission?	Who authored the majority opinion on Citizens United v. Federal Election Commission?
http://qawiki.org/entity/Q589	Which countries are part of the G20?	Which nations are in the G20?
http://qawiki.org/entity/Q589	Which countries are part of the G20?	Which states are members of the G20?
http://qawiki.org/entity/Q590	What are the members of the G20?	Who is in the G20?
http://qawiki.org/entity/Q591	How many members of the G20 are there?	How many members does the G20 have?
http://qawiki.org/entity/Q592	How many countries are members of the G20?	How many countries are in the G20?
http://qawiki.org/entity/Q593	Which countries are part of the G20 and the Arab League?	What nations are in the G20 and the Arab League?
http://qawiki.org/entity/Q593	Which countries are part of the G20 and the Arab League?	Which countries are members of the G20 and the Arab League?
http://qawiki.org/entity/Q594	How many countries are part of the G20 and the Arab League?	How many nations are members of the G20 and the Arab League?
http://qawiki.org/entity/Q595	Which countries are part of the G20 but not the Arab League?	What nations are not in the Arab League but are in the G20?
http://qawiki.org/entity/Q595	Which countries are part of the G20 but not the Arab League?	Which countries are members of the G20 but not the Arab League?
http://qawiki.org/entity/Q127	Which countries that do not border Germany have German as an official language?	Which countries not bordering Germany have German as an official language?
http://qawiki.org/entity/Q128	What is the national anthem of Greece?	What is the Greek national anthem?
http://qawiki.org/entity/Q129	Which pair of directors has co-directed the most movies together?	Which director duo has directed the most films together?
http://qawiki.org/entity/Q130	Which company makes Twix?	Twix is made by which company?
http://qawiki.org/entity/Q130	Which company makes Twix?	What company manufactures Twix?
http://qawiki.org/entity/Q131	What is the nearest black hole to Earth?	What is the nearest black hole?
http://qawiki.org/entity/Q131	What is the nearest black hole to Earth?	Which black hole is nearest to us?
http://qawiki.org/entity/Q132	Which statues are made of copper?	Which statues are copper?
http://qawiki.org/entity/Q132	Which statues are made of copper?	Which statues use copper?
http://qawiki.org/entity/Q133	Which conferences focus on Machine Learning?	What machine learning conferences are there?
http://qawiki.org/entity/Q133	Which conferences focus on Machine Learning?	What ML conferences are held?
http://qawiki.org/entity/Q135	Which cities are named after an apostle?	What cities are named in honor of an apostle?
http://qawiki.org/entity/Q135	Which cities are named after an apostle?	What cities take their name from an apostle?
http://qawiki.org/entity/Q136	What chocolate bars are made by Nestlé?	Which chocolate candy bars are part of the Nestle brand?
http://qawiki.org/entity/Q136	What chocolate bars are made by Nestlé?	Which chocolate candy bars do Nestle make?
http://qawiki.org/entity/Q137	Who was the US president before Richard Nixon?	Who came before Nixon as president?
http://qawiki.org/entity/Q137	Who was the US president before Richard Nixon?	Who preceded Nixon as president?
http://qawiki.org/entity/Q137	Who was the US president before Richard Nixon?	Who was president before Nixon?
http://qawiki.org/entity/Q138	How many books are in The Hitchhiker's Guide to the Galaxy series?	How many books are in The Hitchhiker series?
http://qawiki.org/entity/Q138	How many books are in The Hitchhiker's Guide to the Galaxy series?	How many Hitchhiker's Guide to the Galaxy novels are in the series?
http://qawiki.org/entity/Q139	Which Simpsons characters were not born in Springfield?	Which Simpsons characters were born outside Springfield?
http://qawiki.org/entity/Q139	Which Simpsons characters were not born in Springfield?	Which Simpsons characters were not originally from Springfield?
http://qawiki.org/entity/Q140	When was sparkling water invented?	When was soda water first invented?
http://qawiki.org/entity/Q142	Who is the tallest professional basketball player of all time?	Who's the tallest basketball player in history?
http://qawiki.org/entity/Q142	Who is the tallest professional basketball player of all time?	Who's the tallest pro basketballer ever?
http://qawiki.org/entity/Q143	What age is Justin Bieber?	How many years old is Justin Bieber?
http://qawiki.org/entity/Q143	What age is Justin Bieber?	How old is Justin Bieber?
http://qawiki.org/entity/Q144	Is Justin Bieber alive?	Is Justin Bieber still alive?
http://qawiki.org/entity/Q144	Is Justin Bieber alive?	Is Justin Bieber still living?
http://qawiki.org/entity/Q145	Is Justin Bieber dead?	Did Justin Bieber die?
http://qawiki.org/entity/Q145	Is Justin Bieber dead?	Did Justin Bieber pass away?
http://qawiki.org/entity/Q145	Is Justin Bieber dead?	Has Justin Bieber passed away?
http://qawiki.org/entity/Q146	What age was Justin Bieber when he died?	At what age did Justin Bieber die?
http://qawiki.org/entity/Q146	What age was Justin Bieber when he died?	How many years old was Justin Bieber when he died?
http://qawiki.org/entity/Q146	What age was Justin Bieber when he died?	How old was Justin Bieber when he died?
http://qawiki.org/entity/Q146	What age was Justin Bieber when he died?	How old was Justin Bieber when he passed away?
http://qawiki.org/entity/Q147	What age would Justin Bieber be if he were still alive?	How many years old would Justin Bieber be if he were not dead?
http://qawiki.org/entity/Q147	What age would Justin Bieber be if he were still alive?	How old would Justin Bieber be if he hadn't died?
http://qawiki.org/entity/Q147	What age would Justin Bieber be if he were still alive?	How old would Justin Bieber be if he were still alive?
http://qawiki.org/entity/Q152	Is Michael Jackson the oldest child?	Are Michael Jackson's siblings all younger than him?
http://qawiki.org/entity/Q152	Is Michael Jackson the oldest child?	Is Michael Jackson the eldest?
http://qawiki.org/entity/Q153	Which countries have a female head of state?	What countries have a woman as head of state?
http://qawiki.org/entity/Q154	Which countries are governed by a monarchy?	Which countries have a monarchy?
http://qawiki.org/entity/Q154	Which countries are governed by a monarchy?	Which countries have a royal family?
http://qawiki.org/entity/Q155	Which universities are based in Peru?	What universities are in Peru?
http://qawiki.org/entity/Q155	Which universities are based in Peru?	Which universities are Peruvian?
http://qawiki.org/entity/Q156	Which element precedes tin in the periodic table?	What chemical element comes before Sn in the periodic table?
http://qawiki.org/entity/Q156	Which element precedes tin in the periodic table?	What chemical element comes before tin in terms of atomic number?
http://qawiki.org/entity/Q157	Which element has the lowest melting point?	Which chemical element melts at the lowest temperature?
http://qawiki.org/entity/Q158	Which language is the official language of the most countries?	What is the most common official language of all countries?
http://qawiki.org/entity/Q158	Which language is the official language of the most countries?	What language is official in the largest number of countries?
http://qawiki.org/entity/Q159	Which culinary nuts are not botanical nuts?	What culinary nuts are not botanical?
http://qawiki.org/entity/Q160	Which colors are named after fruits?	Which colors take their name from fruits?
http://qawiki.org/entity/Q163	Which mayors were not human?	List mayors who were not people
http://qawiki.org/entity/Q163	Which mayors were not human?	Which animals were mayors?
http://qawiki.org/entity/Q164	Which polygonal numbers are also pronic?	What numbers are both pronic and polygonal?
http://qawiki.org/entity/Q164	Which polygonal numbers are also pronic?	What numbers are oblong and polygonal?
http://qawiki.org/entity/Q164	Which polygonal numbers are also pronic?	Which pronic numbers are also polygonal numbers?
http://qawiki.org/entity/Q166	What animal can hear the highest frequency?	Which animal can hear the highest frequency sounds?
http://qawiki.org/entity/Q167	Which countries use the same plug as Canada?	What countries have the same power outlets as Canada?
http://qawiki.org/entity/Q167	Which countries use the same plug as Canada?	What countries use a Canadian electrical plug?
http://qawiki.org/entity/Q168	Who has won more than one type of Nobel Prize?	Who has won multiple types of Nobel Prize?
http://qawiki.org/entity/Q168	Who has won more than one type of Nobel Prize?	Who has won Nobel Prizes in different categories?
http://qawiki.org/entity/Q321	What football players were convicted of tax fraud?	Which footballers were found guilty of tax fraud?
http://qawiki.org/entity/Q322	Who held the highest Elo rating in Israel's history?	Who is the highest rated Israeli chess player of all time?
http://qawiki.org/entity/Q323	How tall is the Al Hamra Tower?	How high is the Al Hamra Tower?
http://qawiki.org/entity/Q323	How tall is the Al Hamra Tower?	What is the height of the Al Hamra Tower?
http://qawiki.org/entity/Q324	Who was the youngest Fields Medal winner?	Which Fields Medal winner was the youngest?
http://qawiki.org/entity/Q325	What religion is Joe Biden?	What is Joe Biden's religion?
http://qawiki.org/entity/Q326	Which country has a female head of government?	What countries have a woman as head of goverment?
http://qawiki.org/entity/Q327	What is the flag of Tuvalu?	What is Tuvalu's flag?
http://qawiki.org/entity/Q328	What languages are pro-drop?	List pro-drop languages
http://qawiki.org/entity/Q328	What languages are pro-drop?	Which languages are pro-drop?
http://qawiki.org/entity/Q329	What was the latest movie that Lupita Nyong'o starred in?	What was Lupita Nyong'o's last film?
http://qawiki.org/entity/Q329	What was the latest movie that Lupita Nyong'o starred in?	What was the latest movie that Nyong'o acted in?
http://qawiki.org/entity/Q330	What is the heaviest Pokémon?	Which Pokémon has the highest weight?
http://qawiki.org/entity/Q330	What is the heaviest Pokémon?	Which Pokémon is the heaviest?
http://qawiki.org/entity/Q331	What country's flag has the same colors as the French flag?	Which countries' flags have the same colors as France?
http://qawiki.org/entity/Q333	Who is the richest woman in Germany?	Which woman from Germany has the highest net worth?
http://qawiki.org/entity/Q333	Who is the richest woman in Germany?	Who is the wealthiest German female?
http://qawiki.org/entity/Q334	When did Islam begin?	In what year did the Islamic religion start?
http://qawiki.org/entity/Q334	When did Islam begin?	When did the Muslim religion start?
http://qawiki.org/entity/Q335	How many people speak Urdu as a first language?	How many native Urdu speakers are there?
http://qawiki.org/entity/Q335	How many people speak Urdu as a first language?	How many people's maternal language is Urdu?
http://qawiki.org/entity/Q336	Which mountains were first ascended in the last twenty years?	What mountains were first climbed in the last 20 years?
http://qawiki.org/entity/Q336	Which mountains were first ascended in the last twenty years?	Which peaks were summited for the first time in the last two decades?
http://qawiki.org/entity/Q337	What radio stations broadcast in Boston?	List Boston radio stations
http://qawiki.org/entity/Q338	How many floors does the Zifeng Tower have?	How many storeys are in the Zifeng Tower?
http://qawiki.org/entity/Q338	How many floors does the Zifeng Tower have?	The Zifeng Tower has how many floors?
http://qawiki.org/entity/Q339	When did Lionel Messi transfer to Paris Saint-Germain?	What did Messi start playing with PSG?
http://qawiki.org/entity/Q339	When did Lionel Messi transfer to Paris Saint-Germain?	When did Lionel Messi move to Paris Saint-Germain F.C.?
http://qawiki.org/entity/Q339	When did Lionel Messi transfer to Paris Saint-Germain?	When did Messi join Paris Saint-Germain?
http://qawiki.org/entity/Q340	Did Lionel Messi play with Paris Saint-Germain?	Has Lionel Messi played with Paris Saint-Germain?
http://qawiki.org/entity/Q340	Did Lionel Messi play with Paris Saint-Germain?	Was Messi ever with PSG?
http://qawiki.org/entity/Q341	What movies are in the Matrix series?	List Matrix movies
http://qawiki.org/entity/Q341	What movies are in the Matrix series?	Which films are part of the Matrix series?
http://qawiki.org/entity/Q342	What are the subsidiaries of Meta Platforms?	What subsidiaries does Meta have?
http://qawiki.org/entity/Q342	What are the subsidiaries of Meta Platforms?	Which companies are subsidiaries of Meta Inc.?
http://qawiki.org/entity/Q343	Where are the headquarters of FBME Bank?	Where is the HQ of FBME Bank?
http://qawiki.org/entity/Q346	What religions promote vegetarianism?	What religions avoid eating meat?
http://qawiki.org/entity/Q346	What religions promote vegetarianism?	Which religions are associated with vegetarianism?
http://qawiki.org/entity/Q347	What is Donald Trump's middle name?	What does J. stand for in Donald J. Trump?
http://qawiki.org/entity/Q347	What is Donald Trump's middle name?	What is the middle name of Trump?
http://qawiki.org/entity/Q348	Which channel originally broadcast Black Books?	What network first aired Black Books?
http://qawiki.org/entity/Q348	Which channel originally broadcast Black Books?	What network first broadcast Black Books?
http://qawiki.org/entity/Q349	What countries border Ghana?	What countries are neighbors of Ghana?
http://qawiki.org/entity/Q349	What countries border Ghana?	What nations share a border with Ghana?
http://qawiki.org/entity/Q350	What museums are located in Kingston, Jamaica?	List museums in Kingston
http://qawiki.org/entity/Q350	What museums are located in Kingston, Jamaica?	What museums are in Kingston?
http://qawiki.org/entity/Q351	Which team did Wayne Gretzky join after the Edmonton Oilers?	Which team did Gretzky move to after the Oilers?
http://qawiki.org/entity/Q351	Which team did Wayne Gretzky join after the Edmonton Oilers?	Which team did Gretzky transfer to from the Edmonton Oilers?
http://qawiki.org/entity/Q352	What is the second movie in the Terminator series?	What is the second Terminator film?
http://qawiki.org/entity/Q352	What is the second movie in the Terminator series?	What is the second Terminator movie?
http://qawiki.org/entity/Q353	What is the parent company of Gatorade?	What company is Gatorade a subsidiary of?
http://qawiki.org/entity/Q353	What is the parent company of Gatorade?	What is the holding company of Gatorade?
http://qawiki.org/entity/Q354	What species are in the order Monotremata?	What species are monotremes?
http://qawiki.org/entity/Q354	What species are in the order Monotremata?	Which species are monotremes?
http://qawiki.org/entity/Q355	What extant species are in the order Monotremata?	What extant species are monotremes?
http://qawiki.org/entity/Q355	What extant species are in the order Monotremata?	Which extant species are monotremes?
http://qawiki.org/entity/Q356	What extinct species are in the order Monotremata?	What extinct species are monotremes?
http://qawiki.org/entity/Q356	What extinct species are in the order Monotremata?	Which extinct species are monotremes?
http://qawiki.org/entity/Q357	What ball is used in badminton?	What ball does badminton use?
http://qawiki.org/entity/Q357	What ball is used in badminton?	What is the ball used in badminton?
http://qawiki.org/entity/Q359	What species are in the same genus as the monkeypox virus?	What viruses share the same genus as monkeypox?
http://qawiki.org/entity/Q359	What species are in the same genus as the monkeypox virus?	Which viruses share the same genus as monkeypox?
http://qawiki.org/entity/Q360	What is Addis Ababa the capital of?	Addis Ababa the capital of which country?
http://qawiki.org/entity/Q360	What is Addis Ababa the capital of?	Which country is Addis Ababa the capital of?
http://qawiki.org/entity/Q361	What was Mark Twain's birth name?	What was Mark Twain's real name?
http://qawiki.org/entity/Q361	What was Mark Twain's birth name?	What was Twain's name at birth?
http://qawiki.org/entity/Q375	Which university in Pakistan has the most students?	What Pakistani university has the most students?
http://qawiki.org/entity/Q375	Which university in Pakistan has the most students?	Which Pakistani university is the largest in terms of students?
http://qawiki.org/entity/Q362	Which chess openings are variations of the Sicilian Defence?	What openings can follow from a Sicilian?
http://qawiki.org/entity/Q362	Which chess openings are variations of the Sicilian Defence?	What openings start with a Sicilian?
http://qawiki.org/entity/Q363	What is the time-zone of Aligarh?	In what time-zone is Aligarh located?
http://qawiki.org/entity/Q364	What binary stars are in the constellation Scorpius?	What binary stars are found in Scorpius?
http://qawiki.org/entity/Q364	What binary stars are in the constellation Scorpius?	Which binary stars are found in Scorpius?
http://qawiki.org/entity/Q365	How many times did Ralph Nader run for U.S. President?	How many times did Ralph Nader run for American President?
http://qawiki.org/entity/Q365	How many times did Ralph Nader run for U.S. President?	How many times was Ralph Nader a candidate for president?
http://qawiki.org/entity/Q366	Who won the FIFA World Cup in 2018?	Who were the World Cup champions in 2018?
http://qawiki.org/entity/Q366	Who won the FIFA World Cup in 2018?	Who won the 2018 World Cup?
http://qawiki.org/entity/Q367	When was The Scream stolen?	When was The Scream robbed?
http://qawiki.org/entity/Q367	When was The Scream stolen?	When was the theft of The Scream?
http://qawiki.org/entity/Q368	How many students attend the University of Liège?	How many students are enrolled at the University of Liège?
http://qawiki.org/entity/Q368	How many students attend the University of Liège?	How many students does the University of Liège have?
http://qawiki.org/entity/Q369	Who is the drummer of the band Battles?	Who is the drummer of Battles?
http://qawiki.org/entity/Q369	Who is the drummer of the band Battles?	Who plays drums for Battles?
http://qawiki.org/entity/Q370	Which country borders the most countries?	What country has the most countries bordering it?
http://qawiki.org/entity/Q370	Which country borders the most countries?	Which country borders the highest number of countries?
http://qawiki.org/entity/Q370	Which country borders the most countries?	Which country has the highest number of bordering countries?
http://qawiki.org/entity/Q371	Which mathematician has the most followers on Twitter?	What mathematician has the most followers on Twitter?
http://qawiki.org/entity/Q371	Which mathematician has the most followers on Twitter?	Which mathematician is the most followed on Twitter?
http://qawiki.org/entity/Q372	Who ran against Jair Bolsonaro for President of Brazil?	Who did Bolsonaro beat to become President of Brazil?
http://qawiki.org/entity/Q372	Who ran against Jair Bolsonaro for President of Brazil?	Who ran against Bolsonaro for Brazilian President?
http://qawiki.org/entity/Q373	How many times has Rory McIlroy won the Masters Tournament?	How many Masters has McIlroy won?
http://qawiki.org/entity/Q373	How many times has Rory McIlroy won the Masters Tournament?	How many times did McIlroy win the U.S. Masters?
http://qawiki.org/entity/Q374	What is black's second move in the Catalan Opening?	What is move 2 for black in the Catalan Opening?
http://qawiki.org/entity/Q374	What is black's second move in the Catalan Opening?	What is the fourth ply of the Catalan Opening?
