usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_1275	Which television shows are shot in New York?	Which TV shows are filmed in New York?	What TV shows are shot in New York and are comedies?	What TV shows are shot in New York and are not comedies?		['Friends', 'Seinfeld', 'Law & Order', 'Gossip Girl', '30 Rock', 'The Marvelous Mrs. Maisel', 'NYC 22', 'Blue Bloods', 'The Good Wife', 'Broad City', 'Jessica Jones', 'The Blacklist', 'Unbreakable Kimmy Schmidt', 'Elementary', 'The Affair', 'Orange Is the New Black', 'The Deuce', 'Mr. Robot', 'Power', 'The Get Down', 'Smash']	['Friends', 'Seinfeld', 'Law & Order', 'Gossip Girl', '30 Rock', 'The Marvelous Mrs. Maisel', 'NYC 22', 'Blue Bloods', 'The Good Wife', 'Broad City', 'Jessica Jones', 'The Blacklist', 'Unbreakable Kimmy Schmidt', 'Elementary', 'The Affair', 'Orange Is the New Black', 'The Deuce', 'Mr. Robot', 'Power', 'The Get Down', 'Smash']		['Friends', 'Sex and the City', 'Gossip Girl', 'The Marvelous Mrs. Maisel', '30 Rock', 'Unbreakable Kimmy Schmidt', 'The Blacklist', 'Younger', 'The Deuce', 'The Get Down', 'The Knick', 'The Following', 'The Path', 'The Sinner', 'The Americans', 'The Sopranos', 'Boardwalk Empire', 'Nurse Jackie', 'The Carrie Diaries', 'The Mysteries of Laura']	['Friends', '30 Rock', 'The Marvelous Mrs. Maisel']
no_usparql_1294	What movies did Tupac star in?	In which movies did Tupac act?	In what movies did Tupac give a musical performance?	In what movies did Tupac star but did not give a musical performance?		"['Juice', 'Poetic Justice', ""Gridlock'd"", 'Above the Rim', 'Bullet', 'Gang Related', 'Nothing But Trouble', 'Digital Underground\'s ""Same Song"" (music video appearance)', 'idk']"	"['Juice', 'Poetic Justice', ""Gridlock'd"", 'Above the Rim', 'Bullet', 'Gang Related', 'Nothing But Trouble', 'Digital Underground\'s ""Same Song"" (music video appearance)', 'idk']"		"['juice', 'poetic justice', 'above the rim', ""gridlock'd"", 'gang related']"	['Juice', 'Poetic Justice', 'Above the Rim']
no_usparql_1309	Who has played Lex Luthor?	Which actors have portrayed Lex Luthor?	Who has played Lex Luthor in live-action adaptations?	Who has played Lex Luthor but never in live-action adaptations?		['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Laurence Fishburne', 'Michael Rosenbaum', 'Clancy Brown', 'Lyle Talbot', 'John Shea', 'Michael Rosenbaum', 'Jon Cryer']	['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Laurence Fishburne', 'Michael Rosenbaum', 'Clancy Brown', 'Lyle Talbot', 'John Shea', 'Jon Cryer']		['Jesse Eisenberg', 'Laurence Fishburne', 'Michael Rosenbaum', 'Clancy Brown']	['Gene Hackman', 'Kevin Spacey', 'Jesse Eisenberg', 'Laurence Fishburne', 'Michael Rosenbaum', 'Clancy Brown', 'Lyle Talbot', 'John Shea', 'Jon Cryer']
no_usparql_1429	What were the names of Henry VIII's confirmed children?	Can you list the names of the confirmed children of Henry VIII?	What were the names of Henry VIII's confirmed legitimate children?	What were the names of Henry VIII's confirmed illegitimate children?		['Mary I', 'Elizabeth I', 'Edward VI']	['Mary I', 'Elizabeth I', 'Edward VI']		['Mary I of England', 'Elizabeth I of England', 'Edward VI of England']	['Mary I of England', 'Elizabeth I of England', 'Edward VI of England']
no_usparql_1501	Which countries have territories in Oceania?	Which countries are located in Oceania in whole or in part?	Which countries are entirely contained in Oceania?	Which countries are only partially (not fully) contained in Oceania?		['Australia', 'Papua New Guinea', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Tonga', 'Micronesia (Federated States of)', 'Palau', 'Marshall Islands', 'Kiribati', 'Nauru', 'Tuvalu', 'New Zealand', 'French Polynesia (overseas collectivity of France)', 'New Caledonia (special collectivity of France)', 'French Polynesia', 'Wallis and Futuna (overseas collectivity of France)', 'American Samoa (territory of the United States)', 'Cook Islands (self-governing territory in free association with New Zealand)', 'Niue (self-governing territory in free association with New Zealand)', 'Tokelau (territory of New Zealand)', 'Pitcairn Islands (British Overseas Territory)', 'Northern Mariana Islands (U.S. commonwealth)', 'Guam (U.S. territory)', 'Wake Island (U.S. territory)', 'Midway Atoll (U.S. territory)', 'Howland Island (U.S. territory)', 'Baker Island (U.S. territory)', 'Johnston Atoll (U.S. territory)', 'Kingman Reef (U.S. territory)', 'Palmyra Atoll (U.S. territory)']	['Australia', 'Papua New Guinea', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Tonga', 'Micronesia (Federated States of)', 'Palau', 'Marshall Islands', 'Kiribati', 'Nauru', 'Tuvalu', 'New Zealand', 'France (including French Polynesia, New Caledonia, Wallis and Futuna)', 'United States (including American Samoa, Guam, Northern Mariana Islands, Wake Island, Midway Atoll, Howland Island, Baker Island, Johnston Atoll, Kingman Reef, Palmyra Atoll)', 'New Zealand (including Cook Islands, Niue, Tokelau)', 'United Kingdom (including Pitcairn Islands)']		['Australia', 'Papua New Guinea', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Tonga', 'Tuvalu', 'Kiribati', 'Marshall Islands', 'Palau', 'Micronesia', 'Nauru']	['Australia', 'Papua New Guinea', 'New Zealand', 'Fiji', 'Solomon Islands', 'Vanuatu', 'Samoa', 'Kiribati', 'Tuvalu', 'Nauru', 'Marshall Islands', 'Palau', 'Micronesia', 'Federated States of Micronesia', 'Samoa']
no_usparql_1511	What states does the Sierra Nevada run through in the United States?	Which states does the Sierra Nevada run through in the United States?	Which states with a Democratic governor does the Sierra Nevada run through in the United States?	Which states without a Democratic governor does the Sierra Nevada run through in the United States?		['California', 'Nevada', '(The Sierra Nevada mountain range primarily runs through California and Nevada in the United States. It also extends slightly into Oregon and Utah, but these are less prominent and often considered part of the broader mountain system rather than the core Sierra Nevada range.)']	['California', 'Nevada']		['Nevada', 'a small part of Utah']	['California', 'Nevada']
no_usparql_1540	Who has Stephen Ireland played for?	For which teams has Stephen Ireland played?	Which teams has Stephen Ireland played for in the English Premier League?	Which teams has Stephen Ireland played for outside the English Premier League?		['Manchester City', 'Aston Villa', 'Stoke City', 'Bolton Wanderers', 'Newcastle United', 'Cork City']	['Manchester City', 'Aston Villa', 'Stoke City', 'Bolton Wanderers', 'Newcastle United', 'Cork City']		['Aston Villa Football Club', 'Stoke City Football Club', 'Bolton Wanderers Football Club', 'and the Republic of Ireland national football team']	['Manchester City Football Club', 'Newcastle United Football Club', 'Aston Villa Football Club', 'Stoke City Football Club']
no_usparql_1542	Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?	Who are the celebrities Brody Jenner has dated, either confirmed or rumored?	Which celebrities has Brody Jenner confirmed to have dated?	Which celebrities has Brody Jenner been rumored but not confirmed to have dated?		['Kendall Jenner', 'Lauren Conrad', 'Jayde Nicole', 'Bridget Marquardt', 'Kristin Cavallari']	['Kendall Jenner', 'Lauren Conrad', 'Jayde Nicole', 'Bridget Marquardt', 'Kristin Cavallari']		['Kendall Jenner', 'Lauren Conrad', 'Jayde Nicole', 'Avril Lavigne', 'Tila Tequila']	['Kendall Jenner']
no_usparql_1554	What countries are members of NAFTA?	Which countries are in NAFTA?	What countries are members of NAFTA and in Latin America?	What countries are members of NAFTA but not in Latin America?		['Canada', 'Mexico', 'United States']	['Canada', 'Mexico', 'United States']		['Mexico']	['United States of America', 'Canada', 'Mexico']
no_usparql_1562	What books did Louis Sachar write?	Which books has Louis Sachar write?	Which books did Louis Sachar write that were adapted into movies?	Which books did Louis Sachar write that were not adapted into movies?		"['Wayside School series', 'Holes', ""There's a Boy in the Girls' Bathroom"", ""Dogs Don't Tell Jokes"", 'The Cardturner', 'Fuzzy Mud', 'Small Steps', 'The Boy Who Lost His Face', 'Six Innings', 'The Cardturner', ""Stanley Yelnats' Survival Guide to Camp Green Lake""]"	"['Wayside School series', 'Holes', ""There's a Boy in the Girls' Bathroom"", ""Dogs Don't Tell Jokes"", 'The Cardturner', 'Fuzzy Mud', 'Small Steps', 'The Boy Who Lost His Face', 'Six Innings', ""Stanley Yelnats' Survival Guide to Camp Green Lake""]"		"['Sideways Stories from Wayside School', ""There is a Boy in the Girls' Bathroom"", 'Falling Over Sideways', 'The Cardturner', 'Small Steps', 'Fuzzy Mud', 'The Boy Who Lost His Face', ""Dogs Don't Tell Jokes""]"	"['Holes', 'There\'s a book called ""Holes"" that Louis Sachar is very famous for.', 'The movie adaptation of ""Holes"" was released in two thousand and three, directed by Andrew Davis, and starred Shia LaBeouf, Sigourney Weaver, and Jon Voight.', '""Holes"" is the most notable book by Louis Sachar that was adapted into a movie.', 'As of my knowledge cutoff in October of two thousand and twenty-three, no other books by Louis Sachar have been officially adapted into movies.']"
no_usparql_1566	What states share a border with Tennessee?	Which states does Tennessee border?	What states share a border with Tennessee but not with Illinois?	What states share a border with Tennessee and Illinois?		['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri', 'Kentucky']	['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']		['Kentucky', 'Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']	['Virginia', 'North Carolina', 'Georgia', 'Alabama', 'Mississippi', 'Arkansas', 'Missouri']
no_usparql_1649	What educational institutions did Sir Isaac Newton attend?	Which educational institutions did Sir Isaac Newton attend?	What tertiary-level educational institutions did Sir Isaac Newton attend?	What primary and secondary-level educational institutions did Sir Isaac Newton attend?		"['Trinity College, Cambridge', ""The King's School, Grantham""]"	"['Trinity College, Cambridge', ""The King's School, Grantham""]"			['The University of Cambridge', 'Trinity College, Cambridge']
no_usparql_1651	What books are written by Suzanne Collins?	Which books has Suzanne Collins authored?	"What books are written by Suzanne Collins that belong to the ""Hunger Games"" series?"	"What books are written by Suzanne Collins are not part of the ""Hunger Games"" series?"		"['The books written by Suzanne Collins include ""The Hunger Games"" trilogy, which consists of ""The Hunger Games,"" ""Catching Fire,"" and ""Mockingjay."" She also authored ""Gregor the Overlander"" (the first book in ""The Underland Chronicles"" series), along with its sequels: ""Gregor and the Prophecy of Bane,"" ""Gregor and the Curse of the Warmbloods,"" ""Gregor and the Marks of Secret,"" and ""Gregor and the Code of Claw."" Additionally, she has written ""Year of the Jungle,"" a graphic novel memoir.']"	"['""The Hunger Games""', '""Catching Fire""', '""Mockingjay""', '""Gregor the Overlander""', '""Gregor and the Prophecy of Bane""', '""Gregor and the Curse of the Warmbloods""', '""Gregor and the Marks of Secret""', '""Gregor and the Code of Claw""', '""Year of the Jungle""']"		['Gregor the Overlander', 'Gregor and the Prophecy of Bane', 'Gregor and the Curse of the Warmbloods', 'Gregor and the Marks of Secret', 'Gregor and the Code of Claw']	
no_usparql_1744	Who were King Henry VII's children?	Who were the children of King Henry VII?	Which children of King Henry VII survived to adulthood?	Which children of King Henry VII died in childhood?		['Arthur Tudor', 'Henry VIII', 'Margaret Tudor', 'Mary Tudor', 'Elizabeth Tudor']	['Arthur Tudor', 'Henry VIII', 'Margaret Tudor', 'Mary Tudor', 'Elizabeth Tudor']		['Princess Margaret Tudor', 'Princess Elizabeth of York']	['Prince Arthur', 'Princess Margaret Tudor', 'Princess Elizabeth of York']
no_usparql_1923	Who were Demeter's siblings?	Who were the brothers and sisters of Demeter?	Who were the brothers of Demeter?	Who were the sisters of Demeter?		['Zeus', 'Hades', 'Poseidon', 'Hestia', 'Hera', 'Chiron']	['Zeus', 'Hades', 'Poseidon', 'Hestia', 'Hera']		['Hera', 'Hestia']	['Zeus', 'Hades', 'Poseidon']
no_usparql_1947	Who are the U.S. senators of Pennsylvania?	Which individuals serve as U.S. senators representing Pennsylvania?	Who are the Democratic U.S. senators of Pennsylvania?	Who are the Republican U.S. senators of Pennsylvania?		['Bob Casey Jr.', 'John Fetterman']	['Bob Casey Jr.', 'John Fetterman']		['Patrick Toomey']	['Bob Casey Jr.']
no_usparql_1979	Who has been a coach for the Carolina Panthers?	Who has coached the Carolina Panthers?	Who has been the head coach of the Carolina Panthers?	Who has been an assistant coach but never head coach of the Carolina Panthers?		['Ron Rivera', 'Steve Wilks', 'Matt Rhule', 'Joe Gibbs', 'Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera (again)', 'Steve Wilks (again)', 'Frank Reich']	['Ron Rivera', 'Steve Wilks', 'Matt Rhule', 'Joe Gibbs', 'Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera (again)', 'Steve Wilks (again)', 'Frank Reich']		['Ron Rivera', 'John Fox', 'Dom Capers']	['Frank Reich']
no_usparql_2105	Which countries constitute the European Union?	Which countries make up the European Union?	Which countries are original members of the European Union and are still members?	Which countries are members of the European Union but are not original members?		['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']		['Austria', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'Greece', 'Latvia', 'Lithuania', 'Malta', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Belgium', 'France', 'Germany', 'Italy', 'Luxembourg', 'Netherlands']
no_usparql_2164	What are the Catholic holy days of obligation and other holy days?	Which days are considered holy in the Catholic Church?	What are the Catholic holy days of obligation?	What are the Catholic holy days that are not days of obligation?		"[""The Catholic holy days of obligation vary by country, but generally include:\n- Solemnity of Mary, Mother of God (January 1)\n- Epiphany (January 6, or the nearest Sunday)\n- Ascension (40 days after Easter, observed in some countries)\n- Assumption of Mary (August 15)\n- All Saints' Day (November 1)\n- Immaculate Conception (December 8)\n- Christmas (December 25)\n\nOther significant holy days include:\n- Good Friday (date varies, during Holy Week)\n- Pentecost (50 days after Easter)\n- Corpus Christi (date varies, usually in June)\n- Feast of the Holy Family (Sunday within Christmas Octave)\n- Feast of the Sacred Heart (Friday after Corpus Christi)\n- Feast of the Annunciation (March 25)\n- Feast of St. Joseph (March 19)\n- Feast of the Assumption (August 15)\n- Feast of the Nativity of John the Baptist (June 24)\n- Feast of the Transfiguration (August 6)\n- Feast of the Assumption of Mary (August 15)\n- Feast of All Souls (November 2)\n\nPlease note that some of these days are obligatory only in certain countries or regions, and the specific dates can vary slightly depending on local calendars.""]"			"['Solemnity of Jesus Christ, King of the Universe', 'Solemnity of Mary, Mother of God', 'Ascension of Jesus Christ', ""All Saints' Day"", 'Immaculate Conception of the Blessed Virgin Mary', 'Christmas Day']"	"['The Solemnity of Jesus Christ, King of the Universe, which is celebrated on the last Sunday of the liturgical year, usually in late November or early December in many countries.', 'The Feast of the Immaculate Conception of the Blessed Virgin Mary, observed on December 8th, celebrating the belief that Mary was conceived without original sin.', 'The Nativity of Our Lord Jesus Christ, or Christmas, celebrated on December 25th, commemorating the birth of Jesus Christ.', 'The Feast of Saint Joseph, Spouse of the Blessed Virgin Mary, observed on March 19th in many countries, honoring Saint Joseph, the foster father of Jesus.', ""The Feast of the Annunciation of the Lord, celebrated on March 25th, marking the angel Gabriel's announcement to Mary that she would conceive Jesus."", ""The Feast of the Ascension of Jesus Christ, observed forty days after Easter, usually on a Thursday, commemorating Jesus' ascension into heaven."", 'The Feast of Pentecost, celebrated fifty days after Easter, marking the descent of the Holy Spirit upon the apostles.', ""The Feast of the Assumption of the Blessed Virgin Mary, observed on August 15th, celebrating Mary's assumption into heaven."", 'The Feast of All Saints, celebrated on November 1st, honoring all saints, known and unknown.', 'The Feast of All Souls, observed on November 2nd, praying for the souls of the deceased.']"
no_usparql_2247	Through which countries of the Sahel does the Niger River flow?	Which Sahel countries does the Niger River pass through?	Though which country of the Sahel does the Niger River flow and have its mouth?	Though which country of the Sahel does the Niger River flow but does not have its mouth?		['Mali', 'Niger', 'Nigeria']	['Mali', 'Niger', 'Nigeria']		['Mali', 'Burkina Faso']	['Niger', 'Benin']
no_usparql_2258	Who has been a coach of the St. Louis Cardinals?	Can you name the coaches, past and present, of the St. Louis Cardinals?	Who are the current St. Louis Cardinals coaches?	Who are the former St. Louis Cardinals coaches?		['Tony La Russa', 'Whitey Herzog', 'Red Schoendienst', 'Mike Matheny', 'Joe Torre', 'Tony La Russa (again)', 'Whitey Herzog (again)', 'Red Schoendienst (again)', 'Mike Matheny (again)', 'Oliver Marmol', 'Mike Matheny (again)', 'Tony La Russa (again)']	['Tony La Russa', 'Whitey Herzog', 'Red Schoendienst', 'Mike Matheny', 'Joe Torre', 'Oliver Marmol']		['Whitey Herzog', 'Tony La Russa', 'Mike Matheny', 'Oliver Marmol']	['Oliver Marmol', 'Willie McGee', 'Mike Maddux', 'Stubby Clapp', 'Joe McEwing', 'Bryan Eversgerd']
no_usparql_2304	Which educational institutions has Anders Celsius attend?	What educational institutions did Anders Celsius attend?	Which universities did Anders Celsius attend?	Which educational institutions did Anders Celsius attend before university?						['Uppsala University']
no_usparql_2351	Who are Ariel's sisters?	Can you list Ariel's sisters?	"Which of Ariel's sisters appear in ""The Little Mermaid II: Return to the Sea""?"	"Which of Ariel's sisters no not appear in ""The Little Mermaid II: Return to the Sea""?"					['Attina', 'Alana', 'Adella', 'Aquata', 'Arista', 'Andrina']	['Attina', 'Alana', 'Adella', 'Aquata']
no_usparql_2352	Which characters does Seth MacFarlane voice on Family Guy?	Which characters are voiced by Seth MacFarlane on Family Guy?	Which human characters does Seth MacFarlane voice on Family Guy?	Which non-human characters does Seth MacFarlane voice on Family Guy?		"['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Cleveland Brown', 'Tom Tucker', 'Carter Pewterschmidt', ""Stewie's teddy bear Rupert"", 'Additional minor characters and various one-off voices']"	"['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Cleveland Brown', 'Tom Tucker', 'Carter Pewterschmidt', ""Stewie's teddy bear Rupert"", 'Additional minor characters and various one-off voices']"		['Peter Griffin', 'Stewie Griffin', 'Brian Griffin']	['Peter Griffin', 'Stewie Griffin', 'Brian Griffin']
no_usparql_2422	What are the names of Michael Jackson's kids?	Who are the children of Michael Jackson?	Which children did Michael Jackson have with Debbie Rowe?	Which children did Michael Jackson have with someone other than Debbie Rowe?		['Prince Michael Jackson I', 'Paris-Michael Katherine Jackson', 'Prince Michael Jackson II']	['Prince Michael Jackson I', 'Paris-Michael Katherine Jackson', 'Prince Michael Jackson II']		['Prince Michael Jackson II']	['Prince Michael Jackson I', 'Paris-Michael Katherine Jackson']
no_usparql_2429	What degrees does Romney have?	Which degrees has Romney earned?	What undergraduate degrees does Romney have?	What graduate degrees does Romney have?		"[""bachelor's degree in English from Brigham Young University"", 'Juris Doctor from Harvard Law School']"	"[""bachelor's degree in English from Brigham Young University"", 'Juris Doctor from Harvard Law School']"		['Bachelor of Arts in English from Brigham Young University', 'Juris Doctor from Harvard Law School']	
no_usparql_2455	Give me all cities in New Jersey with more than 100000 inhabitants.	Which cities in New Jersey have a population exceeding 100,000?	Give me all cities in New Jersey with more than 100000 inhabitants and an international airport.	Give me all cities in New Jersey with more than 100000 inhabitants without an international airport.	1	['Newark', 'Jersey City', 'Paterson', 'Elizabeth']	['Newark', 'Jersey City', 'Paterson', 'Elizabeth']		['Newark', 'Paterson']	['Jersey City']
no_usparql_2488	Which actors born in France have won an Oscar?	Who are the actors that have France as their birthplace and have won an Oscar?	Which actors were born in France before 1970 have won an Oscar?	Which actors were born in France on or after 1970 and have won an Oscar?		['Marion Cotillard', 'Jean Dujardin', 'Juliette Binoche']	['Marion Cotillard', 'Jean Dujardin', 'Juliette Binoche']		['Marion Cotillard']	['Marion Cotillard', 'Jean Dujardin']
no_usparql_2494	Which historical wargames are published by GMT Games?	Provide a list of all historical wargames published by GMT Games.	Which historical wargames published by GMT Games focus on World War II?	Which historical wargames published by GMT Games do not focus on World War II?		"['Commands & Colors: Ancients', 'Twilight Struggle', 'COIN Series (e.g., Cuba Libre, A Distant Plain, Colonial Twilight)', 'The Korean War', 'The Civil War (1861-1865)', 'Here I Stand', ""Washington's War"", 'Labyrinth: The War on Terror', 'Empire of the Sun', 'Sekigahara: The Unification of Japan', 'The Great War', 'Hannibal & Hamilcar', 'The Napoleonic Wars', 'The Russian Campaign', 'The Battle of the Bulge', 'The Ardennes', 'The Pacific', 'The Civil War: 1861-1865', 'The Crusades', 'The Fall of the Roman Empire', 'The Napoleonic Wars', 'The Korean War', 'The Civil War (1861-1865)', 'The Battle of Gettysburg', 'The Battle of Antietam', 'The Battle of Shiloh', 'The Battle of Waterloo', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings']"	"['Commands & Colors: Ancients', 'Twilight Struggle', 'COIN Series (e.g., Cuba Libre, A Distant Plain, Colonial Twilight)', 'The Korean War', 'The Civil War (1861-1865)', 'Here I Stand', ""Washington's War"", 'Labyrinth: The War on Terror', 'Empire of the Sun', 'Sekigahara: The Unification of Japan', 'The Great War', 'Hannibal & Hamilcar', 'The Napoleonic Wars', 'The Russian Campaign', 'The Battle of the Bulge', 'The Ardennes', 'The Pacific', 'The Civil War: 1861-1865', 'The Crusades', 'The Fall of the Roman Empire', 'The Napoleonic Wars', 'The Korean War', 'The Civil War (1861-1865)', 'The Battle of Gettysburg', 'The Battle of Antietam', 'The Battle of Shiloh', 'The Battle of Waterloo', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings', 'The Battle of Hastings']"		"['Twilight Struggle', ""Washington's War"", 'The Civil War', 'The Napoleonic Wars']"	['The Battle of the Bulge', 'The Pacific', 'The Civil War', 'The Korean War']
no_usparql_2509	Which monarchs were married to a German spouse?	Which monarchs were married to someone from Germany?	Which monarchs were married to a German man?	Which monarchs were married to a German who was female or non-binary?		['Queen Victoria', 'Queen Elizabeth II', 'Queen Alexandra of Denmark', 'Queen Caroline of Brunswick', 'Queen Victoria Eugenie of Spain', 'Queen Wilhelmina of the Netherlands', 'Queen Juliana of the Netherlands', 'Queen Beatrix of the Netherlands', 'Queen Mathilde of Belgium', 'Queen Paola of Belgium', 'Queen Máxima of the Netherlands', 'Queen Victoria of the United Kingdom', 'Queen Charlotte of Mecklenburg-Strelitz', 'Queen Caroline of Ansbach', 'Queen Caroline of Brunswick', 'Queen Victoria of the United Kingdom', 'Queen Elizabeth The Queen Mother', 'Queen Elizabeth II of the United Kingdom', 'Queen Victoria Eugenie of Spain', 'Queen Wilhelmina of the Netherlands', 'Queen Juliana of the Netherlands', 'Queen Beatrix of the Netherlands', 'Queen Mathilde of Belgium', 'Queen Paola of Belgium', 'Queen Máxima of the Netherlands']	['Queen Victoria', 'Queen Elizabeth II', 'Queen Alexandra of Denmark', 'Queen Caroline of Brunswick', 'Queen Victoria Eugenie of Spain', 'Queen Wilhelmina of the Netherlands', 'Queen Juliana of the Netherlands', 'Queen Beatrix of the Netherlands', 'Queen Mathilde of Belgium', 'Queen Paola of Belgium', 'Queen Máxima of the Netherlands', 'Queen Victoria of the United Kingdom', 'Queen Charlotte of Mecklenburg-Strelitz', 'Queen Caroline of Ansbach', 'Queen Caroline of Brunswick', 'Queen Victoria of the United Kingdom', 'Queen Elizabeth The Queen Mother', 'Queen Elizabeth II of the United Kingdom', 'Queen Victoria Eugenie of Spain', 'Queen Wilhelmina of the Netherlands', 'Queen Juliana of the Netherlands', 'Queen Beatrix of the Netherlands', 'Queen Mathilde of Belgium', 'Queen Paola of Belgium', 'Queen Máxima of the Netherlands']		"['Queen Victoria of the United Kingdom was married to Prince Albert of Saxe-Coburg and Gotha, who was German.', ""Queen Victoria's granddaughter, Princess Victoria of the United Kingdom, married Friedrich III of Germany, who was German.""]"	['Queen Victoria of the United Kingdom was married to Prince Albert of Saxe-Coburg and Gotha, who was German', 'King Wilhelm the Second of Germany was married to Augusta Victoria of Schleswig-Holstein, who was German']
no_usparql_2510	Which international organizations were founded in 1950?	What international organizations came into existence in 1950?	Which international organizations were founded in 1950 in the United States?	Which international organizations were founded in 1950 outside the United States?					['European Coal and Steel Community']	['European Coal and Steel Community', 'European Payments Union']
no_usparql_2512	Give me the Apollo 14 astronauts.	Who were the astronauts on Apollo 14?	Give me the Apollo 14 astronauts who walked on the Moon.	Give me the Apollo 14 astronauts who did not walk on the Moon.		['Alan Shepard', 'Edgar Mitchell', 'Stuart Roosa']	['Alan Shepard', 'Edgar Mitchell', 'Stuart Roosa']		['Stuart Roosa']	['Alan Shepard', 'Edgar Mitchell']
