usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_2720	List all the musicals with music composed by Elton John.	Which musicals feature music composed by Elton John?	List all the musicals with music solely composed by Elton John.	List all the musicals with music composed by Elton John along with other composers.					['The Lion King', 'The Road to El Dorado']	['Aida', 'Billy Elliot the Musical', 'Lestat', 'Tammy Faye']
no_usparql_2723	Which companies produce hovercrafts?	What companies manufacture hovercrafts?	Which companies produce electric hovercrafts?	Which companies produce non-electric hovercrafts and do not produce electric ones?					['Griffon Hoverwork', 'AirLift Hovercraft', 'Universal Hovercraft', 'Hovertechnics', 'Vanair Hovercraft']	['The British Hovercraft Company', 'Neoteric Hovercraft', 'Universal Hovercraft']
no_usparql_2732	Which electronics companies were founded in Beijing?	Which electronics companies were established in Beijing?	Which electronics companies were founded in Beijing before the year 2000?	Which electronics companies were founded in Beijing on or after the year 2000?					['Xiaomi Corporation', 'Baidu Incorporated', 'Qihoo 360 Technology Company Limited', 'Meituan Dianping']	['Lenovo', 'BOE Technology Group', 'Tsinghua Tongfang', 'Founder Group', 'Sohu']
no_usparql_2743	List the children of Margaret Thatcher.	Who are the children of Margaret Thatcher?	List the sons of Margaret Thatcher.	List the non-male children of Margaret Thatcher.					['Carol Thatcher']	['Mark Thatcher']
no_usparql_2761	Give me all members of Prodigy.	List every member of Prodigy.	Give me all current members of Prodigy.	Give me all former members of Prodigy.					['Keith Flint', 'Leeroy Thornhill']	['Liam Howlett', 'Maxim Reality']
no_usparql_2763	Who are the writers of the Wall album of Pink Floyd?	Who wrote Pink Floyd's album The Wall?	Who are the primary songwriters of the Wall album of Pink Floyd?	Who are the additional or contributing writers of the Wall album of Pink Floyd?					['Bob Ezrin']	['Roger Waters', 'David Gilmour']
no_usparql_2783	Which television shows were created by Walt Disney?	What television programs did Walt Disney create?	Which television shows were created by Walt Disney and originally aired on the Disney Channel?	Which television shows were created by Walt Disney and did not originally air on the Disney Channel?					"['Zorro', 'The Mickey Mouse Club', 'Disneyland', ""Walt Disney's Wonderful World of Color"", 'Walt Disney Presents', ""Walt Disney's Wonderful World"", ""Walt Disney's World of Color"", 'The New Mickey Mouse Club', 'The Mouse Factory', ""Walt Disney's Wonderful World of Disney""]"	
no_usparql_2832	Which books by Kerouac were published by Viking Press?	What books written by Kerouac were released through Viking Press?	Which books by Kerouac were published posthumously by Viking Press?	Which books by Kerouac were published during his lifetime by Viking Press?					['On the Road', 'The Dharma Bums', 'Lonesome Traveler', 'Desolation Angels', 'Satori in Paris']	['Desolation Angels']
no_usparql_2843	In which films did both Julia Roberts and Richard Gere play?	What movies have Julia Roberts and Richard Gere starred in together?	In which films did both Julia Roberts and Richard Gere play before 1995?	In which films did both Julia Roberts and Richard Gere play since 1995?					['Runaway Bride']	['Pretty Woman']
no_usparql_2847	Give me a list of all Canadian record labels associated with Grunge music.	Can you provide a list of all Canadian record labels that publish Grunge music?	Give me a list of all currently active Canadian record labels associated with Grunge music.	Give me a list of all defunct Canadian record labels associated with Grunge music.						
no_usparql_2863	Give me all actors starring in Last Action Hero.	List all actors who starred in Last Action Hero.	Give me all male actors starring in Last Action Hero.	Give me all non-male actors starring in Last Action Hero.					['Mercedes Ruehl', 'Bridgette Wilson', 'Joan Plowright', 'Tina Turner']	"['Arnold Schwarzenegger', ""Austin O'Brien"", 'Charles Dance', 'F. Murray Abraham', 'Art Carney', 'Tom Noonan', 'Frank McRae', 'Robert Prosky', 'Anthony Quinn', 'Ian McKellen', 'Professor Toru Tanaka']"
no_usparql_3633	Which shows aired for the first time in the same year as Saturday Night Live?	Which shows debuted the same year as Saturday Night Live?	Which comedy shows aired for the first time in the same year as Saturday Night Live?	Which non-comedy shows aired for the first time in the same year as Saturday Night Live?					['Space: 1999', 'The Invisible Man']	['Saturday Night Live', 'Fawlty Towers', 'The Jeffersons', 'One Day at a Time', 'Welcome Back, Kotter', 'Barney Miller']
no_usparql_3717	Which artists have the same birthday as Rachel Stevens?	Which people with the same birthday as Rachel Stevens are artists?	Which artists were born on the same date and in the same year as Rachel Stevens?	Which artists were born on the same date but in a different year than Rachel Stevens?						
no_usparql_3723	Which airports are located in California, USA?	What airports are there in California, USA?	Which airports are located on islands in California, USA?	Which airports are located on mainland California, USA?					['Los Angeles International Airport', 'San Francisco International Airport', 'San Diego International Airport', 'Sacramento International Airport', 'San Jose International Airport', 'Oakland International Airport', 'John Wayne Airport', 'Long Beach Airport', 'Ontario International Airport', 'Fresno Yosemite International Airport', 'Bob Hope Airport', 'Palm Springs International Airport', 'Santa Barbara Municipal Airport', 'Monterey Regional Airport', 'Charles M. Schulz Sonoma County Airport', 'Redding Municipal Airport', 'Arcata Eureka Airport', 'San Luis Obispo County Regional Airport', 'Santa Maria Public Airport', 'Modesto City County Airport', 'Meadows Field Airport', 'Merced Regional Airport', 'Stockton Metropolitan Airport', 'Imperial County Airport', 'Mammoth Yosemite Airport', 'Visalia Municipal Airport', 'Santa Rosa Airport', 'Eureka Airport', 'Bakersfield Airport', 'Chico Municipal Airport', 'Crescent City Airport', 'Inyokern Airport', 'Oxnard Airport', 'Red Bluff Municipal Airport', 'Salinas Municipal Airport', 'Santa Monica Airport', 'Truckee Tahoe Airport', 'Van Nuys Airport', 'Camarillo Airport', 'Hawthorne Municipal Airport', 'Palo Alto Airport', 'Reid Hillview Airport', 'Santa Paula Airport', 'South Lake Tahoe Airport', 'Watsonville Municipal Airport']	['Catalina Airport', 'San Clemente Island Naval Auxiliary Landing Field']
no_usparql_3730	Which monarchs of the United Kingdom were married to a German spouse?	Which British monarchs had spouses of German origin?	Which monarchs of the United Kingdom were married to a German princess?	Which monarchs of the United Kingdom were married to a German who was not a princess?					['George V', 'Prince William']	['George I', 'George II', 'George IV', 'William IV', 'Queen Victoria', 'Edward VII']
no_usparql_3743	Give me all writers that won the Nobel Prize in literature.	List all authors who have received the Nobel Prize in Literature.	Give me all Asian writers that won the Nobel Prize in literature.	Give me all writers  from outside Asia that won the Nobel Prize in literature.						['Rabindranath Tagore', 'Yasunari Kawabata', 'Kenzaburō Ōe', 'Gao Xingjian', 'Orhan Pamuk', 'Mo Yan', 'Naguib Mahfouz', 'Abdulrazak Gurnah', 'Kazuo Ishiguro']
no_usparql_3744	Give me English actors starring in Lovesick.	Which English actors appear in Lovesick?	Give me English male actors starring in Lovesick.	Give me English female or non-binary actors starring in Lovesick.					['Antonia Thomas', 'Hannah Britland', 'Klariza Clayton']	['Johnny Flynn', 'Daniel Ings', 'Joshua McGuire']
no_usparql_3802	Which rivers flow into the North Sea?	Which rivers have their mouth on the North Sea?	Which rivers flow through Britain into the North Sea?	Which rivers flow into the North Sea but not through Britain?					['Rhine River', 'Elbe River', 'Weser River', 'Ems River', 'Scheldt River', 'Meuse River', 'IJssel River', 'Oder River', 'Vistula River']	['Thames', 'Humber', 'Tyne', 'Forth', 'Dee', 'Don', 'Wear', 'Tees', 'Great Ouse', 'Yare', 'Nene', 'Trent']
no_usparql_3834	Which beer brewing companies are located in North-Rhine Westphalia?	Which commercial beer breweries are located in North-Rhine Westphalia?	Which brewing companies producing at least 1 million hl of beer are located in North-Rhine Westphalia?	Which brewing companies producing less than 1 million hl of beer are located in North-Rhine Westphalia?					['Privatbrauerei Moritz Fiege', 'Stauder Brauerei', 'Bolten Brauerei', 'Pinkus Müller Brauerei', 'Erzquell Brauerei', 'Barre Brauerei', 'König-Brauerei', 'Diebels Brauerei', 'Früh Kölsch Brauerei', 'Gaffel Kölsch Brauerei', 'Sion Kölsch Brauerei']	['Warsteiner Brauerei', 'Krombacher Brauerei', 'Veltins Brauerei', 'Dortmunder Actien-Brauerei']
