dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
spinach,fixing,gemini-2.5-flash,0.8733,0.8667,0.84,0.9667,0.9733,0.84,0.6533,0.7333,0.6667,0.9042,0.9076,0.0213,0.8107,0.7627,0.8087,0.799,,,,,,0.0867,0.04,0.0467,0.1733,0.6844,0.7901,0.086675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0013,0.0
spinach,fixing,gemini-2.5-pro,0.8067,0.8133,0.7667,0.9733,0.98,0.8067,0.5933,0.5533,0.54,0.9041,0.9203,0.0175,0.8446,0.7701,0.7532,0.7434,,,,,,0.06,0.02,0.0133,0.14,0.5622,0.7556,0.058325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-2025-04-14,0.9067,0.76,0.92,0.9267,1.0,0.76,0.6333,0.6467,0.6333,0.9275,0.9078,0.0,0.8206,0.8455,0.8494,0.8417,,,,,,0.0333,0.0333,0.0467,0.1133,0.6378,0.8455,0.056650000000000006,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-mini-2025-04-14,0.8533,0.7533,0.88,0.98,0.9667,0.7467,0.5667,0.5733,0.5533,0.9138,0.8935,0.0165,0.7935,0.7759,0.7902,0.7916,,,,,,0.0267,0.02,0.04,0.1267,0.5644,0.7859,0.05335,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-nano-2025-04-14,0.76,0.44,0.5933,0.7067,0.6133,0.3133,0.26,0.24,0.5333,0.6881,0.4969,0.1927,0.3241,0.3253,0.3042,0.5406,,,,,,0.2,0.1733,0.0867,0.1867,0.3444,0.39,0.161675,,,,,,,,,,,,,,,,,0.0,0.0,0.0182,0.0011,0.6556,0.0
spinach,fixing,gpt-4o,0.9533,0.8067,0.8933,0.9667,0.9533,0.78,0.6133,0.5933,0.5933,0.7168,0.7235,0.0362,0.5894,0.5886,0.579,0.5889,,,,,,0.3,0.2933,0.22,0.3267,0.6,0.5855,0.285,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-5,0.94,0.84,0.94,0.9733,0.78,0.6267,0.7267,0.62,0.6533,0.9592,0.8977,0.22,0.6842,0.8527,0.7902,0.816,,,,,,0.3533,0.3533,0.3333,0.3867,0.6667,0.8196,0.35665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,gpt-5-mini,0.8933,0.7867,0.8733,0.9333,0.7467,0.5533,0.7133,0.74,0.7067,0.9262,0.8639,0.2516,0.5143,0.7875,0.8356,0.8049,,,,,,0.5267,0.4733,0.5067,0.48,0.72,0.8093,0.496675,,,,,,,,,,,,,,,,,0.0,0.001,0.0005,0.0011,0.0,0.0
spinach,fixing,gpt-5-nano,0.8533,0.7467,0.8267,0.9867,0.8067,0.5533,0.6333,0.6533,0.6133,0.9005,0.8363,0.1806,0.5846,0.7468,0.8044,0.7705,,,,,,0.4133,0.3533,0.3533,0.5133,0.6333,0.7739,0.4083,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,fixing,grok-3-mini,0.8933,0.8533,0.9,0.98,0.9867,0.84,0.4067,0.4667,0.4267,0.9354,0.9374,0.0133,0.7327,0.6547,0.7053,0.6644,,,,,,0.08,0.0867,0.1,0.26,0.4334,0.6748,0.13167500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0007,0.0
spinach,fixing,llama3.1:70b,0.5933,0.5467,0.72,0.8267,0.9667,0.54,0.2533,0.2667,0.24,0.7508,0.8176,0.0107,0.7583,0.5101,0.5157,0.5142,,,,,,0.0,0.06,0.0667,0.06,0.2533,0.5133,0.046674999999999994,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,llama3.1:8b,0.12,0.04,0.1733,0.1267,0.56,0.0267,0.02,0.0133,0.02,0.4342,0.3653,0.1351,0.2416,0.1657,0.1654,0.1914,,,,,,0.0,0.0,0.0067,0.0,0.0178,0.1742,0.001675,,,,,,,,,,,,,,,,,0.0318,0.377,0.2148,0.1325,0.968,0.0625
spinach,fixing,mistral-small:24b,0.7867,0.5,0.66,0.8733,0.9467,0.48,0.5,0.54,0.52,0.8546,0.718,0.0254,0.63,0.727,0.7243,0.7362,,,,,,0.12,0.06,0.1533,0.16,0.52,0.7292,0.12332499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,o3,0.8,0.7667,0.9133,0.92,0.9667,0.7467,0.3733,0.38,0.3733,0.8361,0.8607,0.0242,0.7798,0.5516,0.5745,0.5787,,,,,,0.1333,0.1067,0.0533,0.16,0.3755,0.5683,0.11332500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1334,0.0
spinach,zero-shot,deepseek-chat,0.3267,0.1467,0.46,0.44,0.5933,0.0667,0.2639,,,0.5802,0.4454,0.1324,0.2234,0.5272,,,0.3267,0.4867,0.5133,0.6,0.1267,0.04,0.04,0.16,0.24,0.2639,0.5272,0.12,0.3219178082191781,0.5,0.5813835616438356,0.538575,0.4375,0.47674418604651164,0.3793103448275862,0.45454545454545453,0.5973154362416108,0.0,0.13198053691275166,0.2017,0.1259259259259259,0.3333333333333333,0.43751555555555555,0.5165466666666667,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-reasoner,0.1933,0.12,0.4133,0.2933,0.8533,0.1067,0.2153,,,0.4896,0.4069,0.0397,0.296,0.4904,,,0.2867,0.42,0.32,0.8067,0.18,0.0467,0.06,0.0333,0.0667,0.2153,0.4904,0.051675,0.208955223880597,0.0625,0.497255223880597,0.425325,0.41379310344827586,0.4,0.2986111111111111,0.16666666666666666,0.8461538461538461,1.0,0.04164615384615385,0.0,0.12949640287769784,0.0,0.4077510791366907,0.3960181818181818,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.0-flash,0.4,0.12,0.4267,0.4333,0.6267,0.06,0.4861,,,0.6502,0.4575,0.1144,0.238,0.7066,,,0.44,0.3933,0.5867,0.6533,0.2067,0.0,0.0,0.0067,0.2133,0.4861,0.7066,0.055,0.4142857142857143,0.2,0.6616807142857143,0.4897,0.3953488372093023,0.6190476190476191,0.5384615384615384,0.3963963963963964,0.65,0.3,0.1142157142857143,0.11739,0.12096774193548387,0.11538461538461539,0.45975,0.44655769230769227,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-flash,0.3333,0.1933,0.46,0.56,0.8733,0.1933,0.3542,,,0.6132,0.4771,0.0137,0.3001,0.6329,,,0.3933,0.4933,0.54,0.8533,0.2533,0.0467,0.04,0.0533,0.28,0.3542,0.6329,0.10500000000000001,0.3435114503816794,0.2631578947368421,0.6258366412213741,0.525921052631579,0.4755244755244755,0.14285714285714285,0.5524475524475524,0.7142857142857143,0.8758620689655172,0.8,0.011386206896551725,0.08,0.2014388489208633,0.09090909090909091,0.4768194244604317,0.48002727272727275,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-pro,0.3333,0.2267,0.5533,0.3467,0.8333,0.2133,0.2153,,,0.6705,0.5482,0.0182,0.4079,0.4816,,,0.38,0.5533,0.3733,0.8133,0.26,0.0067,0.0133,0.06,0.06,0.2153,0.4816,0.035,0.34306569343065696,0.23076923076923078,0.6781985401459854,0.5888923076923077,0.5547945205479452,0.5,0.34782608695652173,0.3333333333333333,0.8299319727891157,1.0,0.018612244897959186,0.0,0.23776223776223776,0.0,0.554616083916084,0.41800000000000004,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-2025-04-14,0.3867,0.2067,0.5533,0.4267,0.6267,0.1467,0.2847,,,0.6766,0.6119,0.0999,0.3611,0.5693,,,0.4067,0.5467,0.5267,0.6333,0.1667,0.0,0.0133,0.04,0.0867,0.2847,0.5693,0.035,0.3900709219858156,0.3333333333333333,0.6851907801418439,0.5412666666666666,0.5503355704697986,1.0,0.46534653465346537,0.3469387755102041,0.6308724832214765,0.0,0.09943959731543622,0.1667,0.2108843537414966,0.0,0.6123931972789115,0.5878333333333333,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-mini-2025-04-14,0.16,0.0867,0.3933,0.2267,0.8,0.0467,0.2083,,,0.273,0.3004,0.0649,0.1074,0.402,,,0.2067,0.3933,0.6733,0.7933,0.0733,0.0067,0.0867,0.02,0.18,0.2083,0.402,0.07335,0.16312056737588654,0.1111111111111111,0.27812056737588653,0.1923111111111111,0.2037037037037037,0.5,0.17391304347826086,0.23622047244094488,0.7986577181208053,1.0,0.06538389261744967,0.0,0.07042253521126761,0.375,0.2900176056338028,0.4844625,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-nano-2025-04-14,0.32,0.1,0.48,0.5267,0.6267,0.0267,0.1429,,,0.6064,0.434,0.1778,0.2242,0.3879,,,0.4267,0.54,0.4733,0.5667,0.9733,0.0267,0.0467,0.0933,0.1467,0.1429,0.3879,0.07835,0.3416666666666667,0.23333333333333334,0.6177575,0.56079,0.5283018867924528,0.4536082474226804,0.5,0.5377358490566038,0.6407766990291263,0.5957446808510638,0.19994174757281552,0.12932978723404256,,0.1,,0.43399533333333334,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4o,0.38,0.2533,0.3667,0.34,0.2533,0.0133,0.375,,,0.4152,0.3395,0.7142,0.0743,0.6048,,,0.3867,0.5267,0.6467,0.26,0.32,0.2533,0.76,0.7733,0.86,0.375,0.6048,0.66165,0.375886524822695,0.4444444444444444,0.4133063829787234,0.4444444444444444,0.35714285714285715,0.3723404255319149,0.4375,0.3283582089552239,0.2550335570469799,0.0,0.7122993288590603,1.0,0.22,0.32,0.31874600000000003,0.381094,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5,0.58,0.46,0.6733,0.68,0.68,0.1933,0.6458,,,0.6758,0.689,0.2601,0.419,0.812,,,0.5733,0.6733,0.68,0.7067,0.2733,0.38,0.5,0.2933,0.44,0.6458,0.812,0.403325,0.583941605839416,0.5384615384615384,0.6734226277372264,0.7004538461538462,0.678082191780822,0.5,0.684931506849315,0.5,0.704225352112676,0.25,0.2427950704225352,0.5666625,0.45588235294117646,0.5,0.6931352941176471,0.6487785714285713,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-mini,0.66,0.6467,0.76,0.8133,0.5067,0.1933,0.6458,,,0.7484,0.7632,0.4699,0.3605,0.7386,,,0.6067,0.7533,0.8,0.56,0.26,0.5867,0.4733,0.5267,0.6267,0.6458,0.7386,0.55335,0.6470588235294118,0.7857142857142857,0.7422264705882353,0.8079357142857143,0.7619047619047619,0.6666666666666666,0.8108108108108109,1.0,0.5362318840579711,0.16666666666666666,0.4383268115942029,0.8333333333333334,0.6571428571428571,0.5,0.7710171428571428,0.65324,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-nano,0.6267,0.4533,0.5933,0.6333,0.6533,0.1733,0.6181,,,0.7586,0.6324,0.3299,0.3392,0.769,,,0.5867,0.5933,0.6467,0.64,0.2333,0.4,0.42,0.42,0.4467,0.6181,0.769,0.421675,0.6176470588235294,0.7142857142857143,0.7509573529411765,0.8332428571428572,0.6147540983606558,0.5,0.6544117647058824,0.42857142857142855,0.671875,0.5454545454545454,0.30850078125,0.45454545454545453,0.45985401459854014,0.38461538461538464,0.6325058394160584,0.6313384615384615,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-oss:20b,0.2667,0.12,0.3533,0.32,0.8533,0.1,,,,0.4427,0.3756,0.0602,0.2704,,,,0.3,0.38,0.32,0.7933,0.1667,0.1533,0.2267,0.1267,0.1667,,,0.16835,0.26277372262773724,0.3076923076923077,0.4491182481751825,0.37479999999999997,0.35294117647058826,0.35714285714285715,0.3150684931506849,0.5,0.8646616541353384,0.7647058823529411,0.05051278195488722,0.1362764705882353,0.12318840579710146,0.08333333333333333,0.3803224637681159,0.3209,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,grok-3-mini,0.2733,0.28,0.5533,0.5,0.8933,0.26,,,,0.5395,0.5941,0.0334,0.4194,,,,0.32,0.5267,0.5,0.88,0.3067,0.04,0.1,0.08,0.18,,,0.1,0.2773722627737226,0.23076923076923078,0.5497328467153285,0.43160769230769247,0.5428571428571428,0.7,0.5,0.5,0.8972602739726028,0.75,0.030175342465753423,0.15,0.2937062937062937,0.0,0.6045867132867133,0.38092857142857145,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.1:70b,0.2,0.08,0.3,0.26,0.6933,0.0333,,,,0.4444,0.3815,0.1165,0.1755,,,,0.22,0.6333,0.6467,0.6933,0.0533,0.0067,0.0133,0.0067,0.0733,,,0.025,0.20408163265306123,0.0,0.445356462585034,0.39966666666666667,0.08333333333333333,0.3188405797101449,0.28125,0.2542372881355932,0.6959459459459459,0.5,0.11639932432432433,0.125,0.07482993197278912,0.3333333333333333,0.3786469387755102,0.5228666666666667,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.1:8b,0.06,0.0267,0.1333,0.08,0.6533,0.0,,,,0.2882,0.2309,0.1065,0.1032,,,,0.8933,0.7533,0.84,0.4133,0.96,0.0067,0.0133,0.0133,0.0067,,,0.009999999999999998,0.1111111111111111,0.05673758865248227,0.43612222222222224,0.27876170212765955,0.0,0.15037593984962405,0.0,0.08695652173913043,0.7083333333333334,0.6428571428571429,0.07297916666666666,0.11282936507936508,0.0,0.027777777777777776,0.43278333333333335,0.22247638888888888,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,mistral-small:24b,0.3542,0.2083,0.3681,0.4583,0.5833,0.0139,,,,0.4714,0.3865,0.3129,0.2472,,,,0.3889,0.625,0.5486,0.5764,0.9097,0.5625,0.2361,0.2639,0.4097,,,0.36805,0.362962962962963,0.2222222222222222,0.47370888888888885,0.4364666666666667,0.0,0.3706293706293706,1.0,0.45454545454545453,0.5804195804195804,1.0,0.3151132867132867,0.0,0.2727272727272727,0.20300751879699247,0.29924545454545454,0.39373233082706766,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,o3,0.3194,0.2639,0.5208,0.4722,0.9375,0.2431,0.3194,,,0.6241,0.5796,0.0163,0.4876,0.5517,,,0.375,0.5208,0.4583,0.875,0.3333,0.0417,0.0764,0.0347,0.0694,0.3194,0.5517,0.05555,0.3358208955223881,0.1,0.6365694029850746,0.45704,0.5214285714285715,0.5,0.4642857142857143,0.75,0.9398496240601504,0.9090909090909091,0.01703233082706767,0.00699090909090909,0.2900763358778626,0.0,0.6043450381679389,0.3303615384615385,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,classification,deepseek-chat,0.9333,0.7733,0.9067,0.9133,0.9333,0.74,0.56,0.5,0.4867,0.9579,0.9413,0.0609,0.8659,0.7571,0.7342,0.7401,,,,,,0.08,0.1,0.0933,0.1,0.5156,0.7438,0.09332499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,deepseek-reasoner,0.7267,0.8733,0.9267,0.9533,0.88,0.7667,0.3933,0.3333,0.4533,0.7768,0.9456,0.1183,0.8357,0.6352,0.6168,0.7358,,,,,,0.06,0.0733,0.0867,0.12,0.3933,0.6626,0.08499999999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0017,0.0
synthetic,classification,gemini-2.0-flash,0.8467,0.8467,0.56,0.9133,0.7467,0.64,0.48,0.4333,0.4533,0.9226,0.942,0.1848,0.7404,0.7256,0.6496,0.6439,,,,,,0.08,0.0733,0.1533,0.2,0.4555,0.673,0.12664999999999998,,,,,,,,,,,,,,,,,0.0,0.0,0.295,0.0,0.0049,0.0
synthetic,classification,gemini-2.5-flash,0.8667,0.92,0.72,0.9733,0.9733,0.9067,0.4667,0.42,0.4667,0.9151,0.9651,0.021,0.9298,0.7421,0.7173,0.7786,,,,,,0.04,0.0333,0.0267,0.04,0.4511,0.746,0.035,,,,,,,,,,,,,,,,,0.0,0.0,0.0058,0.0,0.0107,0.0
synthetic,classification,gemini-2.5-pro,0.7733,0.6733,0.7,0.8267,0.9667,0.66,0.5067,0.3733,0.4267,0.8069,0.7644,0.0179,0.7276,0.7361,0.6142,0.669,,,,,,0.1067,0.0867,0.0867,0.1133,0.4356,0.6731,0.09835,,,,,,,,,,,,,,,,,0.0,0.0,0.0201,0.0,0.0,0.0
synthetic,classification,gpt-4.1-2025-04-14,0.9,0.86,0.7,0.98,0.9467,0.82,0.44,0.4133,0.4533,0.9626,0.9656,0.0374,0.934,0.7658,0.7448,0.76,,,,,,0.02,0.0267,0.0267,0.04,0.4355,0.7569,0.02835,,,,,,,,,,,,,,,,,0.0,0.0,0.4373,0.0,0.0,0.0
synthetic,classification,gpt-4.1-mini-2025-04-14,0.86,0.8733,0.56,0.98,0.9133,0.7933,0.3867,0.3267,0.4,0.9424,0.9551,0.0682,0.8945,0.6601,0.6615,0.6947,,,,,,0.06,0.0667,0.0333,0.0867,0.3711,0.6721,0.061674999999999994,,,,,,,,,,,,,,,,,0.0,0.0,0.7852,0.0,0.0,0.0
synthetic,classification,gpt-4.1-nano-2025-04-14,0.9667,0.62,0.44,0.62,0.34,0.0,0.94,0.94,0.9467,0.9727,0.7599,0.6521,0.0,0.94,0.94,0.9467,,,,,,0.9667,0.9467,0.4267,0.6133,0.9422,0.9422,0.7383500000000001,,,,,,,,,,,,,,,,,0.0,0.0,0.6715,0.0249,1.0,1.0
synthetic,classification,gpt-4o,0.9467,0.9,0.6667,0.9667,0.5933,0.5133,0.2867,0.2733,0.54,0.6222,0.9647,0.394,0.5765,0.4659,0.4302,0.6898,,,,,,0.3533,0.3533,0.4133,0.4067,0.3667,0.5286,0.38165,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,gpt-5,0.8933,0.8867,0.7133,0.9733,0.8867,0.7867,0.6,0.5867,0.6133,0.9599,0.9285,0.1133,0.8621,0.8146,0.7942,0.8114,,,,,,0.0933,0.0933,0.1133,0.1667,0.6,0.8067,0.11665,,,,,,,,,,,,,,,,,0.0,0.0,0.0098,0.0,0.7597,0.0
synthetic,classification,gpt-5-mini,0.8733,0.6,0.6,0.68,0.84,0.4733,0.5467,0.5733,0.56,0.9382,0.7438,0.16,0.5535,0.7441,0.7764,0.7569,,,,,,0.1933,0.1867,0.1867,0.2,0.56,0.7591,0.19167499999999998,,,,,,,,,,,,,,,,,0.0,0.0043,0.7084,0.4007,0.0,0.0
synthetic,classification,gpt-5-nano,0.78,0.6467,0.08,0.74,0.2333,0.0,0.0933,0.5533,0.06,0.7872,0.7296,0.7667,0.0864,0.1053,0.5587,0.0766,,,,,,0.0467,0.06,0.02,0.0067,0.2355,0.2469,0.03335,,,,,,,,,,,,,,,,,0.0001,0.0,1.0,0.0019,1.0,1.0
synthetic,classification,gpt-oss:20b,0.6533,0.46,0.5,0.7533,0.8933,0.4333,0.2733,0.2733,0.2733,0.8246,0.7567,0.051,0.6858,0.5664,0.5924,0.627,,,,,,0.0467,0.04,0.06,0.06,0.2733,0.5953,0.051675,,,,,,,,,,,,,,,,,0.0,0.0,0.5722,0.0,0.0251,0.0
synthetic,classification,grok-3-mini,0.9,0.82,0.6333,0.9333,0.9533,0.78,0.4133,0.4067,0.4267,0.9591,0.9565,0.0467,0.8982,0.7163,0.7014,0.6994,,,,,,0.04,0.0467,0.0467,0.0467,0.4156,0.7057,0.045024999999999996,,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,0.0481,0.0
synthetic,classification,llama3.1:70b,0.82,0.6,0.5067,0.88,0.92,0.6,0.2667,0.2667,0.22,0.9204,0.8955,0.0327,0.8533,0.6103,0.5952,0.5764,,,,,,0.0067,0.02,0.0067,0.0133,0.2511,0.594,0.011675,,,,,,,,,,,,,,,,,0.0,0.0,0.0113,0.0,0.0,0.0
synthetic,classification,llama3.1:8b,0.2267,0.1067,0.1533,0.42,0.68,0.0867,0.1067,0.0933,0.0733,0.6402,0.5797,0.0901,0.4721,0.4224,0.3968,0.3736,,,,,,0.0,0.0,0.0,0.0,0.0911,0.3976,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.9252,0.0,0.1605,0.0001
synthetic,classification,mistral-small:24b,0.8533,0.5667,0.56,0.8333,0.9133,0.5333,0.36,0.32,0.3333,0.9257,0.8309,0.07,0.7751,0.671,0.6502,0.6517,,,,,,0.0267,0.0333,0.0867,0.0733,0.3378,0.6576,0.055,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,o3,0.9133,0.9,0.58,0.98,0.98,0.8867,0.3933,0.36,0.36,0.9767,0.9632,0.0182,0.9574,0.7092,0.7111,0.7131,,,,,,0.0067,0.0067,0.0067,0.0267,0.3711,0.7111,0.0117,,,,,,,,,,,,,,,,,0.0,0.0,0.1481,0.0,0.0,0.0
synthetic,fixing,deepseek-chat,0.8933,0.8533,0.9,0.9867,0.9667,0.8267,0.6267,0.6733,0.6267,0.9525,0.9625,0.0259,0.877,0.8214,0.8428,0.8304,,,,,,0.0267,0.02,0.0533,0.0867,0.6422,0.8315,0.046675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,deepseek-reasoner,0.7533,0.6667,0.7933,0.8733,0.9667,0.6533,0.2667,0.2467,0.2867,0.8847,0.8887,0.0142,0.8733,0.5773,0.5358,0.5834,,,,,,0.0067,0.0067,0.0267,0.02,0.2667,0.5655,0.015025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gemini-2.0-flash,0.86,0.84,0.8733,0.9667,0.9867,0.8267,0.8333,0.7867,0.8067,0.8733,0.958,0.0007,0.9087,0.9335,0.9037,0.9159,,,,,,0.0067,0.0,0.0067,0.06,0.8089,0.9177,0.018349999999999998,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gemini-2.5-flash,0.9,0.9133,0.9267,0.96,0.9733,0.9,0.78,0.7467,0.7667,0.9388,0.9457,0.0267,0.9118,0.8867,0.8675,0.8694,,,,,,0.0267,0.02,0.0133,0.06,0.7645,0.8745,0.03,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0287,0.0
synthetic,fixing,gemini-2.5-pro,0.68,0.7733,0.5733,0.8867,0.9733,0.7667,0.3867,0.4333,0.3133,0.6098,0.8262,0.025,0.8025,0.3909,0.5311,0.4324,,,,,,0.24,0.24,0.02,0.0733,0.3778,0.4515,0.143325,,,,,,,,,,,,,,,,,0.0,0.0,0.6955,0.0,0.0,0.0
synthetic,fixing,gpt-4.1-2025-04-14,0.8867,0.8667,0.9467,0.9667,0.9733,0.8467,0.6867,0.6933,0.6933,0.9662,0.9711,0.01,0.8919,0.9175,0.9131,0.9145,,,,,,0.0133,0.0133,0.02,0.08,0.6911,0.915,0.03165,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-4.1-mini-2025-04-14,0.8067,0.8,0.9133,0.9667,0.86,0.76,0.6267,0.6533,0.6733,0.9151,0.9315,0.0639,0.8387,0.8616,0.8986,0.8651,,,,,,0.02,0.04,0.06,0.0467,0.6511,0.8751,0.041675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0
synthetic,fixing,gpt-4.1-nano-2025-04-14,0.5533,0.3733,0.6,0.7,0.5733,0.22,0.4933,0.5333,0.5133,0.6813,0.6589,0.2566,0.4434,0.6822,0.7098,0.6864,,,,,,0.06,0.12,0.1467,0.1067,0.5133,0.6928,0.10835,,,,,,,,,,,,,,,,,0.0001,0.0,0.007,0.0003,0.9429,0.0001
synthetic,fixing,gpt-4o,0.8133,0.7667,0.86,0.96,0.9733,0.7667,0.54,0.56,0.5933,0.7462,0.7764,0.0157,0.7361,0.6078,0.6199,0.6514,,,,,,0.1733,0.18,0.1467,0.1867,0.5644,0.6264,0.171675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-5,0.88,0.9,0.96,0.9933,0.9267,0.8267,0.5667,0.56,0.5467,0.9697,0.9482,0.0733,0.8959,0.7964,0.7859,0.7853,,,,,,0.1267,0.1333,0.1133,0.1467,0.5578,0.7892,0.13,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2272,0.0
synthetic,fixing,gpt-5-mini,0.8267,0.78,0.8533,0.9533,0.8533,0.66,0.5733,0.5667,0.6,0.9004,0.8703,0.142,0.7797,0.7607,0.7453,0.7902,,,,,,0.2667,0.2467,0.24,0.2533,0.58,0.7654,0.251675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,gpt-5-nano,0.9067,0.7733,0.84,0.98,0.9067,0.6933,0.5533,0.58,0.56,0.9517,0.8801,0.093,0.7908,0.75,0.7743,0.7542,,,,,,0.1867,0.1733,0.1667,0.2533,0.5644,0.7595,0.195,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0059,0.0
synthetic,fixing,gpt-oss:20b,0.6667,0.6867,0.78,0.9067,0.9933,0.6867,0.3133,0.3333,0.3067,0.8429,0.8644,0.0009,0.8644,0.6195,0.6303,0.5971,,,,,,0.04,0.0333,0.0267,0.0867,0.3178,0.6156,0.046675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,grok-3-mini,0.8933,0.8733,0.9267,0.9933,0.9667,0.8533,0.5067,0.4333,0.4267,0.9532,0.9679,0.0227,0.9224,0.7509,0.6881,0.7234,,,,,,0.0333,0.0533,0.06,0.0667,0.4556,0.7208,0.053325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0154,0.0
synthetic,fixing,llama3.1:70b,0.68,0.6667,0.7933,0.8733,0.9667,0.66,0.2867,0.3333,0.2867,0.8008,0.8717,0.0085,0.8449,0.6224,0.627,0.5811,,,,,,0.0,0.0333,0.0467,0.0267,0.3022,0.6102,0.026675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,fixing,llama3.1:8b,0.2067,0.04,0.2133,0.1733,0.6267,0.04,0.06,0.0467,0.0533,0.5639,0.3906,0.1097,0.2903,0.2753,0.2564,0.2895,,,,,,0.0,0.0,0.0067,0.0,0.0533,0.2737,0.001675,,,,,,,,,,,,,,,,,0.0001,0.0156,0.4427,0.2088,0.5,0.0156
