index	source_id	Q1	Q2	Q3	Q4	source
291	141	Which YouTube channels with more than 500,000 subscribers talk about math?	List YouTube maths channels with more than 500,000 followers	Which English-language YouTube channels with more than 500,000 subscribers talk about math?	Which YouTube channels with more than 500,000 subscribers talk about math in languages other than English?	qawiki
292	142	Who are Elon Musk's ex-spouses?	Who are Elon Musk's past spouses?	Which of Elon Musk's ex-spouses were married to him multiple times?	Which of Elon Musk's ex-spouses were married to him only once?	qawiki
293	143	Who are the editors of EMMA?	Who are EMMA's editors?	Who are the editors-in-chief of EMMA?	Who are the editors of EMMA excluding the editors-in-chief?	qawiki
294	144	Who are the editors-in-chief of EMMA?	Who are EMMA's editors-in-chief?	Who have been editors-in-chief of the EMMA journal since 2024?	Who are the former editors-in-chief of EMMA before 2024?	qawiki
295	145	Who are the original developers of SPSS?	Who are SPSS' initial developers?	Which of the original developers of SPSS were educated in Mexico?	Which of the original developers of SPSS were not educated in Mexico?	qawiki
296	146	Who has run against Jair Bolsonaro for President of Brazil?	Who ran against Bolsonaro for Brazilian President?	Who ran against Jair Bolsonaro for President of Brazil the first time he ran?	Who ran against Jair Bolsonaro for President of Brazil beyond his first run?	qawiki
297	147	Who has served as Prime Minister of South Korea in the past 20 years?	Name all South Korean Prime Ministers from the past 20 years	Who is the prime minister of South Korea?	Who has served as Prime Minister of South Korea in the past 20 years excluding the current one?	qawiki
298	148	Who has won more than one type of Nobel Prize?	Who has won multiple types of Nobel Prize?	Who has won the Nobel Peace Prize and another type of Nobel Prize?	Who has won more than one type of Nobel Prize excluding the Nobel Peace Prize?	qawiki
299	149	Who were the candidates in the 1972 United States Presidential Election?	Who ran in the 1972 U.S. Presidential Election?	Who was the Democratic party candidate in the 1972 United States Presidential Election?	Who were the candidates in the 1972 United States Presidential Election excluding any Democrats?	qawiki
300	0	Which television shows were created by John Cleese?	What television programs did John Cleese create?	Which television shows were created by John Cleese and first aired before the year 2000?	Which television shows were created by John Cleese and first aired on or after the year 2000?	spinach
301	1	Give me all current communist countries.	Which countries currently have communist governments?	Give me all the communist countries currently existing in Asia.	List all countries that are currently communist outside of Asia.	spinach
302	2	Which politicians were married to a German person?	Which politicians had a spouse who was German?	Which politicians were married to a German woman?	Which politicians were married to a German man or non-binary person?	spinach
303	3	List all Spanish football clubs that competed in La Liga during the 2023–24 season.	Can you list every soccer club located in Spain that competed in La Liga during the 2023–24 season	Please tell me all the Spanish football clubs that competed in La Liga during the 2023-24 season and have won the Champions League.	Please tell me all the Spanish football clubs that competed in La Liga during the 2023-24 season and never won the Champions League.	spinach
304	4	Which telecommunications organizations are located in Belgium?	Which telecommunications organizations are based in Belgium?	Which telecommunications organizations are located in Belgium and headquartered in Brussels?	Which telecommunications organizations are located in Belgium but not headquartered in Brussels?	spinach
305	5	Which actors were born in Germany?	What actors have a German birthplace?	Which actors were born in Germany and are currently living there?	Which actors were born in Germany but are currently living outside of Germany?	spinach
306	6	In which countries are the Himalayas located?	Which countries do the Himalayas span?	In which countries with a population of less than one million are the Himalayas located?	In which countries with a population of at least one million are the Himalayas located?	spinach
307	7	What are the major legal streaming platforms that have offered the Hunter × Hunter anime series in the United States?	Which major licensed streaming services have provided access to the Hunter × Hunter anime series in the United States?	Which subscription-based video streaming services in the United States have offered the Hunter × Hunter anime series?	Which ad-supported or free video streaming services in the United States have offered the Hunter × Hunter anime series?	spinach
308	8	Through which countries does the Danube flow?	Which countries does the Danube flow through?	Through which countries that use Central Europe Time does the Danube flow?	Through which countries that do not use Central Europe Time does the Danube flow?	spinach
309	9	What are the professions of John Lennon’s sons?	In which professions are John Lennon’s sons involved?	What are the musical professions of John Lennon’s sons?	What are the non-musical professions of John Lennon’s sons?	spinach
310	10	What movies are in the Star Wars series?	What are the movies in the Star Wars series?	What are the Star Wars series movies released before 2000?	What are the Star Wars series movies released on or after 2000?	spinach
311	11	What instruments did Louis Armstrong play?	Which instruments were played by Louis Armstrong?	What brass instruments did Louis Armstrong play?	What non-brass instruments did Louis Armstrong play?	spinach
312	12	What notes make up a C major chord?	Which notes comprise a C major chord?	What root notes are in a C major chord?	What non-root notes make up a C major chord?	spinach
313	13	Who created the OA?	The OA is created by whom?	Which creator of The OA also played a cast role in it?	Which creator of The OA did not play a cast role in it?	spinach
314	14	What albums has Atif Aslam appeared in?	Which albums feature Atif Aslam?	What solo albums has Atif Aslam released?	What non-solo albums has Atif Aslam contributed to?	spinach
315	15	Which American presidents had fathers who were also American presidents?	Which U.S. presidents had fathers who were also U.S. presidents?	Which American presidents had fathers who were also American presidents for the same party?	Which American presidents had fathers who were also American presidents but for a different party?	spinach
316	16	To which art movements is the painting “Les Demoiselles d'Avignon” assigned?	To which art movements does the painting “Les Demoiselles d'Avignon” belong?	To which Cubist art movements is the painting “Les Demoiselles d'Avignon” assigned?	To which non-Cubist art movements is the painting “Les Demoiselles d'Avignon” assigned?	spinach
317	17	Which movies belong to the Cornetto trilogy?	What are the movies that make up the Cornetto trilogy?	Which movies in the Cornetto trilogy star Lucy Davis?	Which movies in the Cornetto trilogy do not star Lucy Davis?	spinach
318	18	Which movies were directed by Thomas Vinterberg?	Which films were directed by Thomas Vinterberg?	Which movies directed by Thomas Vinterberg also starred Mads Mikkelsen?	Which movies directed by Thomas Vinterberg did not star Mads Mikkelsen?	spinach
319	19	Which teams participated in the 2020 UEFA Champions League Final ?	What teams took part in the 2020 UEFA Champions League Final?	Which team won the 2020 UEFA Champions League Final?	Which team lost the 2020 UEFA Champions League Final?	spinach
320	20	Who are the actresses in Portrait of a Lady on Fire?	Which actresses appear in Portrait of a Lady on Fire?	Which actresses play a named character in Portrait of a Lady on Fire?	Which actresses in Portrait of a Lady on Fire do not play a named character?	spinach
321	21	What countries does Germany share borders with?	Which countries border Germany?	What countries does Germany border that have German as an official language?	What countries does Germany border that do not have German as an official language?	spinach
322	22	What movies did Taylor Lautner star in?	In which films did Taylor Lautner star?	What movies did Taylor Lautner star in that were released before 2010?	What movies did Taylor Lautner star in that were released on or after 2010?	spinach
323	23	What countries does the Niger river flow through?	Through which countries does the Niger River flow?	Through what landlocked countries does the Niger River flow?	Through what coastal countries does the Niger River flow?	spinach
324	24	What games did Bungie make?	Which games were developed by Bungie?	What first-person shooter games did Bungie develop?	What games other than first-person shooters did Bungie develop?	spinach
325	25	Who has been a senator from Utah?	Which senators have represented Utah?	Who have been Republican senators for Utah?	Who have been non-Republican senators for Utah?	spinach
326	26	Who are the current senators from Illinois?	Which individuals currently serve as senators representing Illinois?	Who are the current non-Democratic senators from Illinois?	Who are the current Democratic senators from Illinois?	spinach
327	27	What car models does GM make?	Which car models are produced by General Motors?	What electric car models does GM make?	What non-electric car models does GM make?	spinach
328	28	What countries are on the Mediterranean Sea?	Which countries border the Mediterranean Sea?	What European countries have a coastline on the Mediterranean Sea?	What non-European countries have a coastline on the Mediterranean Sea?	spinach
329	29	What cities are included in Maricopa County?	Which cities are located within Maricopa County?	What cities in Maricopa County have a population greater than 100,000?	What cities in Maricopa County have a population of 100,000 or less?	spinach
330	30	What characters does Todd Haberkorn voice in movies?	Which characters are voiced by Todd Haberkorn in movies?	What characters does Todd Haberkorn voice in non-Japanese films?	What characters does Todd Haberkorn voice in Japanese films?	spinach
331	31	What albums did John Frusciante play on in any capacity?	On which albums did John Frusciante perform?	What solo albums did John Frusciante play on?	What non-solo albums did John Frusciante play on?	spinach
332	32	What dialects are spoken in the U.K.?	Which dialects are used in the United Kingdom?	What dialects are spoken in England?	What dialects are spoken in Scotland, Wales, and Northern Ireland?	spinach
333	33	Which present-day countries use English as an official language?	Which contemporary countries have English as an official language?	Which present-day countries use English as their only official language?	Which present-day countries use English as one of their multiple official languages?	spinach
334	34	What are the official languages of Canada?	What languages are officially recognized in Canada?	What is the official language of Canada used by the majority of the population?	What are the official languages of Canada used by a minority of the population?	spinach
335	35	Who were the Vice Presidents under Lincoln?	Who were the Vice Presidents of Lincoln?	Who was the Vice President under Abraham Lincoln during his first term?	Who was the Vice President under Abraham Lincoln during his second term?	spinach
336	36	Which countries does Egypt border?	Which countries share a border with Egypt?	What majority Arab countries does Egypt border?	What non-Arab majority countries does Egypt border?	spinach
337	37	Which countries border the Baltic sea?	What countries have coastlines along the Baltic Sea?	Which countries border the Baltic Sea and are members of the European Union?	Which countries border the Baltic Sea and are not members of the European Union?	spinach
338	38	What are the different dialects of Chinese?	What dialects are spoken in the Chinese language?	What dialect of Chinese is the majority dialect of Hong Kong?	What dialects of Chinese are not the majority dialect of Hong Kong?	spinach
339	39	Which American presidents were in office during the Vietnam War?	Who were the U.S. presidents during the Vietnam War?	Which American presidents were in office during the Vietnam War but not when it ended?	Which American president was in office when the Vietnam War ended?	spinach
340	40	Which European countries have had a constitutional monarchy at some point in history?	Which European nations have had a constitutional monarchy as their form of government?	Which European countries currently have had a constitutional monarchy?	Which European countries once had a constitutional monarchy but now have a different form of government?	spinach
341	41	Give me all professional skateboarders from Sweden.	List every professional skateboarder who is from Sweden.	Give me all male professional skateboarders from Sweden.	Give me all professional skateboarders from Sweden who are not male.	spinach
342	42	Which professional surfers were born in Australia?	Who are the professional surfers that were born in Australia?	Which professional surfers were born in Sydney, Australia?	Which professional surfers were born in Australia outside of Sydney?	spinach
343	43	Which space probes were sent into orbit around the sun?	What space probes have been launched to orbit the sun?	Which space probes were sent into orbit around the sun and are still operational?	Which space probes were sent into orbit around the sun but are no longer operational?	spinach
344	44	Which German cities currently have more than 250000 inhabitants?	In which German cities does the population currently exceed 250,000?	Which German cities have more than 250000 inhabitants but fewer than 1000000 currently?	Which German cities have more than 1000000 inhabitants currently?	spinach
345	45	Give me all spacecraft that flew to Mars.	List every spacecraft that has traveled to Mars.	Give me all spacecrafts that successfully landed on Mars.	Give me all spacecrafts that flew by or orbited Mars but did not land.	spinach
346	46	Give me all taikonauts.	Provide me with a list of all taikonauts.	Give me all taikonauts who have flown in space.	Give me all taikonauts who have never flown in space.	spinach
347	47	Which countries have more than ten volcanoes in total?	Which countries have above ten volcanoes in total?	Which countries have more than ten active volcanoes?	Which countries have more than ten volcanoes but fewer than ten active ones?	spinach
348	48	Who were the crew members on the Apollo 11 mission?	Which individuals participated in the Apollo 11 mission?	Who from the Apollo 11 mission was still alive as of January 1st, 2025?	Who from the Apollo 11 mission died before January 1st, 2025?	spinach
349	49	Give me all B-sides of the Ramones.	Could you provide a list of all the Ramones' B-sides?	Give me all B-sides of the Ramones released before 1985.	Give me all B-sides of the Ramones released on or after 1985.	spinach
350	50	Which French politicians were married to a German?	Which French politicians had a spouse who was German?	Which French politicians were married to a German man?	Which French politicians were married to a German woman or non-binary person?	spinach
351	51	Which movies did Kurosawa direct?	What are the movies directed by Kurosawa?	Which movies did Kurosawa direct that are dramas?	Which movies did Kurosawa direct that are not dramas?	spinach
352	52	Give me all Frisian islands that belong to the Netherlands.	Which Frisian islands are part of the Netherlands?	Give me all Frisian islands that belong to the Netherlands and are inhabited.	Give me all Frisian islands that belong to the Netherlands and are uninhabited.	spinach
353	53	Which officially recognized religions are present in Indonesia?	What religions do Indonesians are official recognized?	Which Abrahamic religions are officially recognized in Indonesia?	Which non-Abrahamic religions are officially recognized in Indonesia?	spinach
354	54	What battles did Stonewall Jackson fight in during his military career?	In which battles did Stonewall Jackson participate during his military career?	What battles did Stonewall Jackson fight in during the American Civil War?	What battles did Stonewall Jackson fight in outside of the American Civil War?	spinach
355	55	Which countries speak German officially?	In which countries is German an official language?	Which countries have German but not French as an official language?	Which countries have both German and French as official languages?	spinach
356	56	What basketball teams has Shaq played for?	Which basketball teams did Shaquille O'Neal play on?	What NBA basketball teams has Shaquille O'Neal played for?	What international or non-NBA basketball teams has Shaquille O'Neal played for?	spinach
357	57	What countries are considered part of the Baltic region?	Which countries belong to the Baltic region?	What landlocked countries are considered part of the Baltic region?	What countries with a coastline are considered part of the Baltic region?	spinach
358	58	What states make up New England?	Which states constitute New England?	"Which states in New England have ""New"" in their name?"	"Which states in New England do not have ""New"" in their name?"	spinach
359	59	Which U.S. states does the Colorado River run through?	Through which American states does the Colorado River flow?	Which U.S. states does the Colorado River run through in the Upper Basin?	Which U.S. states does the Colorado River run through in the Lower Basin?	spinach
360	60	Which continents did the Roman Empire span?	What continents did the Roman Empire spread over?	On which continent did the Roman Empire start?	To which continents did the Roman Empire expand beyond the first continent?	spinach
361	61	What countries have Spanish as a national language?	Which countries recognize Spanish as an official language?	What countries have Spanish as an official language and do not have a non-Indo-European official language?	What countries have Spanish and a non-Indo-European language as official languages?	spinach
362	62	In what colleges did Albert Einstein teach professionally?	At which colleges did Albert Einstein work as a teacher?	At which colleges did Albert Einstein hold a permanent teaching position?	At which colleges did Albert Einstein teach as a temporary teaching position?	spinach
363	63	What TV shows did Shawnee Smith appear in?	In which TV shows did Shawnee Smith appear?	In what TV shows did Shawnee Smith appear in only one episode?	In what TV shows did Shawnee Smith appear in multiple episodes?	spinach
364	64	What countries share a land or maritime border with Spain?	Which countries share a land or maritime border with Spain?	What countries share a land or martiime border with Spain, but not both?	What countries share both a land and maritime border with Spain?	spinach
365	65	Which television productions have been filmed in New York City?	Which television series have been filmed in New York?	Which television comedies have been filmed in New York?	Which television series have been filmed in New York and are not comedies?	spinach
366	66	What movies did Tupac star in?	In which movies did Tupac act?	In what movies did Tupac give a musical performance?	In what movies did Tupac star but did not give a musical performance?	spinach
367	67	Who has played Lex Luthor?	Which actors have portrayed Lex Luthor?	Who has played Lex Luthor in live-action adaptations?	Who has played Lex Luthor but never in live-action adaptations?	spinach
368	68	What were the names of Henry VIII's confirmed children?	Can you list the names of the confirmed children of Henry VIII?	What were the names of Henry VIII's confirmed legitimate children?	What were the names of Henry VIII's confirmed illegitimate children?	spinach
369	69	Which countries have territories in Oceania?	Which countries are located in Oceania in whole or in part?	Which countries are entirely contained in Oceania?	Which countries are only partially (not fully) contained in Oceania?	spinach
370	70	What states does the Sierra Nevada run through in the United States?	Which states does the Sierra Nevada run through in the United States?	Which states with a Democratic governor does the Sierra Nevada run through in the United States?	Which states without a Democratic governor does the Sierra Nevada run through in the United States?	spinach
371	71	Who has Stephen Ireland played for?	For which teams has Stephen Ireland played?	Which teams has Stephen Ireland played for in the English Premier League?	Which teams has Stephen Ireland played for outside the English Premier League?	spinach
372	72	Which celebrities has Brody Jenner been confirmed to have dated or rumored to have dated?	Who are the celebrities Brody Jenner has dated, either confirmed or rumored?	Which celebrities has Brody Jenner confirmed to have dated?	Which celebrities has Brody Jenner been rumored but not confirmed to have dated?	spinach
373	73	What countries are members of NAFTA?	Which countries are in NAFTA?	What countries are members of NAFTA and in Latin America?	What countries are members of NAFTA but not in Latin America?	spinach
374	74	What books did Louis Sachar write?	Which books has Louis Sachar write?	Which books did Louis Sachar write that were adapted into movies?	Which books did Louis Sachar write that were not adapted into movies?	spinach
375	75	What states share a border with Tennessee?	Which states does Tennessee border?	What states share a border with Tennessee but not with Illinois?	What states share a border with Tennessee and Illinois?	spinach
376	76	What educational institutions did Sir Isaac Newton attend?	Which educational institutions did Sir Isaac Newton attend?	What tertiary-level educational institutions did Sir Isaac Newton attend?	What primary and secondary-level educational institutions did Sir Isaac Newton attend?	spinach
377	77	What books are written by Suzanne Collins?	Which books has Suzanne Collins authored?	"What books are written by Suzanne Collins that belong to the ""Hunger Games"" series?"	"What books are written by Suzanne Collins are not part of the ""Hunger Games"" series?"	spinach
378	78	Who were King Henry VII's children?	Who were the children of King Henry VII?	Which children of King Henry VII survived to adulthood?	Which children of King Henry VII died in childhood?	spinach
379	79	Who were Demeter's siblings?	Who were the brothers and sisters of Demeter?	Who were the brothers of Demeter?	Who were the sisters of Demeter?	spinach
380	80	Who are the U.S. senators of Pennsylvania?	Which individuals serve as U.S. senators representing Pennsylvania?	Who are the Democratic U.S. senators of Pennsylvania?	Who are the Republican U.S. senators of Pennsylvania?	spinach
381	81	Who has been a coach for the Carolina Panthers?	Who has coached the Carolina Panthers?	Who has been the head coach of the Carolina Panthers?	Who has been an assistant coach but never head coach of the Carolina Panthers?	spinach
382	82	Which countries constitute the European Union?	Which countries make up the European Union?	Which countries are original members of the European Union and are still members?	Which countries are members of the European Union but are not original members?	spinach
383	83	What are the Catholic holy days of obligation and other holy days?	Which days are considered holy in the Catholic Church?	What are the Catholic holy days of obligation?	What are the Catholic holy days that are not days of obligation?	spinach
384	84	Through which countries of the Sahel does the Niger River flow?	Which Sahel countries does the Niger River pass through?	Though which country of the Sahel does the Niger River flow and have its mouth?	Though which country of the Sahel does the Niger River flow but does not have its mouth?	spinach
385	85	Who has been a coach of the St. Louis Cardinals?	Can you name the coaches, past and present, of the St. Louis Cardinals?	Who are the current St. Louis Cardinals coaches?	Who are the former St. Louis Cardinals coaches?	spinach
386	86	Which educational institutions has Anders Celsius attend?	What educational institutions did Anders Celsius attend?	Which universities did Anders Celsius attend?	Which educational institutions did Anders Celsius attend before university?	spinach
387	87	Who are Ariel's sisters?	Can you list Ariel's sisters?	"Which of Ariel's sisters appear in ""The Little Mermaid II: Return to the Sea""?"	"Which of Ariel's sisters no not appear in ""The Little Mermaid II: Return to the Sea""?"	spinach
388	88	Which characters does Seth MacFarlane voice on Family Guy?	Which characters are voiced by Seth MacFarlane on Family Guy?	Which human characters does Seth MacFarlane voice on Family Guy?	Which non-human characters does Seth MacFarlane voice on Family Guy?	spinach
389	89	What are the names of Michael Jackson's kids?	Who are the children of Michael Jackson?	Which children did Michael Jackson have with Debbie Rowe?	Which children did Michael Jackson have with someone other than Debbie Rowe?	spinach
390	90	What degrees does Romney have?	Which degrees has Romney earned?	What undergraduate degrees does Romney have?	What graduate degrees does Romney have?	spinach
391	91	Give me all cities in New Jersey with more than 100,000 inhabitants at present.	Which cities in New Jersey currently have a population of over 100,000?	Give me all cities in New Jersey with more than 100,000 inhabitants currently and an international airport.	Give me all cities in New Jersey with more than 100000 inhabitants currently without an international airport.	spinach
392	92	Which actors born in France have won an Oscar?	Who are the actors that have France as their birthplace and have won an Oscar?	Which actors were born in France before 1970 have won an Oscar?	Which actors were born in France on or after 1970 and have won an Oscar?	spinach
393	93	Which historical wargames are published by GMT Games?	Provide a list of all historical wargames published by GMT Games.	Which historical wargames published by GMT Games focus on World War II?	Which historical wargames published by GMT Games do not focus on World War II?	spinach
394	94	Which monarchs were married to a German spouse?	Which monarchs were married to someone from Germany?	Which monarchs were married to a German man?	Which monarchs were married to a German who was female or non-binary?	spinach
395	95	Which international organizations were founded in 1950?	What international organizations came into existence in 1950?	Which international organizations were founded in 1950 in the United States?	Which international organizations were founded in 1950 outside the United States?	spinach
396	96	Give me the Apollo 14 astronauts.	Who were the astronauts on Apollo 14?	Give me the Apollo 14 astronauts who walked on the Moon.	Give me the Apollo 14 astronauts who did not walk on the Moon.	spinach
397	97	Which spaceflights were launched from Baikonur?	For which spaceflights did the launch occur at Baikonur?	Which spaceflights were launched from Baikonur excluding the 21st century?	Which spaceflights were launched from Baikonur in the 21st century?	spinach
398	98	Which U.S. states are in the same timezone as Utah?	Which U.S. states share the same timezone as Utah?	Which U.S. states are in the same timezone as Utah and share a border with Utah?	Which U.S. states are in the same timezone as Utah but do not share a border with Utah?	spinach
399	99	Which states border Illinois?	What states share a border with Illinois?	Which states in the Great Lakes region border Illinois?	Which states not in the Great Lakes region border Illinois?	spinach
400	100	Give all Olympic swimmers that were born in Moscow.	List all Olympic swimmers whose place of birth is Moscow.	Give all swimmers that were born in Moscow and have won at least one medal in Olympic.	Give all swimmers that were born in Moscow and attened Olympic but have never won a medal.	spinach
401	101	Which US presidents were born in 1945?	Who are the US presidents born in the year 1945?	Which US presidents were born in 1945 and were elected before the year 2000?	Which US presidents were born in 1945 and were elected president or after the year 2000?	spinach
402	102	Show a list of soccer clubs that play in the Bundesliga.	Provide a list of soccer teams that compete in the Bundesliga.	Show a list of soccer clubs that play in the Bundesliga and have won it in the past.	Show a list of soccer clubs that play in the Bundesliga and have never won it.	spinach
403	103	Which rivers flow into lakes located in Germany?	Which rivers flow into German lakes?	Which rivers flow into natural lakes located in Germany?	Which rivers flow into artificial lakes located in Germany?	spinach
404	104	Give me all inhabited islands that belong to Japan.	List all the inhabited islands that are part of Japan.	Give me all inhabited islands with more than 100000 population that belong to Japan.	Give me all inhabited islands with no more than 1000000 population that belong to Japan.	spinach
405	105	Give me all soccer clubs in the Premier League for the 2023–2024 season.	List every soccer club that played in the Premier League during the 2023–2024 season.	List all soccer clubs in the Premier League for the 2023–2024 season along with their stadiums located in London.	List all soccer clubs in the Premier League for the 2023–2024 season with their stadiums located outside London.	spinach
406	106	Which movies star both Liz Taylor and Richard Burton?	In which films do both Liz Taylor and Richard Burton appear?	Which movies star both Liz Taylor and Richard Burton and were released before 1970?	Which movies star both Liz Taylor and Richard Burton and were released on or after 1970?	spinach
407	107	Which music albums contain the song Last Christmas?	On which music albums can the song Last Christmas be found?	Which music albums contain the song Last Christmas as an original track?	Which music albums contain the song Last Christmas as a cover track?	spinach
408	108	Give me all Swedish holidays (including public, regional, and unofficial holidays).	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden?	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden in March?	Can you provide a list of all public, regional, and unofficial holidays celebrated in Sweden in months other than March?	spinach
409	109	List all the musicals with music by Leonard Bernstein.	Which musicals feature music composed by Leonard Bernstein?	List all the musicals with music by Leonard Bernstein that premiered before 1970.	List all the musicals with music by Leonard Bernstein that premiered on or after 1970.	spinach
410	110	Which writers studied in Istanbul?	Which writers were educated in Istanbul?	Which writers studied at Istanbul University?	Which writers studied in Istanbul but never in Istanbul University?	spinach
411	111	Give me all Australian metalcore bands.	Can you provide a list of all metalcore bands from Australia?	Give me all Australian metalcore bands formed before 2010.	Give me all Australian metalcore bands formed on or after 2010.	spinach
412	112	List all recognized types of eating disorders.	List all standard types of eating disorders.	List all recognized types of eating disorders that involve binge eating.	List all recognized types of eating disorders that do not involve binge eating.	spinach
413	113	Which U.S. states are entirely or partially in the Mountain Time Zone?	Which U.S. states are in the Mountain Time Zone either in whole or in part?	Which U.S. states are entirely in the Mountain Time Zone?	Which U.S. states are only partially in the Mountain Time Zone?	spinach
414	114	Give me all children's books written by Danielle Steel.	Can you provide a list of every children's book authored by Danielle Steel?	Give me all children's books written by Danielle Steel that were published before the year 1995.	Give me all children's books written by Danielle Steel that were published on or after the year 1995.	spinach
415	115	Which programming languages have been influenced by Perl?	What programming languages were influenced by Perl?	Which programming languages influenced by Perl are primarily scripting languages?	Which programming languages influenced by Perl are not primarily script languages?	spinach
416	116	What airlines are part of the SkyTeam alliance currently?	Which airlines belong to the SkyTeam alliance currently?	Which airlines currently in the SkyTeam alliance are based in Europe?	Which airlines currently in the SkyTeam alliance are based outside Europe?	spinach
417	117	Could you please list other books have been written by the author of The Fault in Our Stars?	What other books have been written by the author of The Fault in Our Stars?	What other fiction books have been written by the author of The Fault in Our Stars?	What non-fiction books have been written by the author of The Fault in Our Stars before 2010?	spinach
418	118	Which films starring Clint Eastwood did he direct himself?	Which films did Clint Eastwood direct and star in?	Which films starring Clint Eastwood did he both direct and produce himself?	Which films starring Clint Eastwood did he direct but not produce himself?	spinach
419	119	Give me all actors with the last name Baldwin.	List all actors with the last name Baldwin.	Give me all male actors with the last name Baldwin.	Give me all female or non-binary actors with the last name Baldwin.	spinach
420	120	List all English Gothic buildings in Kent.	What Gothic buildings are in Kent?	List all Gothic churches or cathedrals in Kent.	List all Gothic buildings in Kent that are not churches or cathedrals.	spinach
421	121	In which countries can you pay using the West African CFA franc?	What countries accept the West African CFA franc?	In which countries that were previously Portuguese colonies can you pay using the West African CFA franc?	In which countries that were not Portuguese colonies can you pay using the West African CFA franc?	spinach
422	122	Which weapons did Heckler & Koch develop?	What weapons were developed by Heckler & Koch?	Which Heckler & Koch weapons are firearms?	Which Heckler & Koch weapons are non-firearm weapons?	spinach
423	123	Give me all films produced by Hal Roach.	Can you provide a list of every film produced by Hal Roach?	Give me all films produced by Hal Roach that are comedies.	Give me all films produced by Hal Roach that are not comedies.	spinach
424	124	Give me a list of all bandleaders that play trumpet and have won a Grammy.	Can you provide a list of all bandleaders who play the trumpet and have won an Grammy?	Give me a list of all bandleaders born in New Orleans that play trumpet and have won a Grammy.	Give me a list of all bandleaders not born in New Orleans that play trumpet and have won a Grammy.	spinach
425	125	Give me all people that were born in Vienna and died in Berlin.	List all individuals who were born in Vienna and passed away in Berlin.	Give me all people that were born in Vienna before 1900 and died in Berlin.	Give me all people that were born in Vienna on or after 1900 and died in Berlin.	spinach
426	126	Give me all films produced by Steven Spielberg with a budget of at least $80 million.	List every film produced by Steven Spielberg that had a budget of $80 million or more.	Give me all films produced by Steven Spielberg with a budget of at least $80 million and released before 2010.	Give me all films produced by Steven Spielberg with a budget of at least $80 million and released on or after 2010.	spinach
427	127	Give me all types or lines of the German Shepherd dog.	List every type or line of the German Shepherd dog.	Give me all working line types of the German Shepherd dog.	Give me all non-working line types of the German Shepherd dog.	spinach
428	128	Which airports does Yeti Airlines currently serve?	Which airports does Yeti Airlines currently serve?	Which domestic airports does Yeti Airlines currently serve?	Which international airports does Yeti Airlines currently serve?	spinach
429	129	Which awards did Douglas Hofstadter win?	What awards has Douglas Hofstadter received?	Which awards did Douglas Hofstadter win for his work in cognitive science?	Which awards did Douglas Hofstadter win for his contributions outside of cognitive science?	spinach
430	130	Give me all launch pads used by NASA.	List every launch pad that has been used by NASA.	Give me all launch pads used by NASA that are located within the United States.	Give me all launch pads used by NASA that are located outside the United States.	spinach
431	131	List all the musicals with music composed by Elton John.	Which musicals feature music composed by Elton John?	List all the musicals with music solely composed by Elton John.	List all the musicals with music composed by Elton John along with other composers.	spinach
432	132	Which companies produce hovercrafts?	What companies manufacture hovercrafts?	Which companies produce electric hovercrafts?	Which companies produce non-electric hovercrafts and do not produce electric ones?	spinach
433	133	Which electronics companies were founded in Beijing?	Which electronics companies were established in Beijing?	Which electronics companies were founded in Beijing before the year 2000?	Which electronics companies were founded in Beijing on or after the year 2000?	spinach
434	134	List the children of Margaret Thatcher.	Who are the children of Margaret Thatcher?	List the sons of Margaret Thatcher.	List the non-male children of Margaret Thatcher.	spinach
435	135	Give me all members of Prodigy.	List every member of Prodigy.	Give me all current members of Prodigy.	Give me all former members of Prodigy.	spinach
436	136	Who are the writers of the Wall album of Pink Floyd?	Who wrote Pink Floyd's album The Wall?	Who are the primary songwriters of the Wall album of Pink Floyd?	Who are the additional or contributing writers of the Wall album of Pink Floyd?	spinach
437	137	Which television shows were created by Walt Disney?	What television programs did Walt Disney create?	Which television shows were created by Walt Disney and originally aired on the Disney Channel?	Which television shows were created by Walt Disney and did not originally air on the Disney Channel?	spinach
438	138	Which books by Kerouac were published by Viking Press?	What books written by Kerouac were released through Viking Press?	Which books by Kerouac were published posthumously by Viking Press?	Which books by Kerouac were published during his lifetime by Viking Press?	spinach
439	139	In which films did both Julia Roberts and Richard Gere play?	What movies have Julia Roberts and Richard Gere starred in together?	In which films did both Julia Roberts and Richard Gere play before 1995?	In which films did both Julia Roberts and Richard Gere play since 1995?	spinach
440	140	Give me a list of all Canadian record labels associated with Grunge music.	Can you provide a list of all Canadian record labels that publish Grunge music?	Give me a list of all currently active Canadian record labels associated with Grunge music.	Give me a list of all defunct Canadian record labels associated with Grunge music.	spinach
441	141	Give me all actors starring in Last Action Hero.	List all actors who starred in Last Action Hero.	Give me all male actors starring in Last Action Hero.	Give me all non-male actors starring in Last Action Hero.	spinach
442	142	Which shows aired for the first time in the same year as Saturday Night Live?	Which shows debuted the same year as Saturday Night Live?	Which comedy shows aired for the first time in the same year as Saturday Night Live?	Which non-comedy shows aired for the first time in the same year as Saturday Night Live?	spinach
